geophysical_review_rank,review_tier,candidate_id,name,lon,lat,diameter_km,followup_score,rank,data_quality,domain,tid_artifact_risk,tid_direct_fraction,gravity_bouguer_ring_score,gravity_freeair_ring_score,gravity_consensus_percentile,magnetic_ring_score,magnetic_ring_score_stratified_percentile,sediment_ring_score,geology_independence,geology_boundary_coincidence,geology_boundary_crossings,geology_nearby_types
369,D_background,arc_0071,#066,-16.180313478427127,-13.817289234825708,90.30300618499976,0.662342750648861,369.0,1.0,ocean,0.2468326347301845,0.0157126215696367,0.584791510077775,0.4652237323306128,0.8888888888888888,0.2186748286567765,0.1111111111111111,0.0661363530760957,1.0,0.0,0.0,
370,D_background,arc_0162,#164,-124.88875950999189,50.41928398599888,28.97279407386965,0.6622227096280412,370.0,1.0,mixed,0.4435687238106593,0.2362993009407094,0.0859119098053877,0.1125787079935094,0.6666666666666666,0.1168040936589803,1.0,,1.0,0.0,0.0,
371,D_background,arc_1168,#1174,-62.10370007193675,-47.73217347034471,72.87501166605138,0.6621627539118308,371.0,1.0,ocean,0.2493852483347847,0.0961039709526828,0.309874269406128,0.2592876329221203,0.16666666666666666,0.2264388402961187,0.16666666666666666,0.0911545653672785,1.0,0.0,0.0,
372,D_background,arc_0651,#634,-41.23280750219585,-57.537988757971526,842.0534638403126,0.6618281798864244,372.0,1.0,ocean,0.4598379934215948,0.664504929009858,0.3764341355040411,0.5898008393636687,0.7291666666666667,0.2603410660723114,0.3958333333333333,0.3145996992558575,0.732370278944319,0.2676297210556809,18.0,accretionary complex;oceanic back-arc basin;oceanic crust;volcanic arc
373,D_background,arc_1273,#1270,-62.86850553904438,51.97499822992244,86.08635131584396,0.6611786799515609,373.0,1.0,land,0.0,0.0,0.269257454001967,0.3995440543359047,0.36734693877551017,0.3223197135556291,0.41836734693877553,,1.0,0.0,0.0,
374,D_background,arc_0067,#061,164.1904359133959,-42.87343203823222,480.8172716421552,0.661012690895117,374.0,1.0,ocean,0.2987069803614003,0.3518429689472355,0.3489520123010549,0.3194171256256427,0.4294871794871795,0.2788800596271407,0.24358974358974358,0.4236756352982456,0.6955572248792106,0.3044427751207895,4.0,oceanic crust;volcanic arc;wide rift
375,D_background,arc_1225,#1226,-52.07479052712976,-3.4548571571875732,659.2893285992261,0.660552791610763,375.0,1.0,land,0.3537289233926812,0.0012419020305738,0.4336428317104148,0.4470039103369548,0.7258064516129032,0.4581630071202537,0.9354838709677419,0.0177131899796364,0.8429178268931878,0.1570821731068122,8.0,narrow rift;orogenic belt;shield;volcanic arc
376,D_background,arc_0768,#762,140.80498823939894,18.096859173107795,1598.38119186734,0.6599312428873984,376.0,1.0,ocean,0.2596284268443233,0.795768243406587,0.438512453942352,0.5138672890172924,0.7916666666666666,0.2583131933235152,0.375,0.3261054353745148,0.579093964902798,0.420906035097202,14.0,accretionary complex;oceanic back-arc basin;oceanic crust;volcanic arc
377,D_background,arc_0745,#730,-55.798672262606594,67.17333512682919,936.0462278025042,0.6593507829528296,377.0,1.0,mixed,0.4932264187721139,0.2239781398745813,0.359948273659576,0.3278165966916126,0.45098039215686275,0.3508773365443104,0.7254901960784313,0.2042876398533988,0.6791537237610665,0.3208462762389334,13.0,accretionary complex;craton;oceanic crust;passive margin;shield;volcanic arc
378,D_background,arc_0559,#553,-174.27452801398104,65.43808406349848,20.12516663572084,0.658859150581358,378.0,1.0,land,0.0,0.0,0.0486415095901241,0.0811442865469462,0.4556451612903226,0.0476265890895851,0.41935483870967744,,1.0,0.0,0.0,
379,D_background,arc_0806,#795,121.04342344499707,-24.558174642048225,69.73340561504057,0.6582443351156521,379.0,1.0,land,0.0,0.0,0.3038938273569566,0.3159880060002719,0.4070796460176991,0.4474247118625643,0.8495575221238938,,1.0,0.0,0.0,
380,D_background,arc_0492,#485,-144.30905308163366,59.078869497031675,619.2339593491723,0.6580481518178081,380.0,1.0,mixed,0.3621065838801607,0.5253540604912029,0.3841220863913294,0.361857613589201,0.6086956521739131,0.2502679661216733,0.17391304347826086,0.2601157148572563,0.7038563446649744,0.2961436553350256,10.0,accretionary complex;oceanic back-arc basin;oceanic crust;ophiolite complex;volcanic arc
381,D_background,arc_0078,#073,1.5231912044334126,-15.201464284897549,145.28270510687386,0.6578819131542682,381.0,1.0,ocean,0.2170687565580238,0.3652841654007034,0.3478381701306836,0.4271519658573656,0.6122448979591837,0.4337584962792933,0.7551020408163265,0.2617892937430265,1.0,0.0,0.0,
382,D_background,arc_1285,#1282,-57.759481361666325,51.65117338702507,35.0802428351083,0.6576922275708125,382.0,1.0,land,0.0325551986130233,0.0244923712286337,0.1799712961943331,0.1707536125708637,0.44881889763779526,0.1979519712184582,0.6535433070866141,,1.0,0.0,0.0,
383,D_background,arc_0832,#829,112.91467054842384,69.40921622790542,28.847425406910393,0.6576008246497547,383.0,1.0,land,0.0,0.0,0.2471300083448848,0.1417052151845105,0.9314516129032258,0.3025082013548281,1.0,,1.0,0.0,0.0,
384,D_background,arc_1163,#1161,-41.46326405061535,-55.10567796189133,150.58300362521007,0.6561218038498865,384.0,1.0,ocean,0.2007623777104995,0.9399758870134344,0.4592640523577359,0.356675404381901,0.653061224489796,0.368291741421182,0.6326530612244898,0.6462368514948106,1.0,0.0,0.0,accretionary complex;oceanic back-arc basin
385,D_background,arc_1076,#1074,-84.40644391644116,36.229345499141736,32.4535993075343,0.655585246464335,385.0,1.0,land,0.0,0.0,0.1018283830942642,0.2259087288741273,0.8064516129032258,0.0835348408723601,0.7016129032258065,,1.0,0.0,0.0,
386,D_background,arc_0375,#364,-9.592891640170292,60.13768545494312,26.82425105284978,0.6554888317039541,386.0,1.0,ocean,0.5990945470757786,0.5297080349413709,0.2131577720976174,0.2259258869833793,1.0,0.2017442579204021,1.0,0.0023892091338762,1.0,0.0,0.0,
387,D_background,arc_0932,#931,130.09413479216843,25.310862945502866,246.31826869332633,0.6547747869407256,387.0,1.0,ocean,0.1799508455509007,0.9405978343754766,0.3111604638061739,0.4168768131693115,0.5597014925373135,0.5709312110622113,0.9850746268656716,0.2732518552255691,0.8560028380095612,0.1439971619904388,6.0,accretionary complex;oceanic crust;volcanic arc
388,D_background,arc_0425,#419,14.55891615690704,39.209902351677194,160.3877054152275,0.6546979673637695,388.0,1.0,ocean,0.0848212691097886,0.9785790642216924,0.3203201860922145,0.2829540821492718,0.29591836734693877,0.5492791656935072,0.9591836734693877,0.2986315370083892,0.7380614413411635,0.2619385586588365,3.0,accretionary complex;continental back-arc basin;oceanic back-arc basin;volcanic arc
389,D_background,arc_0132,#144,34.64334806064232,20.78137497091396,13.845369658445213,0.6541595752738092,389.0,0.715802064739083,land,0.0,0.0,0.0,0.0,0.09375,0.0,0.09375,,1.0,0.0,0.0,
390,D_background,arc_0299,#292,-109.63612423028412,36.99032631192238,140.91536205170323,0.6534677758822727,390.0,1.0,land,0.0,0.0,0.4291520123780492,0.375342151812166,0.7602739726027397,0.3062839814794895,0.3561643835616438,,1.0,0.0,0.0,
391,D_background,arc_0383,#346,23.259178035369786,18.880422949771845,21.016169371057625,0.652981120568233,391.0,1.0,land,0.0,0.0,0.0123881863419464,0.0324134850456554,0.12903225806451613,0.0265234568516976,0.06451612903225806,,1.0,0.0,0.0,
392,D_background,arc_0263,#262,-126.75287167135342,58.8320826519399,122.12520035012328,0.6529290444599538,392.0,1.0,land,0.0,0.0,0.4533260842255311,0.486528805701599,0.8316326530612246,0.3392397707163155,0.5102040816326531,,0.8888165253162706,0.1111834746837293,4.0,orogenic belt;passive margin;volcanic arc
393,D_background,arc_0131,#133,32.15689619419264,12.043030572672176,1763.6524804774388,0.651615619121539,393.0,1.0,land,0.0965926063303659,0.0256148728528709,0.3112360558394561,0.3318751137245566,0.40909090909090906,0.3115575535499909,0.48484848484848486,0.0305819212603035,0.6130706940682817,0.3869293059317182,16.0,continental back-arc basin;narrow rift;oceanic crust;orogenic belt;shield;volcanic arc
394,D_background,arc_0438,#432,173.1707205988953,19.7845070232831,252.13717943478943,0.651569926547045,394.0,1.0,ocean,0.1250506116507079,0.3111879102056902,0.3314997424448331,0.5542512912764523,0.7313432835820896,0.4205779605444322,0.8955223880597015,0.3167388607605527,1.0,0.0,0.0,
395,D_background,arc_0231,#232,-116.34087917542152,38.70488806138443,176.72328981946674,0.6505008651184978,395.0,1.0,land,0.0,0.0,0.3194555654605238,0.4091504356519254,0.6095890410958904,0.4339560925888021,0.8356164383561644,,1.0,0.0,0.0,
396,D_background,arc_0933,#932,131.75998086509028,28.72457225313026,293.96908085539843,0.6500130690048985,396.0,1.0,ocean,0.2306949976236491,0.8913425970823347,0.4495290356074796,0.4941529674914843,0.7941176470588236,0.265726609747551,0.18823529411764706,0.278758067507997,0.6801920042968056,0.3198079957031944,8.0,accretionary complex;oceanic crust;volcanic arc
397,D_background,arc_1226,#1226,-69.07836975221885,2.472351108330832,288.2279558164901,0.6498313669540347,397.0,1.0,land,0.0,0.0,0.2743671143220286,0.2368255187054893,0.18421052631578946,0.2927325233047007,0.21052631578947367,,0.9680157790562424,0.0319842209437574,2.0,orogenic belt;volcanic arc
398,D_background,arc_0063,#058,-91.54987371469257,-11.080794603602156,95.27620371482804,0.649771707174329,398.0,1.0,ocean,0.1600261539672357,0.1555427081283212,0.3775701611862831,0.4811722707135448,0.6666666666666666,0.4461987485296117,0.8518518518518519,0.2293370232201557,1.0,0.0,0.0,
399,D_background,arc_1175,#1173,-28.510298116670945,-50.37156056105477,153.71591491123553,0.6495667753015539,399.0,1.0,ocean,0.1565955018061563,0.1405800840274194,0.3767836339673263,0.3895926554256648,0.6122448979591837,0.3507407691161892,0.5510204081632653,0.4004420447381844,1.0,0.0,0.0,
400,D_background,arc_0876,#875,69.75128883871272,45.72827820873276,114.03813804818203,0.6495379685993012,400.0,1.0,land,0.0,0.0,0.5559247101070403,0.6133509457541536,0.9540816326530612,0.4419333975639755,0.8163265306122449,,0.9192343726813484,0.0807656273186516,2.0,basin;volcanic arc
401,D_background,arc_0614,#601,-63.76695679719094,42.5791961445637,1365.3749270857604,0.6495081948580502,401.0,1.0,mixed,0.4215147549361956,0.5194702746635431,0.2847528288299327,0.3459448828034308,0.3431372549019608,0.2508325689021043,0.23529411764705882,0.2214279891502784,0.6576714893789133,0.3423285106210867,10.0,oceanic crust;orogenic belt;passive margin;volcanic arc
402,D_background,arc_0648,#631,20.58346134958283,-68.19633603930173,969.9450232985304,0.6488623864154385,402.0,1.0,ocean,0.4736769570011025,0.1653148074055214,0.456761775393187,0.3824739022703071,0.65625,0.4046800787724491,0.7916666666666666,0.3827367850555603,0.8436523501584307,0.1563476498415693,8.0,oceanic crust;orogenic belt;passive margin;volcanic arc
403,D_background,arc_0251,#250,-121.08639580180274,39.33697442223178,286.5696888822964,0.6487419477291257,403.0,1.0,land,0.2087785611698655,0.0130776946223285,0.3683380411201039,0.3771388341446321,0.6710526315789473,0.3879146648290793,0.6578947368421053,0.0059560950956783,0.7877694988286958,0.2122305011713041,8.0,accretionary complex;volcanic arc;wide rift
404,D_background,arc_0344,#333,-5.079130888528007,56.54894269471471,19.42358369666194,0.6483925456771279,404.0,1.0,land,0.1481361335050975,0.0365569956796277,0.0322474400616371,0.0430928459497121,0.8515625,0.0326993477982313,0.84375,,0.5779877927151162,0.4220122072848837,2.0,craton;orogenic belt
405,D_background,arc_1310,#1306,-99.47811909804966,25.23781226871663,83.68080727227338,0.6482835366092876,405.0,1.0,land,0.0,0.0,0.2381349518578149,0.2435965410177754,0.13274336283185842,0.253858460094621,0.336283185840708,,0.9052828793277264,0.0947171206722736,2.0,volcanic arc;wide rift
406,D_background,arc_0192,#193,29.665214472285868,-28.55827503195603,18.83216360736674,0.6482656732772484,406.0,1.0,land,0.0,0.0,0.0138769235675933,0.027412981148929,0.625,0.009244010925286,0.359375,,1.0,0.0,0.0,
407,D_background,arc_0728,#711,41.14698121628692,11.34107604845289,7262.416809641028,0.6480575587229863,407.0,1.0,mixed,0.2554508779783664,0.1120100966847715,0.4650302534191563,0.4215535340883065,0.6764705882352942,0.3476152444390938,0.7058823529411765,0.1366573479992635,0.5652992111810236,0.4347007888189764,66.0,accretionary complex;basin;continental back-arc basin;craton;foredeep basin;magmatic province;narrow rift;oceanic back-arc basin;oceanic crust;ophiolite complex;orogenic belt;passive margin;shield;volcanic arc
408,D_background,arc_0846,#844,84.54263315114912,63.406334906843355,182.4028832274232,0.6480093007708838,408.0,1.0,land,0.0,0.0,0.3861849958875089,0.4540753770426108,0.8360655737704918,0.2838712385369675,0.2786885245901639,,0.923065471463404,0.076934528536596,4.0,orogenic belt;wide rift
409,D_background,arc_1245,#1242,-84.55083594640239,5.1965991478733455,165.36098062176004,0.6478609753879707,409.0,1.0,ocean,0.1865114555063928,0.58000861554775,0.5067293657101337,0.4758926866790242,0.8877551020408163,0.2290600988306591,0.061224489795918366,0.1925259801120157,1.0,0.0,0.0,
410,D_background,arc_0941,#940,124.2939732534991,43.2868088069426,111.14771389839343,0.6478441082844362,410.0,1.0,land,0.0,0.0,0.2863953276123154,0.3437708420178234,0.34183673469387754,0.5067704698151186,0.8979591836734694,,0.766006202137012,0.233993797862988,4.0,orogenic belt;shield
411,D_background,arc_0482,#475,108.05666728705212,-3.0324539423071037,167.11629832721272,0.6468865911794217,411.0,1.0,ocean,0.3369686714329001,0.0979958355023425,0.2251670278223632,0.2394218424335474,0.04081632653061224,0.4246097431312703,0.7142857142857143,0.2096925006388294,0.9538666216433984,0.0461333783566015,2.0,passive margin;volcanic arc
412,D_background,arc_0038,#012,30.625293361581917,-22.01166994597683,63.81292454035295,0.6468487823261165,412.0,1.0,land,0.0,0.0,0.273879532970111,0.2754809988740702,0.24778761061946902,0.2282243521201399,0.17699115044247787,,1.0,0.0,0.0,
413,D_background,arc_0025,#025,15.663656355411296,-21.65790717622411,34.576274389999114,0.646275900406179,413.0,1.0,land,0.0,0.0,0.1835235950425107,0.2007968032753348,0.5236220472440944,0.1476232726546577,0.4409448818897638,,1.0,0.0,0.0,
414,D_background,arc_0042,#008,13.020304733862124,3.857928392368745,757.6160794056824,0.6458597210899664,414.0,1.0,land,0.2169203429622144,0.0151252420671586,0.405735033357979,0.4753499334686793,0.7258064516129032,0.4606227558676008,0.967741935483871,0.0255814048683983,0.8959615457880167,0.1040384542119832,5.0,craton;oceanic crust;orogenic belt;passive margin;shield
415,D_background,arc_0346,#335,-5.2639837087410974,55.62689857977745,14.825148711243372,0.6454523053393028,415.0,1.0,mixed,0.4654684387530721,0.336937463471654,0.0252674062378467,0.0234828577164454,0.8333333333333333,0.018579533589757,0.6666666666666666,,1.0,0.0,0.0,
416,D_background,arc_0122,#124,141.98006870550054,70.31126823791196,29.8714450352274,0.645232707673792,416.0,1.0,land,0.0,0.0,0.1613913603438039,0.2923860817911059,0.9435483870967742,0.1116663850693054,0.8145161290322581,,1.0,0.0,0.0,
417,D_background,arc_0399,#393,-104.09546054459912,23.342001929607815,70.9421364589329,0.6450775292524683,417.0,1.0,land,0.0,0.0,0.4982066976443729,0.4318776476083172,0.8495575221238938,0.2791584709157116,0.4247787610619469,,1.0,0.0,0.0,
418,D_background,arc_0974,#973,127.033363440688,37.81907509240944,17.29207862791317,0.6450236064898808,418.0,1.0,land,0.0,0.0,0.0111457055417384,0.0208460227307375,0.5390625,0.0136617646504636,0.46875,,1.0,0.0,0.0,
419,D_background,arc_0431,#425,9.394219915596128,39.65759531349275,164.81755419986328,0.643164977500057,419.0,1.0,mixed,0.199454947627153,0.5489998839323713,0.5382185308484171,0.4642035365705951,0.8500000000000001,0.3588921782037191,0.8,0.2483284372912552,0.9399044170341336,0.0600955829658662,2.0,continental back-arc basin;orogenic belt
420,D_background,arc_0834,#831,110.81711890295898,69.1016918312247,28.84332745829757,0.6431027039710645,420.0,1.0,land,0.0,0.0,0.1883830074775318,0.106824939462482,0.8629032258064516,0.1376282085373661,0.9274193548387096,,0.7225368066086921,0.2774631933913079,2.0,shield
421,D_background,arc_1167,#1165,-45.18048446033365,-58.247301917792214,1147.452100487991,0.6428398837097344,421.0,1.0,ocean,0.4841934703160417,0.6554281942027246,0.5467836116652887,0.5008990792084321,0.875,0.334573994670328,0.6875,0.4952513787194259,0.5267422191225237,0.4732577808774763,23.0,accretionary complex;continental back-arc basin;oceanic back-arc basin;oceanic crust;passive margin;volcanic arc
422,D_background,arc_0056,#079,-3.984958116965087,34.72258146309761,30.51836411407727,0.6426189990918648,422.0,1.0,land,0.0,0.0,0.1293181362867934,0.0704909752489715,0.6532258064516129,0.067960194824324,0.6129032258064516,,1.0,0.0,0.0,
423,D_background,arc_0868,#867,104.27577460526884,44.55131208891281,222.41436766739065,0.6416839496725172,423.0,1.0,land,0.0,0.0,0.3610541182799779,0.4715772018860331,0.8114754098360655,0.3295042769445837,0.5245901639344263,,0.7932381236944562,0.2067618763055437,9.0,accretionary complex;orogenic belt;passive margin;volcanic arc
424,D_background,arc_0378,#300,120.11836246077692,32.558946828743814,2003.7262819874163,0.6416528637311025,424.0,1.0,mixed,0.4571440907694715,0.1857532613430543,0.6049311844824161,0.7002885385476668,0.9901960784313726,0.2655739052616239,0.3137254901960784,0.1605547239869034,0.3078483400870105,0.6921516599129894,30.0,accretionary complex;basin;continental back-arc basin;craton;oceanic back-arc basin;oceanic crust;orogenic belt;passive margin;shield;volcanic arc
425,D_background,arc_0922,#921,171.63431488823915,-13.938634915939693,2037.460069506657,0.6414796900389902,425.0,1.0,ocean,0.4897824364664583,0.3824090882473502,0.4973378466471952,0.5646751327613441,0.90625,0.2685488897047709,0.4375,0.5652805659156657,0.4335186918734619,0.5664813081265381,23.0,accretionary complex;continental back-arc basin;oceanic back-arc basin;oceanic crust;ophiolite complex;volcanic arc;wide rift
426,D_background,arc_0369,#356,-7.0644586968013865,55.0209703154164,29.226273454652446,0.6412786258913061,426.0,1.0,land,0.2002041270040353,0.0989925202259197,0.1587392813911094,0.2153659481513597,0.9193548387096775,0.1160459443316934,0.8467741935483871,,1.0,0.0,0.0,
427,D_background,arc_1044,#1043,55.952915653395394,-8.004137008936654,259.3853417945865,0.6411214111517944,427.0,1.0,ocean,0.1881954235419269,0.1112718505123568,0.329738481920146,0.4862106470765934,0.6716417910447761,0.3239533208262284,0.6567164179104478,0.3617549365931349,1.0,0.0,0.0,
428,D_background,arc_0052,#051,4.364397961787021,18.39737965730809,883.4074883461251,0.6408594923086101,428.0,1.0,land,0.0,0.0,0.4208591890904238,0.4118355043181007,0.8181818181818182,0.2697045953890129,0.24242424242424243,,0.878938977170084,0.121061022829916,5.0,shield;volcanic arc
429,D_background,arc_1209,#1209,165.20354951856572,-12.393505778872925,690.3640656844342,0.6405964585272141,429.0,1.0,ocean,0.2674585384042019,0.2884802101776229,0.4916285146401403,0.4045399172334873,0.7051282051282051,0.2604833541399233,0.15384615384615385,0.2751628893253354,0.6946854345254128,0.3053145654745873,13.0,accretionary complex;continental back-arc basin;oceanic back-arc basin;oceanic crust;ophiolite complex;volcanic arc;wide rift
430,D_background,arc_0384,#347,24.181800284706902,18.77715346029415,42.04323689559411,0.639922683121781,430.0,1.0,land,0.0,0.0,0.1295450653451932,0.1633901956999167,0.3110236220472441,0.2295065300966245,0.7165354330708661,,0.8259545632905184,0.1740454367094815,2.0,continental back-arc basin;shield
431,D_background,arc_0686,#669,9.227450694943034,43.72580775809615,86.85991244639067,0.6397695789560389,431.0,1.0,ocean,0.3849950106474538,0.7958027328001395,0.2687591235733106,0.3545974427040799,0.24074074074074073,0.2234439408617832,0.14814814814814814,0.1544728853974043,0.8883141793388845,0.1116858206611155,3.0,accretionary complex;continental back-arc basin;volcanic arc
432,D_background,arc_1152,#1150,8.70599486912468,-62.49608685439491,322.2904463400433,0.6394736190882467,432.0,1.0,ocean,0.2331670449624442,0.2079509404033537,0.31245324367238,0.4531934505331957,0.5058823529411764,0.2951394347628697,0.36470588235294116,0.3107773001802532,1.0,0.0,0.0,
433,D_background,arc_0815,#807,135.49160038743597,-32.03451036211649,38.68313590383604,0.6393804683656809,433.0,1.0,land,0.0,0.0,0.1124589794168775,0.1428252497198925,0.22440944881889763,0.1001865859410444,0.2047244094488189,,1.0,0.0,0.0,
434,D_background,arc_0991,#990,-74.02096611211759,-45.35796648368038,308.7340398560179,0.6392683686921816,434.0,1.0,mixed,0.337164969133142,0.2488510952333031,0.4189504114378485,0.4696940533557961,0.7777777777777777,0.1607815821702567,0.1111111111111111,0.2082645318476134,0.8334850683004477,0.1665149316995523,3.0,accretionary complex;oceanic crust;volcanic arc
435,D_background,arc_0800,#784,127.64501350030656,-28.864765281133852,22.78699500831928,0.63905207295752,435.0,1.0,land,0.0,0.0,0.0415536171668244,0.0236524745537161,0.14919354838709675,0.0231319797990491,0.04838709677419355,,1.0,0.0,0.0,orogenic belt;shield
436,D_background,arc_0854,#852,86.9166513214086,61.89141798051824,65.94028938719325,0.6388578173412693,436.0,1.0,land,0.0,0.0,0.3232189786701528,0.2865084256860037,0.38495575221238937,0.2701447266109641,0.39823008849557523,,0.8973793096720267,0.1026206903279732,2.0,orogenic belt
437,D_background,arc_1211,#1211,170.56807775388555,-15.923690379303697,588.554854847911,0.6376654981859464,437.0,1.0,ocean,0.2501646194721807,0.5297855124752948,0.3906898057203318,0.454357016107567,0.6538461538461539,0.3327370952890226,0.5128205128205128,0.2688716635449832,0.7846639066449962,0.2153360933550038,7.0,accretionary complex;continental back-arc basin;oceanic back-arc basin;volcanic arc
438,D_background,arc_0115,#117,164.32606782625683,65.345656290796,132.0430554109255,0.6368200818397457,438.0,1.0,land,0.0,0.0,0.25510348618357,0.2733504041403765,0.1917808219178082,0.3329622889548039,0.4931506849315068,,0.874380206383542,0.1256197936164581,3.0,shield;volcanic arc
439,D_background,arc_0919,#918,93.63255800953613,48.540498889076275,561.042636443864,0.6368187832313447,439.0,1.0,land,0.0,0.0,0.3688298216868329,0.4204186598850976,0.5806451612903225,0.3145458739323592,0.5161290322580645,,0.7098303548839682,0.2901696451160319,11.0,accretionary complex;orogenic belt;volcanic arc
440,D_background,arc_0237,#237,-117.59449454177084,39.886025583541546,20.725792766591475,0.636726810469149,440.0,1.0,land,0.0,0.0,0.0208488574054991,0.027536843869724,0.12096774193548387,0.0334817497678835,0.1532258064516129,,1.0,0.0,0.0,
441,D_background,arc_0713,#696,18.859784589759332,55.03413849853059,161.29374009014262,0.6365110548393842,441.0,1.0,mixed,0.425207363537429,0.6445650866217517,0.3025025530043779,0.2889260294946164,0.4,0.3009849846864282,0.5,0.3070179937327904,1.0,0.0,0.0,
442,D_background,arc_0791,#785,122.60629264547016,-6.417662624281095,177.93167975465957,0.6360410046037114,442.0,1.0,ocean,0.1848700653032904,0.0502756591538835,0.4424735081250711,0.4368310224145159,0.7755102040816326,0.54922468206987,0.9387755102040817,0.2120721752864716,0.9523950289056275,0.0476049710943723,2.0,continental back-arc basin;ophiolite complex
443,D_background,arc_0502,#496,-157.74024351685267,57.03162425457272,34.30316266811215,0.6356650544026822,443.0,1.0,land,0.0,0.0,0.1626936753722145,0.166032725766884,0.3858267716535433,0.1341418020098476,0.3543307086614173,,1.0,0.0,0.0,
444,D_background,arc_0385,#348,24.448567857136553,19.00070705242379,23.207372426974096,0.6351850957030392,444.0,1.0,land,0.0,0.0,0.0183828045087684,0.0186256367525379,0.04435483870967742,0.0405334781412073,0.31451612903225806,,0.8026242231838339,0.197375776816166,0.0,continental back-arc basin;shield
445,D_background,arc_1179,#1178,-31.69177357752029,-56.365943018172445,111.50909676110813,0.635075634139581,445.0,1.0,ocean,0.2006145443198236,0.7216028863304687,0.4157291949015556,0.3075193214956225,0.4074074074074074,0.2783754911944397,0.48148148148148145,0.2509089427826849,1.0,0.0,0.0,
446,D_background,arc_1061,#1058,33.12921954481202,-1.0541005149817448,735.9271805323979,0.6349790601184648,446.0,1.0,land,0.0,0.0,0.4307487879738906,0.4895599590402194,0.7741935483870968,0.3633492580411764,0.7741935483870968,,0.5149251903430431,0.4850748096569569,13.0,craton;narrow rift;orogenic belt;shield;volcanic arc
447,D_background,arc_0439,#433,165.7986228842186,23.097953762929137,187.1595527386613,0.6345247851714093,447.0,1.0,ocean,0.2627749919120026,0.1367090876501165,0.3058113009192498,0.2752073482718628,0.2835820895522388,0.3594931088104557,0.7761194029850746,0.2121789788893726,1.0,0.0,0.0,
448,D_background,arc_0940,#939,125.61353465224948,44.23458555478579,155.4265084186786,0.6340036334214694,448.0,1.0,land,0.0,0.0,0.3701030755016021,0.4469696571119326,0.773972602739726,0.2760439308505462,0.1780821917808219,,0.849834876058488,0.1501651239415121,2.0,orogenic belt;volcanic arc
449,D_background,arc_0250,#249,-113.49337956278448,30.873526769345737,760.1617085666651,0.6339038474441413,449.0,1.0,mixed,0.2124624875682235,0.219880067629207,0.4236314260652161,0.505663346062182,0.9347826086956521,0.268359430602926,0.30434782608695654,0.1448959409553487,0.7197211995343104,0.2802788004656896,12.0,accretionary complex;magmatic province;oceanic crust;shield;volcanic arc;wide rift
450,D_background,arc_0877,#876,76.3063716728193,57.72207063660867,122.6341392240041,0.6332943990053196,450.0,1.0,land,0.0,0.0,0.2196067275163657,0.2860847364060395,0.12755102040816327,0.2694840046796133,0.15306122448979592,,0.9452766616282776,0.0547233383717223,2.0,volcanic arc;wide rift
451,D_background,arc_1136,#1133,126.14027087358348,-48.34083433692325,2811.5643885623504,0.632416138492583,451.0,1.0,ocean,0.635902280559427,0.2290522544606029,0.3311447779559036,0.3618960480556557,0.41666666666666663,0.1737570859413199,0.0625,0.6116641047425452,0.6418209305182259,0.3581790694817741,11.0,craton;narrow rift;oceanic crust;orogenic belt;passive margin;shield;volcanic arc
452,D_background,arc_0459,#454,65.73013373027241,48.37984890785127,116.31635417852875,0.6321114989302125,452.0,1.0,land,0.0,0.0,0.288909360654391,0.2863280315301626,0.2602040816326531,0.3013156584355329,0.2857142857142857,,1.0,0.0,0.0,
453,D_background,arc_0342,#365,-3.093317374506178,57.184187236448984,18.01406644489889,0.6319707690895424,453.0,1.0,land,0.0,0.0,0.0218808782920727,0.057498906404993,0.8359375,0.0661939406195463,0.984375,,1.0,0.0,0.0,
454,D_background,arc_0773,#767,178.7422510740522,48.350388203636086,168.02147595084682,0.6317135150457156,454.0,1.0,ocean,0.1805685117664095,0.2447148337801178,0.3468621171952321,0.4351849845023248,0.6224489795918366,0.3972852757093589,0.673469387755102,0.3233049937898311,1.0,0.0,0.0,
455,D_background,arc_1089,#1087,104.56082361729626,55.98624608478232,23.520981259469465,0.6311328737333883,455.0,1.0,land,0.0,0.0,0.0542934743096066,0.0979300573347506,0.5201612903225806,0.1289127341724737,0.9032258064516129,,1.0,0.0,0.0,
456,D_background,arc_1154,#1152,36.78760494065359,-16.696473687260195,181.07214887071473,0.6308107352738788,456.0,1.0,land,0.0,0.0116993272886809,0.3434489167718704,0.3647140729815712,0.6721311475409837,0.6585437858027403,0.9836065573770492,,1.0,0.0,0.0,orogenic belt
457,D_background,arc_1026,#1025,-64.13500287179703,-36.25154885577333,31.78531663869723,0.6304292548436781,457.0,1.0,land,0.0,0.0,0.0673973189315024,0.0629945632824098,0.4838709677419355,0.1001337364905481,0.782258064516129,,1.0,0.0,0.0,
458,D_background,arc_0630,#607,-130.88756908774928,67.9866936131896,29.915667822226496,0.6296855113787461,458.0,1.0,land,0.0,0.0,0.1778228650666211,0.1255440339206371,0.8709677419354838,0.1332523004183531,0.9112903225806451,,1.0,0.0,0.0,
459,D_background,arc_0887,#886,39.04630278675628,44.20771610613696,792.0665516497072,0.6296734349893403,459.0,1.0,mixed,0.1986147181281309,0.0729982954480454,0.4046475209632599,0.451389233024011,0.8478260869565217,0.3234391272384438,0.5652173913043478,0.1286629135579781,0.7799147042585773,0.2200852957414226,10.0,accretionary complex;magmatic province;narrow rift;oceanic crust;shield;volcanic arc
