geophysical_review_rank,review_tier,candidate_id,name,lon,lat,diameter_km,followup_score,rank,data_quality,domain,tid_artifact_risk,tid_direct_fraction,gravity_bouguer_ring_score,gravity_freeair_ring_score,gravity_consensus_percentile,magnetic_ring_score,magnetic_ring_score_stratified_percentile,sediment_ring_score,geology_independence,geology_boundary_coincidence,geology_boundary_crossings,geology_nearby_types
78,C_morphology,arc_0584,#578,-171.5507031502975,65.9427981438332,13.13460581123812,0.7536643830906113,75.0,1.0,land,0.0,0.0,0.0155702699268096,0.0182640060262942,0.5859375,0.0277212174083489,0.8125,,1.0,0.0,0.0,
79,C_morphology,arc_1206,#1206,153.27836720213352,-28.39276742685427,33.975401030664806,0.7535897017234827,77.0,1.0,land,0.1448534428213804,0.014570685169124,0.1591342267396347,0.0889623269284566,0.2047244094488189,0.0831837340518833,0.11811023622047244,,1.0,0.0,0.0,
80,C_morphology,arc_1253,#1250,-63.34284294290407,18.02426006619571,211.3345666820438,0.7509619247835904,80.0,1.0,ocean,0.3539672272531263,0.7635325150966842,0.536096812179324,0.6278409253372725,0.9552238805970149,0.4552885945228634,0.9402985074626866,0.2419471394363658,0.8148037030355166,0.1851962969644834,8.0,accretionary complex;continental back-arc basin;oceanic back-arc basin;ophiolite complex;volcanic arc
81,C_morphology,arc_0799,#783,132.67783152551763,-29.596406083036232,42.08388574024468,0.7509427582711939,81.0,1.0,land,0.0,0.0,0.14254827070751,0.1365557146807328,0.2795275590551181,0.1206139891534005,0.30708661417322836,,1.0,0.0,0.0,
82,C_morphology,arc_0788,#782,128.16409169384093,17.063284656222773,481.76898875890305,0.7507571506031895,82.0,1.0,ocean,0.2231297673124859,0.6704106251903211,0.402154526724799,0.3794515530834281,0.5448717948717949,0.3607672458728241,0.5897435897435898,0.3486516458312364,1.0,0.0,0.0,
83,D_background,arc_1091,#1088,7.814930181757323,52.582506477987046,75.8103315483147,0.7486572682105133,83.0,1.0,land,0.0,0.0,0.4690410439918934,0.4410503361455623,0.8539823008849557,0.2456102236406409,0.3008849557522124,,1.0,0.0,0.0,
84,D_background,arc_0828,#825,100.20370229969534,72.73381267919373,82.1943744172344,0.7485238459140948,84.0,1.0,land,0.0,0.0,0.3933313110500924,0.3050438634877821,0.588495575221239,0.2445111295378955,0.2920353982300885,,1.0,0.0,0.0,
85,D_background,arc_0343,#329,-2.423288128668285,57.18324326819182,22.03746299965545,0.7481374974363427,85.0,1.0,land,0.0,0.0,0.0480510729259953,0.0412689197681206,0.31451612903225806,0.1169673855085219,0.8548387096774194,,1.0,0.0,0.0,
86,D_background,arc_0719,#702,57.708714169785885,46.08330097243907,73.15631032307104,0.7472249767031885,86.0,1.0,land,0.0,0.0,0.3349662481125595,0.422191402629257,0.6150442477876106,0.468845901240909,0.8761061946902655,,1.0,0.0,0.0,passive margin;volcanic arc
87,D_background,arc_1030,#1029,-65.38715120392615,-36.75800446667594,42.18392409333018,0.7470848263709238,87.0,1.0,land,0.0,0.0,0.3247593925885095,0.1731829205818754,0.6692913385826771,0.1348720231421172,0.36220472440944884,,1.0,0.0,0.0,
88,D_background,arc_0899,#898,23.86522086112399,44.2540007543104,274.1282958133686,0.7467917655129288,88.0,1.0,land,0.0,0.0,0.4904827156887595,0.5647164298156467,0.9672131147540983,0.3320819095279582,0.5573770491803278,,0.9472477461758128,0.0527522538241871,2.0,shield;volcanic arc
