candidate_id,null_count,null_p_gravity_bouguer_ring_score,null_p_gravity_freeair_ring_score,null_p_magnetic_ring_score,null_p_tid_artifact_risk,observed_gravity_bouguer_ring_score,observed_gravity_freeair_ring_score,observed_magnetic_ring_score,observed_tid_artifact_risk
arc_0196,19,0.15,0.3,0.75,1.0,0.39127284297925563,0.2899420854046068,0.20397854190451223,0.0
arc_0197,19,0.4,0.9,0.4,1.0,0.22408258024237915,0.14438589263732304,0.2439101251811457,0.0
arc_0198,19,0.3,0.15,0.85,1.0,0.38675255115976576,0.44880867699744037,0.25572441260815953,0.0
arc_0199,19,0.1,0.5,0.5,0.1,0.3367610359696298,0.23753143510050567,0.22511977832791444,0.04285034998656278
arc_0200,19,0.7,0.9,0.7,1.0,0.2917352874900144,0.24480097132218986,0.27860155922025864,0.0
arc_0201,19,0.85,0.55,0.85,1.0,0.25223387280797427,0.3286604181458641,0.2514056747426808,0.0
arc_0202,19,0.3,0.2,0.35,1.0,0.2389485335304243,0.27341967122180805,0.3176441089170349,0.0
arc_0203,19,0.1,0.65,0.3,1.0,0.06745948057254435,0.030376412508518264,0.044060983126211734,0.0
arc_0204,19,0.45,0.3,0.4,1.0,0.3371711704496707,0.41509342144092526,0.3623424021978244,0.0
arc_0205,19,0.65,0.2,0.5,0.05,0.2735723493675253,0.4104595155526629,0.3213994513211854,0.041408657171602845
arc_0206,19,0.5,0.25,0.45,1.0,0.06229250688976537,0.08121800580770297,0.05114029755868544,0.0
arc_0207,19,0.05,0.05,0.8,1.0,0.12997625301352006,0.16666230038972138,0.0467354225099776,0.0
arc_0208,19,0.55,0.05,0.45,1.0,0.1403762360991238,0.28748090643313523,0.14425390772281105,0.0
arc_0209,19,0.1,0.2,0.3,1.0,0.11404715740452229,0.072688931892557,0.07486948040184416,0.0
arc_0210,19,0.4,0.25,0.7,1.0,0.10513103499516557,0.12276899203771599,0.0717690556006779,0.0
arc_0211,19,0.1,0.1,1.0,1.0,0.04654483111726882,0.047174072378084304,0.01293745152257238,0.0
arc_0212,19,0.45,0.2,0.55,1.0,0.014348879416938133,0.015409045702448023,0.014789094196263668,0.0
arc_0213,19,0.9,0.1,0.25,1.0,0.009117798190451637,0.02305009853219502,0.0142143779720381,0.0
arc_0214,19,0.25,0.55,0.1,1.0,0.045901322584680375,0.029545506459676733,0.04980982028831114,0.0
arc_0215,19,0.05,0.15,0.75,1.0,0.1941830078441515,0.15390356434209196,0.06666806886132483,0.0
arc_0216,19,0.7,0.5,0.15,1.0,0.027589087096933494,0.037225045547790686,0.0447416050439999,0.0
arc_0217,19,0.85,0.75,0.35,1.0,0.021599819529927615,0.02439383614693359,0.03894753494060544,0.0
arc_0218,19,0.3,0.15,0.95,1.0,0.12985576993905926,0.14659811756845315,0.0641380020813327,0.0
arc_0219,19,0.25,0.85,1.0,1.0,0.1426340569577958,0.06168923474667421,0.044961875898869526,0.0
arc_0220,19,0.55,0.4,0.5,1.0,0.011212704447312483,0.014770084039519793,0.01421017883240866,0.0
arc_0221,19,0.25,1.0,0.45,1.0,0.03611257745900157,0.009740133720569246,0.02975403018984149,0.0
arc_0222,19,0.1,0.05,0.55,1.0,0.46156579606688763,0.5729699939770387,0.3110175570415075,0.0
arc_0223,19,0.35,0.05,0.65,1.0,0.3398103534931333,0.4360349861775336,0.26794398962207244,0.0
arc_0224,19,0.25,0.25,0.4,1.0,0.30940215321632436,0.3187397388379438,0.31565622373415136,0.0
arc_0225,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0226,19,0.6,0.2,0.75,1.0,0.04174976305074783,0.07248912306163459,0.02914977944581961,0.0
arc_0227,19,0.05,0.9,0.45,1.0,0.22640061183619684,0.08066859870180593,0.17089215274191868,0.0
arc_0228,19,0.75,0.45,0.35,1.0,0.03356253676908836,0.03789354974722546,0.04228117724275847,0.0
arc_0229,19,0.1,0.15,0.75,1.0,0.40172918503344374,0.42841236753296963,0.2894907049796661,0.0
arc_0230,19,0.5,0.35,0.8,1.0,0.29706108639079204,0.3443260007320223,0.2451665110361252,0.0
arc_0231,19,0.6,0.15,0.25,1.0,0.3194555654605238,0.4091504356519254,0.4339560925888021,0.0
arc_0232,19,0.05,0.05,0.45,1.0,0.4529435232870026,0.59538449518875,0.35033007270759836,0.0
arc_0233,19,1.0,1.0,0.55,0.1,0.228849840945175,0.2159821236839474,0.3181794117979897,0.0037037037037037043
arc_0234,19,0.85,0.25,0.2,1.0,0.2560243980380343,0.4350503946512579,0.4106828931008952,0.0
arc_0235,19,0.05,0.15,0.35,1.0,0.182528644653008,0.20788743922649336,0.1661180147161856,0.0
arc_0236,19,0.6,0.15,0.5,1.0,0.2803058842494239,0.38641773965974496,0.3205957588780071,0.0
arc_0237,19,0.75,0.55,0.5,1.0,0.020848857405499188,0.02753684386972402,0.03348174976788358,0.0
arc_0238,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0239,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0240,19,0.85,0.25,0.75,1.0,0.06564865132435216,0.10317881786776387,0.07551367131458353,0.0
arc_0241,19,0.4,0.45,0.15,1.0,0.3342309301507796,0.3259589572220619,0.42447779710364214,0.0
arc_0242,19,0.15,0.55,0.15,0.15,0.41893087086862707,0.35270769133923147,0.38578489188098375,0.3478199028166878
arc_0243,19,0.45,0.35,0.35,0.5,0.33203902022317094,0.39025711121719964,0.30504804627385346,0.26521235447037916
arc_0244,19,0.05,0.05,0.65,0.4,0.4753198040882445,0.5574023061209425,0.27007990210079735,0.3288485023859443
arc_0245,19,0.1,0.25,0.15,1.0,0.35370027508610286,0.3328885079632657,0.4695096861105961,0.0
arc_0246,19,0.05,0.1,0.5,1.0,0.485951321005361,0.508668275251312,0.2922393013845432,0.0
arc_0247,19,0.05,0.1,0.25,1.0,0.49989618495395527,0.5388343954998263,0.3387953409015847,0.0
arc_0248,19,0.1,0.05,0.35,1.0,0.39134776057602716,0.4682692763178162,0.34249729780168875,0.0
arc_0249,19,0.85,0.15,0.85,1.0,0.244003055438225,0.3809556546192597,0.2580734409943514,0.0
arc_0250,19,0.05,0.05,0.6,0.55,0.42363142606521614,0.505663346062182,0.268359430602926,0.2124624875682235
arc_0251,19,0.3,0.25,0.35,0.1,0.36833804112010393,0.3771388341446321,0.3879146648290793,0.2087785611698655
arc_0252,19,0.2,0.05,0.3,1.0,0.3237403285667173,0.46242256167354084,0.36084028747134606,0.0
arc_0253,19,0.2,0.65,0.35,1.0,0.33782548828166375,0.2759595193916517,0.40456508902805466,0.0
arc_0254,19,0.2,0.35,0.3,1.0,0.3961019874495146,0.34970081953184545,0.4295518532399861,0.0
arc_0255,19,0.1,0.1,0.1,1.0,0.4031592223964943,0.4767725229343617,0.5053541672230164,0.0
arc_0256,19,0.2,0.4,0.25,1.0,0.3511915345235394,0.3606217093198779,0.3691465526686386,0.0
arc_0257,19,0.9,1.0,0.3,0.2,0.2514949415202011,0.24128148529936827,0.4027268121861497,0.04523844539958244
arc_0258,19,0.95,0.95,0.95,1.0,0.226502850615227,0.24520099416269872,0.22856304740886968,0.0
arc_0259,19,0.55,0.4,0.35,1.0,0.28495171604990543,0.30836477476935675,0.3108734383469971,0.0
arc_0260,19,0.05,0.05,0.15,1.0,0.42351072150376645,0.4465649616743154,0.4354210201138502,0.0
arc_0261,19,0.3,0.05,0.7,1.0,0.3332748940606502,0.565443338193513,0.27974198177643417,0.0
arc_0262,19,0.2,0.1,0.55,1.0,0.3880891327459118,0.4467059872980879,0.3144996670722538,0.0
arc_0263,19,0.05,0.05,0.35,1.0,0.4533260842255311,0.486528805701599,0.3392397707163155,0.0
arc_0264,19,0.3,0.1,0.7,1.0,0.35460113436118246,0.43561337944299305,0.2786821275425558,0.0
arc_0265,19,0.55,0.5,0.55,1.0,0.06355878996759141,0.05295579231572354,0.049639466940059496,0.0
arc_0266,19,0.5,0.65,0.05,1.0,0.010990395947833959,0.009997919345127667,0.024224257409653473,0.0
arc_0267,19,0.85,0.15,0.8,1.0,0.015437421514410351,0.026024495032083844,0.016622784876101134,0.0
arc_0268,19,1.0,0.8,0.25,1.0,0.006773168441851144,0.00835383091301781,0.015453959756388799,0.0
arc_0269,19,1.0,0.8,0.2,1.0,0.0006160949121712991,0.0009231524179358391,0.002095231049326008,0.0
arc_0270,19,0.7,0.75,0.3,1.0,0.12257232817093337,0.11201060558682516,0.2072157529234759,0.0
arc_0271,19,0.5,0.5,0.8,1.0,0.3193920818986729,0.34340753918473665,0.25457739358860443,0.0
arc_0272,19,0.65,0.7,0.15,1.0,0.2618707824144878,0.2818764926937019,0.44383501295612143,0.0
arc_0273,19,0.05,0.05,0.5,0.6,0.5179911814703937,0.6779234550815681,0.3276735910680706,0.3575363129055416
arc_0274,19,0.3,0.2,0.7,0.9,0.301602425079438,0.4222798042956506,0.2707207054559421,0.281938050479286
arc_0275,19,0.1,0.1,0.15,0.95,0.5070630005543306,0.47276618794511954,0.5536237606522603,0.3549568814274967
arc_0276,19,0.1,0.05,0.3,0.4,0.4907955857248371,0.6992512466871178,0.4013298767968182,0.5603602541895747
arc_0277,19,0.75,0.75,0.95,0.55,0.22662434572500695,0.2385223840994496,0.22241068496845762,0.3309979308282434
arc_0278,19,0.05,0.05,0.25,0.6,0.4448680253050289,0.6363637076968831,0.4144304971729258,0.23327506250007338
arc_0279,19,0.05,0.05,0.25,0.55,0.47865018221137556,0.4990693103967985,0.3313458242300256,0.22477542934021788
arc_0280,19,0.15,0.35,0.55,0.4,0.35509316666322305,0.3343953623341747,0.27840718805880194,0.41207038788007855
arc_0281,19,0.6,0.15,0.25,0.85,0.322225521166015,0.39919706720186027,0.39160903039135553,0.3373566077319651
arc_0282,19,0.35,0.5,0.85,1.0,0.32699611675307116,0.332360408434697,0.28047180906207964,0.0
arc_0283,19,0.3,0.05,0.65,1.0,0.36334449954621983,0.6446457869854912,0.3477823048226736,0.0
arc_0284,19,0.05,0.1,0.05,1.0,0.14146543315520096,0.17243399497372658,0.10962583843449285,0.0
arc_0285,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0286,19,0.4,0.05,0.3,1.0,0.05987140044279745,0.09596937114533803,0.06403022114274659,0.0
arc_0287,19,0.85,0.7,0.1,1.0,0.13368956099873186,0.1741342703018486,0.2693744721096275,0.0
arc_0288,19,0.25,0.4,0.4,1.0,0.178290485647403,0.17778052938194178,0.19036035918701832,0.0
arc_0289,19,0.6,0.3,0.1,1.0,0.018582425898481626,0.0302000424791412,0.03520341399354198,0.0
arc_0290,19,0.2,0.75,0.1,1.0,0.029805753757010788,0.015254355729453882,0.03930542403653402,0.0
arc_0291,19,0.75,0.75,0.05,1.0,0.09438561587559388,0.10263372834489709,0.21911408783209643,0.0
arc_0292,19,0.45,0.6,0.25,1.0,0.306683616710066,0.292384498319598,0.5018008950200292,0.0
arc_0293,19,0.2,0.1,0.2,1.0,0.3701583808363898,0.46098274192874494,0.4699047834199836,0.0
arc_0294,19,0.1,0.6,0.25,1.0,0.2793570967410476,0.22456156690676451,0.22932354365263632,0.0
arc_0295,19,0.75,0.85,0.35,1.0,0.2198226653655436,0.20196341276669516,0.2509755886907693,0.0
arc_0296,19,0.3,0.95,0.25,1.0,0.12042115634950361,0.057037969240197155,0.09007968590144927,0.0
arc_0297,19,0.25,0.3,0.15,1.0,0.38018120073183104,0.4028490534962839,0.4294380800923854,0.0
arc_0298,19,0.1,0.8,0.85,1.0,0.3523377897893865,0.21393320601465352,0.18003054021651704,0.0
arc_0299,19,0.05,0.2,0.65,1.0,0.42915201237804923,0.37534215181216607,0.30628398147948954,0.0
arc_0300,19,0.65,0.35,0.4,1.0,0.29278227743052965,0.3371232400491808,0.31446540517564414,0.0
arc_0301,19,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
arc_0302,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0303,19,0.3,0.3,0.5,1.0,0.25962921184944265,0.2842167327133121,0.233611157536919,0.0
arc_0304,19,0.4,0.05,0.75,1.0,0.14265533840385514,0.30989058724452645,0.0829289694022183,0.0
arc_0305,19,0.2,0.4,0.55,1.0,0.05081299592242676,0.04578977090323919,0.030921142340880264,0.0
arc_0306,19,0.1,0.6,0.4,1.0,0.06404465945989565,0.04576769153761323,0.06483624427747466,0.0
arc_0307,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0308,19,0.05,0.1,0.5,1.0,0.03301388247952087,0.030074633393913544,0.017619612360200623,0.0
arc_0309,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0310,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0311,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0312,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0313,19,0.95,0.45,0.65,1.0,0.011840027641411443,0.020825291056866892,0.01929036604867206,0.0
arc_0314,19,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
arc_0315,19,0.35,0.7,0.9,1.0,0.013846134813641497,0.007459332193194719,0.008357883209108607,0.0
arc_0316,19,0.25,0.75,0.9,1.0,0.007296711834704956,0.005155545938476452,0.004776182898520471,0.0
arc_0317,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0318,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0319,19,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
arc_0320,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0321,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0322,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0323,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0324,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0325,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0326,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0327,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0328,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0329,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0330,19,0.6,0.6,0.8,1.0,0.018602543249889563,0.02145099880010384,0.01837827729914062,0.0
arc_0331,19,0.6,0.45,0.8,1.0,0.0028853918467626983,0.003822643967315795,0.0031750418828069503,0.0
arc_0332,14,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.11361120905106357,0.12433412627662162,0.05967999179600136,0.6909186660349904
arc_0333,13,0.42857142857142855,0.5,0.42857142857142855,0.35714285714285715,0.05854426852258251,0.050703919457948485,0.044850529792800894,0.25905032610611667
arc_0334,19,0.2,0.25,0.45,0.05,0.08016186276885527,0.10069162408151308,0.06202327411837829,0.22341888788345426
arc_0335,12,0.5384615384615384,1.0,0.6153846153846154,0.9230769230769231,0.029827354126437756,0.00861727648390502,0.036062333701011716,0.1557361032193689
arc_0336,15,0.8125,0.375,0.3125,0.125,0.025328815900993368,0.03424590942679934,0.04497195234299663,0.3856802629813498
arc_0337,10,0.36363636363636365,0.6363636363636364,1.0,0.9090909090909091,0.012905579758082342,0.013640408222979898,0.012233053827129211,0.1534008718043362
arc_0338,19,0.25,0.3,0.45,0.1,0.11097709640377917,0.13607546285437888,0.09062569244966517,0.14199043805165087
arc_0339,19,0.35,0.15,0.5,0.05,0.011343309882746934,0.01417806911551778,0.009921741982686715,0.06524110846678896
arc_0340,18,0.10526315789473684,0.05263157894736842,0.47368421052631576,0.05263157894736842,0.12648662168738245,0.19413519685659383,0.09201376008378792,0.46091177295977415
arc_0341,19,0.4,0.55,0.9,1.0,0.03223080564235812,0.03145617878217031,0.02037450768424873,0.0
arc_0342,19,0.95,0.05,0.05,1.0,0.021880878292072716,0.05749890640499303,0.06619394061954632,0.0
arc_0343,19,0.55,0.45,0.1,1.0,0.04805107292599539,0.04126891976812063,0.11696738550852193,0.0
arc_0344,19,0.75,0.6,0.6,0.05,0.03224744006163718,0.04309284594971219,0.032699347798231325,0.14813613350509752
arc_0345,19,0.2,1.0,0.7,0.05,0.3016556934712699,0.14060745102792607,0.23858207381911387,0.3438725630783073
arc_0346,11,0.16666666666666666,0.16666666666666666,0.5833333333333334,0.08333333333333333,0.025267406237846707,0.023482857716445406,0.01857953358975707,0.4654684387530721
arc_0347,19,0.3,0.05,1.0,0.1,0.3645909256561361,0.528029572961333,0.22333833670447467,0.10373591272468959
arc_0348,19,0.6,0.85,0.85,0.05,0.2903994518003954,0.2261966205683146,0.16777989025420312,0.04996248845798708
arc_0349,19,0.65,0.7,0.4,0.75,0.2858209504332645,0.277280462149033,0.3222203071593165,0.23815660733579397
arc_0350,19,0.7,0.55,0.3,0.05,0.3231999240747335,0.35220359836206244,0.3737647107373485,0.2517386502803859
arc_0351,19,0.05,0.1,0.5,0.1,0.3543608964629677,0.28204196205570686,0.21495736035078283,0.08717178460169114
arc_0352,19,0.2,0.35,1.0,1.0,0.15837141194717994,0.14149684255503833,0.03488062809941192,0.0
arc_0353,19,0.7,0.7,0.65,0.05,0.020602894044648774,0.01672168248944963,0.026936538839772973,0.35246133312396954
arc_0354,19,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
arc_0355,19,0.2,0.15,0.35,0.1,0.016937660698322712,0.018974530760866987,0.016657657706646692,0.1941239316239316
arc_0356,19,0.4,0.5,0.6,0.45,0.3383712560758252,0.32412674815351855,0.3501362956181129,0.3280401604076301
arc_0357,19,0.7,0.35,0.65,0.85,0.2798197373247271,0.3988535539704378,0.29701331296034056,0.14662776147335294
arc_0358,19,0.1,0.15,0.75,0.05,0.5767057099900365,0.4823758576752476,0.2912136071911612,0.26806778088130606
arc_0359,19,0.05,0.75,0.75,0.05,0.5102273291855941,0.2814029926101785,0.2699472885781724,0.11943220936502012
arc_0360,19,0.15,0.35,0.8,1.0,0.1446293566280624,0.1033505359921157,0.04055186007631372,0.0
arc_0361,19,0.95,0.65,0.6,1.0,0.0035543645888428087,0.005831762109524293,0.006550415948792457,0.0
arc_0362,19,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
arc_0363,19,0.75,0.25,0.8,0.05,0.26145261266733477,0.4340359550242671,0.24270236134420986,0.32072039084288045
arc_0364,19,0.15,0.45,1.0,0.05,0.332262648739364,0.2556021340783518,0.08285867444819078,0.16023539704636808
arc_0365,19,0.35,0.3,0.9,0.25,0.34888709380593547,0.39557243789754826,0.24827793283387783,0.30518261795184876
arc_0366,19,0.35,0.95,0.55,1.0,0.04162736010935675,0.02495650435442622,0.03768001777082017,0.0
arc_0367,19,0.05,0.3,0.95,0.1,0.3270622558272147,0.24852339521791345,0.10251965395742654,0.011107887384483128
arc_0368,19,0.5,0.2,1.0,0.15,0.24570339685209971,0.4264437731000444,0.12851964576056962,0.10856223335957646
arc_0369,19,0.2,0.1,0.45,0.05,0.1587392813911094,0.21536594815135973,0.11604594433169349,0.20020412700403534
arc_0370,19,0.05,0.05,0.5,0.7,0.6480525591965234,0.7344527588666745,0.3199802157476008,0.15107964955404235
arc_0371,19,0.1,0.05,0.25,1.0,0.47579774901970795,0.5516695525256728,0.29848888112366473,0.0
arc_0372,19,0.25,0.15,0.25,0.35,0.06750406478740734,0.06757327459236377,0.060059977606124325,0.2756850492110608
arc_0373,19,0.45,0.05,0.3,1.0,0.3438962461530147,0.7445132904594701,0.42908079983203096,0.003099257752457781
arc_0374,19,0.05,0.05,0.5,0.35,0.5151840990859323,0.5309251722577969,0.3552100429175776,0.3152481817532299
arc_0375,19,0.05,0.2,0.05,0.05,0.2131577720976174,0.2259258869833793,0.20174425792040213,0.5990945470757786
arc_0376,19,0.1,0.1,0.6,0.85,0.4915570902819819,0.5397441969105456,0.2643894885799855,0.4095525165441862
arc_0377,19,0.05,0.2,0.7,0.1,0.5469822318299462,0.38477495095913083,0.24203022134504376,0.6241974456980897
arc_0378,19,0.05,0.05,0.8,0.05,0.6049311844824161,0.7002885385476668,0.26557390526162394,0.4571440907694715
arc_0379,19,0.15,0.2,0.35,1.0,0.44763578145859695,0.4613375761548342,0.3402777777777778,0.0
arc_0380,19,0.6,0.2,0.65,1.0,0.28952470703967964,0.3935331302654489,0.30499546190037263,0.0
arc_0381,19,0.35,0.1,0.15,1.0,0.262513970785778,0.40102698276875015,0.35005345011016087,0.0
arc_0382,19,0.15,0.1,0.3,1.0,0.1801097323643807,0.18884606070935567,0.13593671600526364,0.0
arc_0383,19,0.95,0.15,0.3,1.0,0.012388186341946451,0.03241348504565548,0.026523456851697633,0.0
arc_0384,19,0.45,0.2,0.1,1.0,0.12954506534519325,0.16339019569991678,0.22950653009662458,0.0
arc_0385,19,1.0,0.85,0.2,1.0,0.018382804508768454,0.01862563675253794,0.04053347814120738,0.0
arc_0386,19,0.8,0.25,0.55,0.95,0.2489496990986657,0.3363758563451908,0.29553377255500757,0.1472944212564722
arc_0387,19,0.35,0.55,0.75,0.85,0.3418121817798702,0.28002238184745876,0.25166259245948586,0.1603751359840058
arc_0388,19,0.25,0.4,0.95,0.45,0.38313686343629905,0.3361622345531298,0.22452359268733674,0.19312092354899815
arc_0389,19,0.25,0.35,0.55,0.7,0.29049013502671117,0.3122715262623772,0.28050531560929676,0.20983501836389867
arc_0390,19,0.05,0.1,0.4,0.15,0.4118621471012501,0.4296604773906627,0.32753063626347,0.503981315466042
arc_0391,19,0.25,1.0,0.2,1.0,0.3801288931788404,0.21131398422660824,0.43702267739313827,0.0
arc_0392,19,0.1,0.65,0.55,0.05,0.18617840284855183,0.09395913820877715,0.1174020605290422,0.10930507681883131
arc_0393,19,0.25,0.2,0.65,1.0,0.059126298196941346,0.07266532177700749,0.04253091007821735,0.0
arc_0394,19,0.1,0.05,0.85,1.0,0.13063240652027036,0.18650685677230672,0.05337373501919961,0.0
arc_0395,19,0.15,0.15,1.0,1.0,0.39171657703802804,0.4806962092322605,0.14572226943271144,0.0
arc_0396,19,0.2,0.45,0.6,1.0,0.3685561423026195,0.28439949651703983,0.24673509697199883,0.0
arc_0397,19,0.7,0.45,0.55,0.2,0.2720062718144769,0.3227337384915266,0.31725233842714207,0.4455615867242872
arc_0398,19,0.55,0.75,0.95,1.0,0.05828555220300053,0.04414382063212784,0.03768822028271798,0.0
arc_0399,19,0.1,0.2,0.6,1.0,0.4982066976443729,0.43187764760831726,0.27915847091571167,0.0
arc_0400,19,0.15,0.8,0.75,1.0,0.4246772739260184,0.2755948776588407,0.30263687920778193,0.0
arc_0401,19,0.5,0.55,0.75,1.0,0.3083070696966066,0.3114855274260583,0.3147191759506556,0.0
arc_0402,19,0.55,0.6,0.5,0.4,0.2776298402503776,0.2786031372735095,0.30963093520943585,0.3103864988267406
arc_0403,19,0.85,0.75,0.15,1.0,0.2438072673941987,0.29004361838656983,0.488131649888369,0.0
arc_0404,19,0.05,0.05,0.35,1.0,0.478213433548561,0.5810231429824907,0.39615148362733843,0.0
arc_0405,19,0.7,0.35,0.5,1.0,0.2903806678652184,0.3506142144304385,0.30359697524840396,0.0
arc_0406,19,0.1,0.35,0.05,1.0,0.5057750214606658,0.3931894601330967,0.6869490552042294,0.0
arc_0407,19,0.1,0.05,0.55,1.0,0.4817156188728912,0.578081076360892,0.3125386078509419,0.0
arc_0408,19,0.5,0.1,0.65,0.15,0.29376772632831666,0.42242894191281866,0.24528080832198754,0.3638161764379019
arc_0409,12,0.7692307692307693,0.46153846153846156,1.0,0.8461538461538461,0.26097989459666987,0.3754428301423214,0.22072602244331524,0.19762922008809594
arc_0410,19,0.45,0.35,0.55,0.95,0.2791951193234746,0.31789045360114543,0.28809777749311616,0.12347048030152159
arc_0411,19,0.65,1.0,0.2,0.75,0.25798679269785296,0.18730517994655735,0.35158101258917335,0.18660731496477653
arc_0412,19,0.2,0.05,0.3,0.7,0.3609291174142005,0.4342015743936789,0.3491640221986168,0.418642816439944
arc_0413,19,0.8,0.55,0.65,1.0,0.286790590143727,0.32731506463211246,0.250352997450089,0.3845031318887849
arc_0414,19,0.85,0.35,0.9,0.25,0.2532834694420807,0.3509547351527215,0.2412797814864299,0.5519117115071319
arc_0415,19,0.85,1.0,0.05,0.7,0.2700858226358756,0.2836123989021685,0.4246218813256446,0.28371405173979886
arc_0416,19,0.95,0.2,0.75,1.0,0.007797483423101635,0.018217610952517192,0.011135720948114393,0.0
arc_0417,19,0.15,0.3,0.9,0.25,0.0121671650613924,0.013908554637922614,0.007123062019564838,0.3032355126300149
arc_0418,19,0.65,0.85,0.3,1.0,0.28504220835014066,0.24164211933570456,0.3946287136622671,0.17295277128675862
arc_0419,19,0.2,0.2,0.8,0.65,0.5281580149910085,0.5678977191758952,0.1784086730513631,0.37128272589266575
arc_0420,19,0.15,0.5,0.05,1.0,0.38910394697895984,0.3795752233328586,0.6847883351112685,0.0
arc_0421,19,0.1,0.15,0.25,1.0,0.45456000382872175,0.4343116049967991,0.4506906944524446,0.0
arc_0422,19,0.2,0.4,0.1,1.0,0.4278586871772945,0.34925056092052953,0.37510195595490825,0.0
arc_0423,19,0.05,0.1,0.95,1.0,0.31302601289668397,0.21970631937185092,0.0981392294837088,0.0
arc_0424,19,0.9,0.3,0.4,1.0,0.06193073502284692,0.09736585520317002,0.07491361591328645,0.0
arc_0425,19,0.3,0.5,0.15,1.0,0.3203201860922145,0.28295408214927187,0.5492791656935072,0.08482126910978868
arc_0426,19,0.05,0.05,0.15,0.2,0.5438726520376866,0.5638045982595064,0.3855277314755299,0.2807998628669983
arc_0427,19,0.6,0.1,0.1,0.1,0.2721135649488753,0.38210083155118735,0.4740998527966453,0.4318681350182517
arc_0428,19,0.2,0.35,0.25,1.0,0.3925282432863782,0.37324236693447566,0.4296005733609083,0.0
arc_0429,19,0.35,0.7,1.0,1.0,0.34468063432166035,0.2887760521973793,0.16073409726491028,0.0
arc_0430,19,0.8,0.75,0.1,1.0,0.2722707899463367,0.2722072303521944,0.5854918030933229,0.0
arc_0431,19,0.05,0.1,0.45,0.9,0.5382185308484171,0.4642035365705951,0.3588921782037191,0.19945494762715307
arc_0432,19,0.15,0.1,0.1,0.55,0.3552886732176483,0.4005858594249878,0.46956501316838917,0.2965744382272558
arc_0433,19,0.05,0.05,0.4,0.85,0.5454856119233984,0.5064030469960176,0.3303113731453905,0.19519876829104582
arc_0434,19,0.15,0.2,0.65,0.45,0.40523722613584534,0.3867592506567922,0.29882238791127647,0.22624927476075066
arc_0435,19,0.05,0.05,0.4,0.55,0.4379057741408964,0.4628227059837599,0.37248372215816233,0.2545859779578236
arc_0436,19,0.25,0.15,0.9,0.8,0.33109961822470635,0.4262457856315272,0.2510771677743902,0.18993910797956878
arc_0437,19,0.05,0.05,0.7,0.95,0.6614942464434045,0.6205834213451523,0.307379297819161,0.13664660381868585
arc_0438,19,0.35,0.05,0.3,0.85,0.3314997424448331,0.5542512912764523,0.4205779605444322,0.1250506116507079
arc_0439,19,0.4,0.6,0.6,0.35,0.30581130091924985,0.27520734827186283,0.35949310881045576,0.26277499191200265
arc_0440,19,0.3,0.2,0.5,0.85,0.3680836040830496,0.49099311840170706,0.2974685570370686,0.167452522895286
arc_0441,19,0.5,0.8,0.8,0.6,0.29581971577644106,0.28330755868581026,0.27288164438610785,0.2658682813610288
arc_0442,19,0.2,0.05,0.2,0.8,0.4172231301978544,0.5530645449360186,0.4158662679183498,0.30702573547955
arc_0443,19,0.05,0.05,0.15,0.45,0.5181769450377782,0.6126078163939352,0.46593799237968014,0.19157242608500225
arc_0444,19,0.05,0.05,0.05,0.9,0.6091514413712631,0.6848391992235714,0.44248415003692243,0.15034042494996414
arc_0445,19,0.05,0.05,0.1,0.4,0.502340826238707,0.6265435396474331,0.4030479373751821,0.29552297905636443
arc_0446,19,0.05,0.05,0.1,0.7,0.5415328899040898,0.596622096458782,0.42918183858534953,0.22929993445971833
