candidate_id,null_count,null_p_gravity_bouguer_ring_score,null_p_gravity_freeair_ring_score,null_p_magnetic_ring_score,null_p_tid_artifact_risk,observed_gravity_bouguer_ring_score,observed_gravity_freeair_ring_score,observed_magnetic_ring_score,observed_tid_artifact_risk
arc_0447,19,0.45,0.35,0.4,1.0,0.31195601488262836,0.3617618370684583,0.3114679860380205,0.0
arc_0448,19,0.5,0.45,0.1,0.05,0.30477448628677795,0.32874430138671995,0.570844785286217,0.55
arc_0449,19,0.85,0.7,0.45,1.0,0.25212018284505705,0.3135930710673683,0.317951753926026,0.0
arc_0450,19,0.05,0.05,0.15,1.0,0.6771334733640204,0.6392578519333462,0.5481146622726321,0.0
arc_0451,19,0.9,1.0,0.65,1.0,0.1911214779633435,0.12169736097542559,0.19902721242662846,0.0
arc_0452,19,0.3,0.65,0.35,1.0,0.07123744787715408,0.05292838556022606,0.05525614589134242,0.0
arc_0453,19,0.15,0.85,0.8,1.0,0.17966677043992477,0.09936632803020269,0.11977819447719165,0.0
arc_0454,19,1.0,0.75,0.95,1.0,0.16218905507710266,0.24237124028228416,0.16344773597074508,0.0
arc_0455,19,0.3,0.75,0.25,1.0,0.21075002957430133,0.13959542681089487,0.25230774064354405,0.0
arc_0456,19,0.05,0.05,0.5,1.0,0.4983207840436555,0.53002143668357,0.324830329373823,0.0
arc_0457,19,0.75,0.2,0.75,1.0,0.2540650191771707,0.47967072691619406,0.28947282991769174,0.0
arc_0458,19,0.5,0.15,0.55,1.0,0.29152918944138906,0.45767124347755045,0.2886668127668281,0.0
arc_0459,19,0.65,0.8,0.55,1.0,0.288909360654391,0.2863280315301626,0.3013156584355329,0.0
arc_0460,19,0.7,0.2,0.3,1.0,0.273737496191603,0.4136311894084152,0.3923598072607274,0.0
arc_0461,19,0.45,0.3,0.35,1.0,0.32877885141617785,0.34716421649734325,0.3251578915133095,0.0
arc_0462,19,0.7,0.9,0.35,1.0,0.28280176032923954,0.2550366201389194,0.33359424738797594,0.0
arc_0463,19,0.15,0.95,0.2,1.0,0.37000300898961214,0.2173594776191032,0.45050022664057987,0.0
arc_0464,19,0.4,0.05,0.4,1.0,0.34744587764635115,0.7130522873049224,0.3098624731556676,0.0
arc_0465,19,0.8,0.05,0.85,1.0,0.2770683394284751,0.6127379468228809,0.2546344485686311,0.0
arc_0466,19,0.25,0.15,0.1,1.0,0.364551752403925,0.40696503241989257,0.5484885797075001,0.0
arc_0467,19,0.95,0.85,0.3,1.0,0.20078065483764737,0.21033294895114035,0.3774258678104937,0.0
arc_0468,19,0.25,0.65,0.8,1.0,0.2263055541709812,0.13533752309808578,0.13674642618458369,0.0
arc_0469,19,0.2,0.75,0.95,0.15,0.3141918832436499,0.2657010114254038,0.1942024066563522,0.33428999405628357
arc_0470,19,0.95,0.2,0.05,1.0,0.23944376015549462,0.5231580439423902,0.6893487108125516,0.00912220754977107
arc_0471,19,0.3,0.15,0.45,0.75,0.32752269099975473,0.39350549411421076,0.36650890096632077,0.21976471104605336
arc_0472,19,0.15,0.25,0.05,0.75,0.43256133792299634,0.38605444386674215,0.7351252019961034,0.25661700119960046
arc_0473,19,0.15,0.05,0.2,0.1,0.5132203776535843,0.5838957419693431,0.5336373947085388,0.55
arc_0474,19,0.65,0.5,0.7,0.75,0.2545856653043934,0.295233687095402,0.30522302027618375,0.15688389493653127
arc_0475,19,0.05,0.05,0.3,0.7,0.4612716041929759,0.521080695335697,0.49381596464229366,0.16087449298426068
arc_0476,19,0.7,0.15,0.7,0.75,0.32794507574954723,0.45418100027284514,0.288247693921232,0.21185960757334796
arc_0477,19,0.4,0.6,0.95,0.3,0.26848049732227874,0.26677839249464264,0.24694163465437496,0.2850604975386182
arc_0478,19,0.05,0.35,0.75,0.6,0.6180039065480265,0.3561840684805768,0.24866744804562613,0.22641567293673295
arc_0479,19,0.2,0.1,0.1,0.5,0.3918399923003065,0.5452599905736311,0.48882998906854686,0.24485716693924106
arc_0480,19,0.15,0.05,0.25,0.05,0.3796642655963457,0.656714470660192,0.3726859868975785,0.46653454986790843
arc_0481,19,0.85,0.95,0.5,0.55,0.2485766386539729,0.23257148046641501,0.3117508748241941,0.3050389830461602
arc_0482,19,0.85,0.85,0.5,0.15,0.22516702782236322,0.23942184243354747,0.4246097431312703,0.3369686714329001
arc_0483,19,0.05,0.15,0.8,0.5,0.4618214975450741,0.42564623945939073,0.2767193660317919,0.22406070556404947
arc_0484,19,0.1,0.1,0.7,0.55,0.4047346083909639,0.4153754558406755,0.27793129152486173,0.24440763159613804
arc_0485,19,0.35,0.35,0.25,1.0,0.34313264427695356,0.3979865340360899,0.47637430405396186,0.0
arc_0486,19,0.1,0.1,0.7,1.0,0.41530586706412403,0.3946926366098988,0.29768116433097097,0.0
arc_0487,19,0.9,0.7,0.2,0.8,0.21852264802945015,0.23669576385811364,0.41482008785694974,0.34797073471625695
arc_0488,19,0.05,0.05,0.8,0.5,0.44403717399960607,0.47952448646548346,0.25631105566673884,0.08665141596834751
arc_0489,19,0.7,0.3,0.3,0.5,0.24742180792902174,0.3291087131028387,0.2823692160245216,0.12193029348950882
arc_0490,19,0.1,0.1,0.05,0.05,0.4518084740254299,0.49050975756234527,0.47055410943854836,0.2577745946020746
arc_0491,19,0.1,0.05,0.2,0.55,0.4308771767351612,0.5108723454135027,0.3814200193647349,0.29986690838066044
arc_0492,19,0.15,0.2,0.9,0.2,0.3841220863913294,0.36185761358920104,0.2502679661216733,0.3621065838801607
arc_0493,19,0.3,0.05,0.05,0.3,0.33466292473437526,0.45117416414061645,0.4578217859853494,0.1564850717317415
arc_0494,19,0.9,0.4,0.7,1.0,0.2238887061813895,0.3236114867912653,0.28703633115400606,0.0
arc_0495,19,0.45,0.15,0.45,1.0,0.32487098947608317,0.5490898975386911,0.3273616152798606,0.0
arc_0496,19,0.05,0.5,0.95,1.0,0.27931175217489773,0.2146865145144661,0.08286220845844537,0.0
arc_0497,19,0.5,0.45,0.35,1.0,0.2552148306537934,0.2251667374587371,0.2720685841284541,0.0
arc_0498,19,0.3,0.1,0.7,1.0,0.34935222395492127,0.5781364118069066,0.28797564023106026,0.0
arc_0499,19,0.4,0.9,0.7,1.0,0.3379532848686719,0.22762464116233944,0.2835552373936107,0.0
arc_0500,19,0.95,1.0,0.3,0.05,0.12763157326596827,0.12043892363483584,0.2926481946336251,0.0775243801637912
arc_0501,19,0.85,0.85,0.8,1.0,0.13876662387512523,0.11824726374487232,0.14039267581512477,0.0
arc_0502,19,0.45,0.65,0.55,1.0,0.1626936753722145,0.166032725766884,0.1341418020098476,0.0
arc_0503,19,0.3,0.15,0.2,1.0,0.03787357455860278,0.040790121807827845,0.04889030397911763,0.0
arc_0504,19,0.3,0.1,0.2,1.0,0.008626497480609766,0.013890835140891174,0.010482081315166165,0.0
arc_0505,19,0.25,0.5,0.7,0.7,0.33140543528426974,0.3175098214768867,0.29826762746893765,0.20190930551250924
arc_0506,19,0.05,0.05,0.1,0.45,0.5855306481540026,0.5095876093553745,0.43079813694039165,0.22043191669603826
arc_0507,19,0.85,0.6,0.8,0.85,0.2314952528723932,0.26599903596209223,0.2890482888473739,0.1646550485390334
arc_0508,19,0.3,0.45,0.75,0.7,0.32086901937840656,0.2987690974582398,0.2804123060834361,0.1718169293735983
arc_0509,19,0.45,0.3,0.2,0.8,0.28489333085418844,0.2965506500626062,0.48070731532030697,0.20833551353357965
arc_0510,19,0.75,0.75,0.5,0.15,0.28559098469651373,0.2900668008379756,0.29419801584468347,0.4598463663737955
arc_0511,19,0.55,0.5,0.3,0.1,0.31468481273901705,0.35282245824805275,0.3515289822075112,0.4964940103108719
arc_0512,19,0.85,0.1,0.75,0.25,0.24867505880977314,0.38999138357224983,0.31158984524039607,0.27933266493756176
arc_0513,19,0.15,0.05,0.65,0.05,0.3587076730827287,0.5550638783536614,0.2844100315035068,0.5297132855554181
arc_0514,19,0.1,0.3,0.2,1.0,0.3476936470269143,0.2781012222587752,0.4013001332719326,0.1767791905531464
arc_0515,19,0.85,0.5,0.75,0.55,0.25440085523347383,0.34706067700155585,0.2397351063619496,0.22951454091555815
arc_0516,19,0.05,0.05,0.55,0.7,0.4969961761329087,0.45483704277636683,0.32039026405480486,0.2151247048923588
arc_0517,19,0.2,0.15,0.6,1.0,0.36309903401009475,0.42256065462426623,0.32279939826386816,0.05688223641332593
arc_0518,19,0.35,0.6,0.8,1.0,0.3362479327291321,0.3284350547581066,0.2670800315756321,0.0
arc_0519,19,0.45,0.5,0.9,1.0,0.3094589203252786,0.3162901535398446,0.23783702763337683,0.0
arc_0520,19,0.55,0.75,0.5,1.0,0.2781453841428238,0.26508593487413024,0.31265193357800336,0.0
arc_0521,19,0.15,0.7,0.9,0.25,0.372841356401809,0.2748194145658666,0.2517867483900929,0.009013048807350361
arc_0522,19,0.05,0.15,0.7,1.0,0.4152482512997239,0.41412835632464784,0.27508985297979893,0.0
arc_0523,19,0.3,0.05,0.4,1.0,0.3854455634403591,0.44176018976908427,0.3522042167630645,0.0
arc_0524,19,0.75,0.35,0.25,1.0,0.2910978522601199,0.3623357687067221,0.42151192000743454,0.0
arc_0525,19,0.65,0.7,0.7,1.0,0.3472485891484199,0.25150392558692036,0.27821266008472734,0.0
arc_0526,19,0.75,0.8,0.1,0.15,0.2617391668514335,0.2703241826918748,0.442144271809758,0.09041966083020023
arc_0527,19,0.2,0.05,0.6,0.6,0.48107717016793916,0.6380019977717497,0.388555200251349,0.34133421603166825
arc_0528,19,0.4,0.85,0.75,1.0,0.17456546109529938,0.07562518504374889,0.08621844591978058,0.0
arc_0529,19,0.05,0.05,0.3,0.1,0.49060569252165165,0.6425624174036347,0.4199890294255323,0.1284631260664459
arc_0530,19,0.1,0.45,0.05,1.0,0.48763705016408804,0.3041076239059989,0.557233246599972,0.0
arc_0531,19,0.05,0.5,0.95,1.0,0.21844926723576863,0.16275250094872143,0.1124009954645496,0.0
arc_0532,19,0.35,0.2,0.6,1.0,0.34429576198192485,0.46498538781684934,0.3405054666833771,0.0
arc_0533,19,0.15,0.65,0.7,0.1,0.3602503001497402,0.17706951886081568,0.1716475613313556,0.005331373239364123
arc_0534,19,0.8,0.65,0.5,1.0,0.10251206796868062,0.10265038946118035,0.12286874970122885,0.0
arc_0535,19,0.35,0.2,0.6,1.0,0.214482065293567,0.26654862912414523,0.1608179777958017,0.0
arc_0536,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0537,19,0.05,0.2,0.35,1.0,0.3625458235614334,0.3455092204430924,0.28689386336457434,0.0
arc_0538,19,0.1,0.9,0.75,0.1,0.40760006876284677,0.2380523244571197,0.32267473671209224,0.00516911327233346
arc_0539,19,0.5,0.45,0.9,1.0,0.10160069932852918,0.0993509414803515,0.06259532729906137,0.0
arc_0540,19,0.4,0.15,0.7,0.15,0.27513257483474757,0.4025017144764454,0.27055608869002684,0.0441309894045263
arc_0541,19,0.15,0.65,0.25,0.05,0.4184947354615999,0.22224834583281464,0.40068843197584714,0.31656628627782474
arc_0542,19,0.75,0.95,0.9,1.0,0.13044002676221264,0.08010617020775732,0.10038309528906057,0.0
arc_0543,19,0.35,0.1,0.2,1.0,0.13622602859512142,0.1950737807056713,0.17364300432523316,0.0
arc_0544,19,0.4,0.5,0.85,1.0,0.02484539543122122,0.02266474120611522,0.013967975905775325,0.0
arc_0545,19,0.55,0.1,0.65,0.15,0.3168909197217353,0.6133492150744582,0.31609047150398606,0.1656984953242004
arc_0546,19,0.45,1.0,0.05,1.0,0.21862293818010253,0.11844696261507684,0.4987250750175201,0.0
arc_0547,19,0.1,0.15,0.35,1.0,0.49900217800390545,0.5191575340458368,0.3835993767087763,0.0
arc_0548,19,0.15,0.35,0.1,0.1,0.40429925832218083,0.33867592516032613,0.47104587465596104,0.215142612889687
arc_0549,19,0.2,0.5,0.25,1.0,0.30882549522221503,0.2460223890780995,0.3167261790366917,0.0
arc_0550,19,0.1,0.5,0.95,1.0,0.28183155966675555,0.17930928945070396,0.13456140589855706,0.0
arc_0551,19,0.3,0.9,0.9,0.15,0.3558309174716274,0.24970628945337675,0.1824770175813143,0.17444012334315173
arc_0552,19,0.35,0.4,0.55,0.95,0.34699040326123676,0.34538148000979,0.3026704469685155,0.11853660782446197
arc_0553,19,0.2,0.05,0.95,1.0,0.2861191740695533,0.415238108466853,0.11616241343401722,0.0
arc_0554,19,0.3,0.35,1.0,1.0,0.24960624023459496,0.30488214914114364,0.1530437318075607,0.0
arc_0555,19,0.1,0.55,0.55,0.1,0.31691214538322443,0.24521428773500048,0.23685719485892065,0.005853799569742716
arc_0556,19,0.3,0.25,0.45,1.0,0.3816818745360366,0.45981745030362997,0.3593488104626027,0.0
arc_0557,19,0.2,0.75,0.25,1.0,0.1614931470873191,0.09478719024048003,0.17736287744785792,0.0
arc_0558,19,0.75,0.55,0.9,1.0,0.03752159556624841,0.048802550358034394,0.027051002075818942,0.0
arc_0559,19,0.85,0.25,0.5,1.0,0.048641509590124164,0.08114428654694628,0.04762658908958515,0.0
arc_0560,19,0.25,0.5,0.9,1.0,0.11703935285720504,0.0803023479809619,0.059176235167649825,0.0
arc_0561,19,0.55,0.5,0.8,1.0,0.09304129609326607,0.07986445760398557,0.07454930723521648,0.0
arc_0562,19,0.2,0.75,1.0,1.0,0.06212848067359654,0.04029486240513767,0.014753133148896456,0.0
arc_0563,19,nan,nan,nan,1.0,nan,nan,nan,0.0
arc_0564,19,0.6,0.4,0.1,1.0,0.02928925363548022,0.04365947176429912,0.06086728115466594,0.0
arc_0565,19,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
arc_0566,19,0.05,0.7,0.25,1.0,0.05734858182096114,0.022470392241324622,0.03462994571760416,0.0
arc_0567,19,0.3,0.05,0.3,1.0,0.15964798660426321,0.3798096393801735,0.2641955113579946,0.0
arc_0568,19,0.45,0.25,0.5,1.0,0.08225576495939152,0.11037125622074037,0.07105554596356131,0.0
arc_0569,19,0.55,0.1,0.6,1.0,0.10804111650191911,0.22968869923300123,0.09751368215157882,0.0
arc_0570,19,0.65,0.25,1.0,1.0,0.05132651010818391,0.07935634326801859,0.030792459121582776,0.0
arc_0571,19,0.4,0.05,0.35,1.0,0.1748310210509825,0.3845288148711556,0.16407632757514587,0.0
arc_0572,19,0.45,0.4,0.55,1.0,0.14131927837894645,0.1310428120065737,0.11496086438656182,0.0
arc_0573,19,0.1,0.9,0.4,1.0,0.10526190766496513,0.03343507990339754,0.07392659251528125,0.0
arc_0574,19,0.85,0.45,0.35,1.0,0.1254935147190029,0.18297004851163037,0.14578692687837594,0.0
arc_0575,19,0.5,0.55,0.1,1.0,0.3514319772257895,0.3528782090531761,0.5559141709265479,0.0
arc_0576,19,0.5,0.8,1.0,1.0,0.059641567429869084,0.06010974741329961,0.03291054745324663,0.0
arc_0577,19,0.95,0.5,0.55,1.0,0.010049669315764011,0.020585731965559524,0.0218683121465714,0.0
arc_0578,19,0.15,0.3,0.3,1.0,0.13610413106004257,0.11256866419300356,0.1034286985157059,0.0
arc_0579,19,0.45,0.3,0.15,1.0,0.08804154032698146,0.10433020721299843,0.15114975520878077,0.0
arc_0580,19,0.55,0.15,0.7,1.0,0.06730676288850461,0.10638278192738043,0.05275542160302474,0.0
arc_0581,19,0.25,0.75,0.25,1.0,0.01142986422088231,0.007288844080362695,0.013488820137911068,0.0
arc_0582,19,0.25,0.25,0.2,1.0,0.3696709013368533,0.5252022831362196,0.5043117409589488,0.0
arc_0583,19,0.05,0.25,0.85,1.0,0.3554491999035776,0.316891424905816,0.19250350786521242,0.0
arc_0584,19,0.8,0.55,0.35,1.0,0.015570269926809627,0.018264006026294275,0.027721217408348965,0.0
arc_0585,19,0.55,0.05,0.25,1.0,0.30732712703856335,0.6430007613739284,0.4375254072898197,0.0
arc_0586,19,0.45,0.25,0.55,0.05,0.2922561965935543,0.40086993790267844,0.34762662884208184,0.33847958444090437
arc_0587,19,0.7,0.8,0.75,0.4,0.29601366219151604,0.26888822413761515,0.2688947833413225,0.3066843332506327
arc_0588,19,0.3,0.05,0.3,0.15,0.30735169425382836,0.6268772082676778,0.4386297682076399,0.12137716687356084
arc_0589,19,0.2,0.4,0.3,1.0,0.4203821023189312,0.3854208920713523,0.2799398228554971,0.0
arc_0590,19,0.4,1.0,0.7,1.0,0.12007559652047103,0.04264699288738191,0.07892963896064416,0.0
arc_0591,19,0.25,0.65,0.75,1.0,0.22637310546716913,0.12761498117556533,0.11803992628400624,0.0
arc_0592,19,0.2,0.35,0.9,1.0,0.3855840479872419,0.2779597260539632,0.20593996570567444,0.0
arc_0593,19,0.1,0.2,0.45,0.15,0.480135360351099,0.43711377526806205,0.3641401952109305,0.09100310793223831
arc_0594,19,0.2,0.45,0.1,1.0,0.4375244792432753,0.3616812250466451,0.4401585950132569,0.0
arc_0595,19,0.35,0.05,0.15,0.15,0.3433261272668216,0.5515436292426175,0.42320285775273864,0.24770502614952297
arc_0596,19,0.15,0.05,0.05,1.0,0.536492862635382,0.5510766204720041,0.5628663263653639,0.0
arc_0597,19,0.65,0.55,0.65,1.0,0.2830557083792335,0.31191897646567873,0.3204963472829337,0.0
arc_0598,19,0.25,0.5,0.9,1.0,0.38322534726138,0.3456283026548608,0.25079303252838897,0.0
arc_0599,19,0.05,0.8,0.75,1.0,0.597444553559736,0.19818101790123724,0.23966453406470517,0.0
arc_0600,19,0.1,0.2,0.3,1.0,0.5506450846643831,0.4272819586671578,0.33134673149766314,0.0
arc_0601,19,0.6,0.45,0.15,1.0,0.28096853960743806,0.29957034619817313,0.44213488052797345,0.0
arc_0602,19,0.35,0.85,0.65,1.0,0.15830920391871334,0.12242744682179595,0.11955666541934089,0.0
arc_0603,19,0.4,0.45,0.5,1.0,0.33989055640211935,0.3239704310609076,0.30922507251013726,0.0
arc_0604,19,0.35,0.05,0.2,1.0,0.36397339510812715,0.49986930194046725,0.46614057406289994,0.0
arc_0605,19,0.25,0.45,0.95,1.0,0.3952655247162213,0.3116280554001098,0.18007192942540254,0.0
arc_0606,19,0.15,0.4,0.45,1.0,0.4200772695442567,0.34223759054165204,0.3247718099590652,0.0
arc_0607,19,0.9,0.55,0.4,0.75,0.2501861072018077,0.316136561313146,0.35886450253171626,0.20702669279947733
arc_0608,19,0.25,0.6,0.9,1.0,0.3638170633973382,0.3550796039810212,0.24090129412932987,0.0
arc_0609,19,0.7,0.3,0.05,0.05,0.2795848869070221,0.3428072465539258,0.5807953359942757,0.55
arc_0610,19,0.9,0.95,0.15,1.0,0.2504230538334449,0.22962200619644876,0.41959635697458414,0.0
arc_0611,19,0.5,0.95,0.1,0.1,0.2869666180889066,0.25461470396556546,0.43033209484675283,0.4153765800501788
arc_0612,19,0.1,0.3,0.8,1.0,0.48806629068621454,0.35974763970171875,0.287985382479836,0.0
arc_0613,19,0.75,0.6,0.1,1.0,0.26019331961019904,0.32714081276281026,0.39707811101949736,0.0
arc_0614,19,0.85,0.25,0.6,0.15,0.28475282882993275,0.34594488280343083,0.2508325689021043,0.4215147549361956
arc_0615,19,0.6,0.35,0.3,1.0,0.28208403333094784,0.34233680046463694,0.4544264421704726,0.0
arc_0616,19,0.15,0.3,0.75,1.0,0.38929684373668605,0.39852436845435557,0.2781894823817178,0.0
arc_0617,19,0.7,0.45,0.35,1.0,0.2930035271310797,0.37111401971737873,0.37714960765249,0.0
arc_0618,19,0.55,0.2,0.45,1.0,0.28835004644473716,0.41205330932732076,0.37180969338909564,0.0
arc_0619,19,0.2,0.8,0.45,1.0,0.40783386994215143,0.2612818483079668,0.3235163982067901,0.0
arc_0620,19,0.15,0.15,0.5,0.05,0.36869295190245666,0.46909353016671773,0.29785949949453594,0.1707170499564288
arc_0621,19,0.5,0.05,0.15,0.3,0.30079059733597147,0.4372008784915827,0.38039495010908647,0.3991558381521959
arc_0622,19,1.0,1.0,0.25,0.85,0.17772778334689432,0.2147883933573729,0.3658384630220732,0.2640364061456246
arc_0623,19,0.35,0.45,0.25,0.5,0.3423098577928839,0.28547479040961765,0.35972685576436614,0.3021379475205715
arc_0624,19,0.15,0.4,0.05,0.05,0.41862175876725277,0.38651535804589954,0.5834570110092799,0.4884009810800731
arc_0625,19,0.3,0.25,0.1,0.45,0.35992600074958414,0.37314975159774866,0.5670882309129182,0.38333597525538643
arc_0626,19,0.1,0.2,0.25,0.5,0.43155497484844507,0.4341992741345061,0.3639233253430102,0.4460030578569051
arc_0627,19,0.1,0.25,0.05,0.55,0.4788523076996113,0.41428033836635975,0.5961029298775674,0.29293284791564767
arc_0628,19,0.65,0.7,0.05,1.0,0.2684435386436378,0.2496670999847111,0.5929525451043829,0.0
arc_0629,19,0.35,0.45,0.9,1.0,0.2427353086037731,0.26048863076637263,0.1748767526181916,0.0
arc_0630,19,0.35,0.7,0.8,1.0,0.1778228650666211,0.12554403392063712,0.13325230041835318,0.0
arc_0631,19,0.95,0.35,0.1,1.0,0.2091868272623918,0.3316146750985084,0.3553724266351879,0.0
arc_0632,19,0.25,0.8,0.85,1.0,0.3326316616590666,0.28787690093650825,0.19246707044013098,0.0
arc_0633,19,0.25,0.75,0.25,1.0,0.33183921528626986,0.27378775792494414,0.3657237198533285,0.0
arc_0634,19,0.05,0.15,0.2,1.0,0.49454412676261755,0.4078154669374984,0.4166725629407219,0.0
arc_0635,19,0.95,0.9,0.95,0.25,0.21417201828502178,0.2407999847200179,0.25054919839034984,0.4013551422958052
arc_0636,19,0.6,0.3,0.2,0.15,0.2724744510427349,0.31622104607425805,0.49004894371385893,0.5038946491973282
arc_0637,19,0.95,0.15,0.6,1.0,0.22573386928724812,0.5826675169689798,0.2974384963150734,0.0
arc_0638,19,0.45,0.55,0.2,1.0,0.3089288669064536,0.30859175061560906,0.37602995963588776,0.0
arc_0639,19,0.2,0.1,0.4,0.95,0.4301206701368085,0.4523515911651499,0.32031195130517764,0.17018525390812653
arc_0640,19,0.1,0.05,0.1,1.0,0.3777022326608472,0.4332697825041336,0.4414452960410525,0.0
arc_0641,19,0.85,0.9,0.45,1.0,0.2809162331381234,0.25742896135686144,0.3215117174757197,0.0
arc_0642,19,0.8,0.8,0.15,1.0,0.24822536645744955,0.28197376852713085,0.47400947870494325,0.0
arc_0643,19,0.95,0.8,0.25,1.0,0.22575716537357024,0.27358621768388514,0.4238649608543316,0.0
arc_0644,19,0.95,0.65,0.7,1.0,0.22223921408312916,0.27950605870132694,0.30927850574209104,0.0
arc_0645,19,0.45,0.4,0.4,0.4,0.2628857789642021,0.34625008469985785,0.3149273449059168,0.2464149087148374
arc_0646,19,0.1,0.05,0.35,0.75,0.5596694338227473,0.5336711063439318,0.36655973588747903,0.37143446607101793
arc_0647,19,0.65,0.1,0.1,0.8,0.2884214965736311,0.48430851480176873,0.4381373194148945,0.350470317788621
arc_0648,19,0.05,0.35,0.15,0.6,0.456761775393187,0.38247390227030714,0.4046800787724491,0.47367695700110257
arc_0649,19,0.15,0.2,0.55,0.9,0.4454205198905447,0.41281725716880135,0.3296903070790456,0.4841537867909146
arc_0650,19,0.05,0.05,0.1,1.0,0.6022001401182618,0.7059440125979609,0.5698664958798942,0.3678238435298786
arc_0651,19,0.25,0.05,0.85,0.9,0.37643413550404115,0.5898008393636687,0.26034106607231144,0.4598379934215948
arc_0652,19,0.3,0.4,0.75,0.85,0.331620866563311,0.33188936803870794,0.28973913972434606,0.16208849585955623
arc_0653,19,0.95,0.6,0.2,1.0,0.2034836647176413,0.25592465700118133,0.45258393220371823,0.17152864454569347
arc_0654,19,0.3,0.2,0.8,0.3,0.3274174670316031,0.3663757676695744,0.29363733442699247,0.2585433775450123
arc_0655,19,0.65,0.85,0.8,0.65,0.27693858421307604,0.2910960258499975,0.24956551384570136,0.19172812942302891
arc_0656,19,0.65,0.55,0.15,0.3,0.2861262311539198,0.2865097675313489,0.5017702615735152,0.3926113445846212
arc_0657,19,0.7,0.7,0.05,0.95,0.23820995531584166,0.2823769976268291,0.6837665479780837,0.1634524123647868
arc_0658,19,0.2,0.85,1.0,0.8,0.34621455579453747,0.2703029197246883,0.17117572545890777,0.34648414336299516
arc_0659,19,0.45,0.15,0.75,0.75,0.3082025103778658,0.38146406600575483,0.2765035246629473,0.3742715405158433
arc_0660,19,0.5,0.15,0.5,0.35,0.29942269154856765,0.39329937242696844,0.3176598417768536,0.21158458563711954
arc_0661,19,0.15,0.15,0.1,0.25,0.3829990426324122,0.42718201889982965,0.619830693541307,0.20753696777384648
arc_0662,19,0.05,0.3,0.4,0.2,0.5619869898369242,0.3279369745804498,0.4345950196241527,0.22195191144563517
arc_0663,19,0.2,0.5,0.9,1.0,0.40230513963010706,0.34634378777608604,0.2460888692402587,0.21118986917712504
arc_0664,19,0.9,0.35,0.65,0.65,0.26030873769456647,0.4439597545745461,0.2905469667661923,0.21529608048941198
arc_0665,19,0.15,0.05,0.35,1.0,0.500736094624886,0.7859030136557998,0.33570543937589137,0.07026341505247358
arc_0666,19,0.05,0.05,0.8,1.0,0.5686172158501054,0.5166754621418892,0.2732605702139592,0.1426840279928421
arc_0667,19,0.85,0.45,0.05,0.6,0.25228644356309293,0.3102979003935111,0.5319831157543133,0.4682034441422658
arc_0668,19,0.4,0.4,0.65,0.15,0.32255526438095034,0.3402845494522168,0.31079027714441054,0.6401127527769417
arc_0669,19,0.05,0.15,0.75,0.25,0.4964578505653071,0.4792131809398219,0.24785506502616383,0.49667549435028246
arc_0670,19,0.15,0.2,0.75,0.65,0.40629796121674355,0.4294015783963487,0.2718500856120488,0.2778841422489375
arc_0671,19,0.9,1.0,0.75,1.0,0.248440664504097,0.23390888009951427,0.29161279319041383,0.0
arc_0672,19,0.3,0.45,0.35,1.0,0.3699085745444214,0.32043332861503654,0.35699629564406393,0.0
arc_0673,19,0.8,0.5,0.65,1.0,0.2433187558129005,0.301726742800289,0.3091898763887357,0.0
arc_0674,19,0.05,0.05,0.65,1.0,0.5154633933698969,0.6207843039425924,0.30323972586301534,0.0
arc_0675,19,0.05,0.15,0.6,1.0,0.5026618002886198,0.3931086715413244,0.4112516703861766,0.0
arc_0676,19,0.7,0.75,0.9,1.0,0.20486483077498938,0.170356891497465,0.1262535967205131,0.0
arc_0677,19,0.8,0.4,0.7,1.0,0.2603208606357596,0.3906248228308719,0.32925298380763734,0.0
arc_0678,19,0.15,0.2,0.2,0.1,0.3506720079154348,0.36850187872507356,0.31731820047093373,0.4745614793823032
arc_0679,19,0.4,0.15,0.25,1.0,0.3136986769503235,0.47856053574476654,0.4640961901253369,0.0
arc_0680,19,0.05,0.1,0.35,0.2,0.47689445156151933,0.5465270582053763,0.31505892744286645,0.45886081499808107
arc_0681,19,0.7,0.5,1.0,1.0,0.25753188980628045,0.27669401905305874,0.18089345067798573,0.0
arc_0682,19,0.05,0.25,0.3,1.0,0.47244377790945463,0.3930834437111775,0.3325567373327042,0.0
arc_0683,19,0.35,0.4,0.75,1.0,0.33018261062715476,0.3587271524916389,0.2571235624427235,0.0
arc_0684,19,0.4,0.5,0.5,0.4,0.35797091946294224,0.28407736670989475,0.31457298691525626,0.24320259776443626
arc_0685,19,0.2,0.05,0.45,0.2,0.3068381352800098,0.395953980554666,0.332893965320498,0.2685442223652955
arc_0686,19,0.9,0.35,0.95,0.15,0.26875912357331067,0.3545974427040799,0.22344394086178326,0.38499501064745384
arc_0687,19,0.05,0.05,0.35,1.0,0.5036406879038346,0.5852682588379816,0.35891179892802993,0.0
arc_0688,19,0.75,0.65,0.8,0.15,0.2637048124534811,0.27260808242980417,0.2929676436209648,0.36454969507058
arc_0689,19,0.65,0.5,0.7,0.55,0.2641443914868365,0.3279207475074581,0.2775963471840811,0.27309975269129416
arc_0690,19,0.05,0.15,1.0,1.0,0.44226782494006256,0.49951937509745764,0.1679102016006111,0.0
