structure_review_rank,structure_id,representative_candidate_id,representative_name,lon,lat,radius_km,diameter_km,member_count,member_candidate_ids,radius_min_km,radius_max_km,followup_score,review_tier,domain,geology_independence,geology_boundary_coincidence,geology_nearby_types,tid_artifact_risk,active_fault_coverage,nearest_active_fault_km,nearest_active_fault_name,nearest_active_fault_slip_type,fault_length_within_radius_km,fault_intersects_candidate,fault_search_degrees,active_fault_proximity_ratio,fault_control_flag
643,structure_0643,arc_0355,#375,-7.111377972642941,52.218610930592654,7.346728103465963,14.693456206931925,1,arc_0355,7.346728103465963,7.346728103465963,0.5851804168150216,D_background,land,1.0,0.0,,0.1941239316239316,1,1013.5926092065328,,Sinistral,0.0,0,10,137.9651723776671,no_mapped_active_fault_within_radius
644,structure_0644,arc_0446,#441,153.64540601115698,16.268577232100505,196.48503244826503,392.97006489653006,1,arc_0446,196.48503244826503,196.48503244826503,0.5851770811277658,D_background,ocean,1.0,0.0,,0.2292999344597183,1,625.3995178026584,,Subduction_Thrust,0.0,0,10,3.1829371937902065,no_mapped_active_fault_within_radius
645,structure_0645,arc_0064,#059,-76.22093753371483,-20.95426187668901,164.3900517028681,328.7801034057362,1,arc_0064,164.3900517028681,164.3900517028681,0.5841630751687189,D_background,ocean,1.0,0.0,,0.2060889422004252,1,488.2450908614207,,Subduction_Thrust,0.0,0,2,2.9700403753380065,no_mapped_active_fault_within_radius
646,structure_0646,arc_0198,#199,29.77894729035566,-30.86798143518216,33.17850701257051,66.35701402514103,1,arc_0198,33.17850701257051,33.17850701257051,0.5840022981562348,D_background,land,1.0,0.0,orogenic belt;passive margin,0.0,1,122.23091003232679,,Sinistral_Transform,0.0,0,2,3.684038886560403,no_mapped_active_fault_within_radius
647,structure_0647,arc_0175,#177,30.57271646378686,-29.653406891380165,9.491854213232031,18.983708426464062,1,arc_0175,9.491854213232031,9.491854213232031,0.5837331390873095,D_background,land,1.0,0.0,,0.0,1,242.20607942477577,,Sinistral_Transform,0.0,0,5,25.517256584823084,no_mapped_active_fault_within_radius
648,structure_0648,arc_0862,#860,99.94893956998436,11.213255781860443,910.8510191567435,1821.702038313487,2,arc_0862;arc_0863,792.8681972812162,1028.8338410322708,0.5831044960252605,D_background,mixed,0.6554047481662608,0.3445952518337392,accretionary complex;continental back-arc basin;oceanic back-arc basin;oceanic crust;ophiolite complex;orogenic belt;passive margin;volcanic arc,0.2119989168142836,1,48.98214823866357,,Sinistral,1065.5741598561592,1,2,0.053776245739957276,intersects_active_fault
649,structure_0649,arc_0092,#093,91.07046553152747,-34.81009343207047,429.5359671491869,859.0719342983738,1,arc_0092,429.5359671491869,429.5359671491869,0.582952773156797,D_background,ocean,0.8991573792261568,0.1008426207738431,oceanic crust,0.2793926553672317,1,795.8970076460885,,Dextral_Transform,0.0,0,10,1.8529228481806197,no_mapped_active_fault_within_radius
650,structure_0650,arc_1170,#1168,-19.46749667905769,-56.68306975452654,178.0648981609652,356.1297963219304,1,arc_1170,178.0648981609652,178.0648981609652,0.5824462998119915,D_background,ocean,1.0,0.0,oceanic crust,0.2118648399825251,1,286.31816770528656,,Spreading_Ridge,0.0,0,5,1.607942781886544,no_mapped_active_fault_within_radius
651,structure_0651,arc_1109,#1105,-23.92707646605595,18.482466679968383,211.2889383232425,422.577876646485,1,arc_1109,211.2889383232425,211.2889383232425,0.5823990929113183,D_background,ocean,1.0,0.0,,0.3228553474320242,1,1681.8822562822484,,Spreading_Ridge,0.0,0,20,7.960105576891129,no_mapped_active_fault_within_radius
652,structure_0652,arc_0240,#240,-116.37455847564983,38.80515086303976,16.502040289821814,33.00408057964363,1,arc_0240,16.502040289821814,16.502040289821814,0.5819654895350256,D_background,land,1.0,0.0,,0.0,1,1.967649586015866,Little Fish Lake Valley fault,Normal,67.89207094878586,1,2,0.11923674596949566,intersects_active_fault
653,structure_0653,arc_0021,#029,17.412156455270036,-22.69899949274062,75.19156711600824,150.3831342320165,1,arc_0021,75.19156711600824,75.19156711600824,0.5819615282762649,D_background,land,0.9382229984225804,0.0617770015774196,orogenic belt;shield,0.0,1,1118.0139073624198,,Normal,0.0,0,10,14.868873601709987,no_mapped_active_fault_within_radius
654,structure_0654,arc_0053,#053,44.13584492026615,3.4191537632466433,710.7829866373137,1421.5659732746274,1,arc_0053,710.7829866373137,710.7829866373137,0.5817451917767813,D_background,mixed,0.755397609568655,0.2446023904313449,narrow rift;oceanic crust;orogenic belt;passive margin;volcanic arc,0.1636526309525041,1,739.791860568372,,Normal,0.0,0,5,1.0408125609031502,no_mapped_active_fault_within_radius
655,structure_0655,arc_0359,#374,-1.8200868739908742,51.06087165760078,34.799267208429356,69.59853441685871,1,arc_0359,34.799267208429356,34.799267208429356,0.5814887342702829,D_background,land,1.0,0.0,orogenic belt;volcanic arc,0.1194322093650201,1,464.1523707643087,,Normal,0.0,0,10,13.337992664738586,no_mapped_active_fault_within_radius
656,structure_0656,arc_1218,#1218,104.91461566447907,-12.58764369632647,85.17072449004986,170.34144898009973,1,arc_1218,85.17072449004986,85.17072449004986,0.5812380638025632,D_background,ocean,1.0,0.0,,0.1919228914348273,1,400.9691924215878,,Subduction_Thrust,0.0,0,2,4.707828832293559,no_mapped_active_fault_within_radius
657,structure_0657,arc_0928,#927,129.76584076568668,13.237315391605152,514.5190863866096,1029.0381727732192,1,arc_0928,514.5190863866096,514.5190863866096,0.5812035092753081,D_background,ocean,0.7960790613771522,0.2039209386228477,accretionary complex;oceanic back-arc basin;oceanic crust;volcanic arc,0.4319871889152124,1,413.53402902484095,,Subduction_Thrust,568.4531759696628,1,2,0.8037292298115283,intersects_active_fault
658,structure_0658,arc_0448,#443,63.48089822545023,42.39703008449748,58.75044858251325,117.5008971650265,1,arc_0448,58.75044858251325,58.75044858251325,0.5810873049253366,D_background,land,0.9355477912707784,0.0644522087292217,basin;orogenic belt,0.55,1,165.90211662437824,,Dextral,0.0,0,2,2.823844253569803,no_mapped_active_fault_within_radius
659,structure_0659,arc_0010,#040,18.02718769691225,-30.923065954965324,21.46548597369797,42.93097194739594,1,arc_0010,21.46548597369797,21.46548597369797,0.5810156296847524,D_background,land,1.0,0.0,orogenic belt,0.0,1,1180.6394652137933,,Sinistral_Transform,0.0,0,20,55.00175801565598,no_mapped_active_fault_within_radius
660,structure_0660,arc_0609,#596,-131.62230300599464,66.90276656896555,75.57604133738559,151.15208267477118,1,arc_0609,75.57604133738559,75.57604133738559,0.5807925372509988,D_background,land,1.0,0.0,,0.55,1,492.36181135770613,,Strike-Slip,0.0,0,10,6.514786996578861,no_mapped_active_fault_within_radius
661,structure_0661,arc_0245,#245,-118.82185656519665,49.720837258241694,186.0962731969632,372.1925463939264,2,arc_0245;arc_0246,157.37450470626055,214.81804168766587,0.5806266453884125,D_background,land,0.7938024511815651,0.2061975488184349,accretionary complex;oceanic back-arc basin;ophiolite complex;orogenic belt;passive margin;volcanic arc,0.0,1,246.9911442288648,"Boulder Creek fault, Kendall scarp",Reverse,0.0,0,5,1.3272224101309693,no_mapped_active_fault_within_radius
662,structure_0662,arc_0829,#826,111.38393213118377,71.61865562456259,54.81929001828277,109.63858003656554,1,arc_0829,54.81929001828277,54.81929001828277,0.5802951702685037,D_background,land,0.871702730097928,0.128297269902072,shield,0.0,1,1041.901007932336,,Spreading_Ridge,0.0,0,10,19.00610182264038,no_mapped_active_fault_within_radius
663,structure_0663,arc_0485,#478,114.59326537990086,26.01037321283654,52.67909759644672,105.35819519289343,1,arc_0485,52.67909759644672,52.67909759644672,0.580160288029628,D_background,land,1.0,0.0,,0.0,1,641.8753929038986,,Subduction_Thrust,0.0,0,5,12.184631517818445,no_mapped_active_fault_within_radius
664,structure_0664,arc_1082,#1080,41.38758734113404,-10.45331800907549,249.25076934050497,498.50153868100995,1,arc_1082,249.25076934050497,249.25076934050497,0.5799351405283655,D_background,mixed,0.9057543347578516,0.0942456652421484,oceanic crust;orogenic belt,0.1673532309191944,1,6.767550269464459,,,1867.9982440004198,1,2,0.027151572239358723,intersects_active_fault
665,structure_0665,arc_0812,#801,136.58924651254017,-20.67130434708377,20.122308205984908,40.244616411969815,1,arc_0812,20.122308205984908,20.122308205984908,0.5795324261140519,D_background,land,1.0,0.0,,0.0,1,297.05479736608964,Mapata Fault,Reverse,0.0,0,2,14.762461360060954,no_mapped_active_fault_within_radius
666,structure_0666,arc_1278,#1275,-59.47543154538205,54.19602792969646,22.094841072292073,44.18968214458415,1,arc_1278,22.094841072292073,22.094841072292073,0.5795314944600115,D_background,land,1.0,0.0,orogenic belt;shield,0.5625,1,1554.8361217330453,,Dextral_Transform,0.0,0,40,70.37100274429581,no_mapped_active_fault_within_radius
667,structure_0667,arc_0189,#190,30.210312833123737,-28.52506801585111,12.238625916845576,24.477251833691152,1,arc_0189,12.238625916845576,12.238625916845576,0.5792418312114243,D_background,land,1.0,0.0,,0.0,1,367.1574065484499,,Sinistral_Transform,0.0,0,5,29.99988798114047,no_mapped_active_fault_within_radius
668,structure_0668,arc_1129,#1125,162.84109565514956,-16.35531947224956,299.7107428471854,599.4214856943707,1,arc_1129,299.7107428471854,299.7107428471854,0.5791410857963174,D_background,ocean,0.7293896771025136,0.2706103228974864,accretionary complex;continental back-arc basin;oceanic back-arc basin;oceanic crust;ophiolite complex;volcanic arc;wide rift,0.275613256210383,1,370.1350610819481,,Subduction_Thrust,0.0,0,5,1.234974287427095,no_mapped_active_fault_within_radius
669,structure_0669,arc_0357,#372,-3.72444757501907,53.105856006071214,30.753808806316993,61.507617612633986,1,arc_0357,30.753808806316993,30.753808806316993,0.5790351918589096,D_background,mixed,1.0,0.0,,0.1466277614733529,1,592.4899460060603,,Normal,0.0,0,10,19.26557941936479,no_mapped_active_fault_within_radius
670,structure_0670,arc_1299,#1296,-121.07623541768452,58.3413578976381,103.49674198756875,206.9934839751375,1,arc_1299,103.49674198756875,103.49674198756875,0.5788370049807982,D_background,land,0.8959488078825393,0.1040511921174607,shield;volcanic arc,0.0,1,974.1723027002934,,Spreading_Ridge,0.0,0,10,9.412589072777804,no_mapped_active_fault_within_radius
671,structure_0671,arc_0214,#215,29.390999689220223,-30.482072199405845,11.249353010798565,22.49870602159713,1,arc_0214,11.249353010798565,11.249353010798565,0.5788192605079904,D_background,land,1.0,0.0,,0.0,1,178.0129149126386,,Sinistral_Transform,0.0,0,2,15.824280271208405,no_mapped_active_fault_within_radius
672,structure_0672,arc_0534,#529,-173.58686952696567,65.1701496616148,13.543509826138015,27.08701965227603,1,arc_0534,13.543509826138015,13.543509826138015,0.5783741470691021,D_background,land,1.0,0.0,,0.0,1,367.32900708519975,,Normal,0.0,0,10,27.122142768064506,no_mapped_active_fault_within_radius
673,structure_0673,arc_0891,#890,29.790967117452453,42.40542176588116,173.2120446513025,346.424089302605,1,arc_0891,173.2120446513025,173.2120446513025,0.5778680704153916,D_background,mixed,0.7917557294076871,0.2082442705923129,magmatic province;oceanic crust;shield;volcanic arc,0.323229667380554,1,102.19751690014463,,Reverse,608.1617050780575,1,2,0.5900139167913006,intersects_active_fault
674,structure_0674,arc_0463,#457,64.49342177110034,41.44804594039071,51.323652791765866,102.64730558353173,1,arc_0463,51.323652791765866,51.323652791765866,0.5778538884972276,D_background,land,1.0,0.0,,0.0,1,76.96981395503529,,Dextral,0.0,0,2,1.499694775571079,no_mapped_active_fault_within_radius
675,structure_0675,arc_0952,#951,122.91469259969233,46.38541973779429,72.74413337483652,145.48826674967304,1,arc_0952,72.74413337483652,72.74413337483652,0.5777448731155651,D_background,land,1.0,0.0,volcanic arc,0.0,1,905.0213623385619,,Sinistral,0.0,0,10,12.441159449589714,no_mapped_active_fault_within_radius
676,structure_0676,arc_0234,#235,-110.97879400740112,33.93765400561761,32.786757136086436,65.57351427217287,1,arc_0234,32.786757136086436,32.786757136086436,0.5776083237000812,D_background,land,0.8533884397816546,0.1466115602183454,shield;wide rift,0.0,1,162.60898959126536,Big Chino-Little Chino fault,Normal,0.0,0,2,4.959593561398339,no_mapped_active_fault_within_radius
677,structure_0677,arc_0230,#231,-117.61433510242259,39.797556715625845,153.0205604068786,306.0411208137572,1,arc_0230,153.0205604068786,153.0205604068786,0.5775381712759863,D_background,land,1.0,0.0,volcanic arc;wide rift,0.0,1,10.505570399335468,Clan Alpine fault zone,Normal,2419.5181875569983,1,2,0.06865463288986375,intersects_active_fault
678,structure_0678,arc_0556,#551,-174.30142455415904,65.82623605877937,36.09217970965142,72.18435941930284,1,arc_0556,36.09217970965142,36.09217970965142,0.5772090927962867,D_background,land,0.9087226079148158,0.0912773920851841,orogenic belt;volcanic arc,0.0,1,405.975082133358,,Normal,0.0,0,10,11.248283849833435,no_mapped_active_fault_within_radius
679,structure_0679,arc_0675,#658,147.61306795595846,-36.39223046551728,52.429336970077706,104.85867394015541,1,arc_0675,52.429336970077706,52.429336970077706,0.5771944748460844,D_background,land,0.7693281096328193,0.2306718903671807,orogenic belt;volcanic arc,0.0,1,27.420646867868914,Saltpetre Gap Fault,Reverse,251.2467742490835,1,2,0.5230019766131762,intersects_active_fault
680,structure_0680,arc_0116,#118,167.36589673220936,67.60113028697721,65.91560555519362,131.83121111038724,1,arc_0116,65.91560555519362,65.91560555519362,0.5770499135227255,D_background,land,0.951151362926022,0.0488486370739779,orogenic belt;volcanic arc,0.0,1,239.33305624830356,,Dextral,0.0,0,2,3.6309012749325493,no_mapped_active_fault_within_radius
681,structure_0681,arc_1191,#1190,-30.83344172139803,-41.94944464501765,113.22277936680726,226.44555873361452,1,arc_1191,113.22277936680726,113.22277936680726,0.5757085160161408,D_background,ocean,1.0,0.0,,0.2572850163302145,1,1177.007500370598,,Spreading_Ridge,0.0,0,20,10.395500860806932,no_mapped_active_fault_within_radius
682,structure_0682,arc_1070,#1067,-78.63234894292718,39.616959512488776,9.095156381741136,18.19031276348227,1,arc_1070,9.095156381741136,9.095156381741136,0.5755969274796774,D_background,land,1.0,0.0,,0.0,1,1688.0406945755353,Cay Sal Fault,Reverse,0.0,0,20,185.59776475799137,no_mapped_active_fault_within_radius
683,structure_0683,arc_0196,#197,29.865050055870228,-30.335903687245633,29.70675263948089,59.41350527896178,1,arc_0196,29.70675263948089,29.70675263948089,0.5750749091691522,D_background,land,1.0,0.0,,0.0,1,173.65517081669992,,Sinistral_Transform,0.0,0,2,5.845646372869063,no_mapped_active_fault_within_radius
684,structure_0684,arc_0098,#104,76.3465537351575,-25.13137472640535,212.7457417362556,425.4914834725112,1,arc_0098,212.7457417362556,212.7457417362556,0.5750735607786291,D_background,ocean,1.0,0.0,,0.2040160988365526,1,389.2208622440633,,Spreading_Ridge,0.0,0,5,1.8295118814955498,no_mapped_active_fault_within_radius
685,structure_0685,arc_0751,#736,-147.85442993500075,5.036989928593513,76.33188707230295,152.6637741446059,1,arc_0751,76.33188707230295,76.33188707230295,0.5748296855431786,D_background,ocean,1.0,0.0,,0.2092816475325062,1,1714.5709010007743,south rift zone,Normal,0.0,0,20,22.46205310470972,no_mapped_active_fault_within_radius
686,structure_0686,arc_0100,#100,77.90224611755673,-28.921253398883835,70.40982562287279,140.81965124574558,1,arc_0100,70.40982562287279,70.40982562287279,0.5746785679787424,D_background,ocean,1.0,0.0,,0.1519072616893999,1,272.783834800371,,Spreading_Ridge,0.0,0,2,3.8742296602387345,no_mapped_active_fault_within_radius
687,structure_0687,arc_1134,#1130,165.36123709573957,-56.04297658657644,164.87689087002977,329.75378174005954,1,arc_1134,164.87689087002977,164.87689087002977,0.5744443532286876,D_background,ocean,0.9627833666970964,0.0372166333029036,accretionary complex;oceanic crust,0.2497026842958126,1,500.30676985815273,,Dextral_Transform,0.0,0,5,3.0344262753749875,no_mapped_active_fault_within_radius
688,structure_0688,arc_0523,#518,176.92325011185233,66.95263165411794,59.28473516099232,118.56947032198464,1,arc_0523,59.28473516099232,59.28473516099232,0.5742210759298064,D_background,land,0.9095043619067792,0.0904956380932207,orogenic belt;volcanic arc,0.0,1,176.2850528875342,,Dextral,0.0,0,5,2.973531928730362,no_mapped_active_fault_within_radius
689,structure_0689,arc_0535,#530,-173.1139972196449,65.28935358738738,15.835878639295435,31.67175727859087,1,arc_0535,15.835878639295435,15.835878639295435,0.5739810599097379,D_background,land,1.0,0.0,orogenic belt;volcanic arc,0.0,1,345.3773187557603,,Normal,0.0,0,10,21.809798282915278,no_mapped_active_fault_within_radius
690,structure_0690,arc_0643,#626,4.252308911934023,27.116492299121823,44.90943110921121,89.81886221842242,1,arc_0643,44.90943110921121,44.90943110921121,0.5739438311314248,D_background,land,0.905291346656158,0.094708653343842,volcanic arc,0.0,1,796.7386316963634,,Reverse,0.0,0,10,17.74100922718986,no_mapped_active_fault_within_radius
691,structure_0691,arc_0531,#526,-172.5230099147251,66.62238014674291,15.347871662855216,30.69574332571043,1,arc_0531,15.347871662855216,15.347871662855216,0.5735763333910108,D_background,land,1.0,0.0,,0.0,1,357.2602036103762,,Normal,0.0,0,10,23.27750788241305,no_mapped_active_fault_within_radius
692,structure_0692,arc_0638,#620,-71.00230327090024,50.15493259934791,83.66594523227913,167.33189046455826,1,arc_0638,83.66594523227913,83.66594523227913,0.5733493409078806,D_background,land,1.0,0.0,,0.0,1,2442.648848986706,,Dextral_Transform,0.0,0,40,29.195257905773456,no_mapped_active_fault_within_radius
693,structure_0693,arc_1114,#1110,8.658953518558008,-51.570985155694714,142.25208310441857,284.50416620883715,1,arc_1114,142.25208310441857,142.25208310441857,0.5728616847324731,D_background,ocean,1.0,0.0,oceanic crust,0.1988868489651852,1,163.6552252848303,,Dextral_Transform,0.0,0,2,1.1504592531323494,no_mapped_active_fault_within_radius
694,structure_0694,arc_0661,#644,95.83548726688406,-56.684958039442286,68.59948204956784,137.19896409913568,1,arc_0661,68.59948204956784,68.59948204956784,0.5726100377689762,D_background,ocean,1.0,0.0,,0.2075369677738464,1,1002.2862505479754,,Spreading_Ridge,0.0,0,10,14.610697057796365,no_mapped_active_fault_within_radius
695,structure_0695,arc_0457,#452,62.90070791513554,49.64102310254569,53.166138078791235,106.33227615758247,1,arc_0457,53.166138078791235,53.166138078791235,0.5724775254765403,D_background,land,0.8063411140680531,0.1936588859319469,basin;orogenic belt;volcanic arc,0.0,1,633.6986793007378,,Dextral,0.0,0,5,11.91921591825248,no_mapped_active_fault_within_radius
696,structure_0696,arc_0011,#039,17.75949870226009,-30.552659137096285,19.54167004357394,39.08334008714788,1,arc_0011,19.54167004357394,19.54167004357394,0.5724567456441668,D_background,land,0.826533493034336,0.1734665069656639,orogenic belt,0.0,1,1212.4143820609427,,Sinistral_Transform,0.0,0,20,62.04251629249218,no_mapped_active_fault_within_radius
697,structure_0697,arc_0476,#469,3.248910626990096,-79.33310010855291,204.5784496482265,409.156899296453,1,arc_0476,204.5784496482265,204.5784496482265,0.5723035772935039,D_background,ocean,0.8794238975455423,0.1205761024544577,orogenic belt;shield,0.2118596075733479,1,2204.30916268403,,Sinistral_Transform,0.0,0,40,10.774884483064316,no_mapped_active_fault_within_radius
698,structure_0698,arc_0721,#704,55.67010800976837,46.378545050805656,26.78154496285464,53.56308992570928,1,arc_0721,26.78154496285464,26.78154496285464,0.5722592016161492,D_background,land,0.8778734310979046,0.1221265689020953,narrow rift;passive margin,0.0179170896167281,1,765.8240863388753,,Reverse,0.0,0,5,28.59521687046266,no_mapped_active_fault_within_radius
699,structure_0699,arc_1048,#1046,-103.90177389349664,51.206358658137454,96.16108818177972,192.32217636355944,1,arc_1048,96.16108818177972,96.16108818177972,0.5721706484573729,D_background,land,1.0,0.0,,0.0,1,756.4783212548788,Canyon Ferry fault,Normal,0.0,0,10,7.866782037915974,no_mapped_active_fault_within_radius
700,structure_0700,arc_1194,#1193,-25.861483084982893,-30.40138418319216,172.42889623670808,344.85779247341617,1,arc_1194,172.42889623670808,172.42889623670808,0.572055935509263,D_background,ocean,1.0,0.0,,0.2127318917321948,1,959.2645219916709,,Spreading_Ridge,0.0,0,10,5.563246897288059,no_mapped_active_fault_within_radius
701,structure_0701,arc_0489,#482,126.4289350731392,53.08469037284867,674.5937631784453,1349.1875263568907,1,arc_0489,674.5937631784453,674.5937631784453,0.5719676024459623,D_background,land,0.6270408543499559,0.372959145650044,accretionary complex;continental back-arc basin;craton;magmatic province;orogenic belt;shield;volcanic arc,0.1219302934895088,1,118.96050883159735,,Sinistral,70.83015494204943,1,2,0.17634392033376922,intersects_active_fault
702,structure_0702,arc_0714,#697,22.69861201069517,56.698588407947064,46.92986509366109,93.85973018732219,1,arc_0714,46.92986509366109,46.92986509366109,0.5712786470601298,D_background,land,0.9312963994378476,0.0687036005621522,shield,0.0039936829060529,1,956.2760474124658,,Sinistral,0.0,0,10,20.37670565436234,no_mapped_active_fault_within_radius
703,structure_0703,arc_0927,#926,130.68146002923515,11.96741113483065,252.9487918166538,505.8975836333076,1,arc_0927,252.9487918166538,252.9487918166538,0.5712351874385504,D_background,ocean,1.0,0.0,,0.2747600561498796,1,467.6716191367634,,Subduction_Thrust,0.0,0,5,1.8488786436890685,no_mapped_active_fault_within_radius
704,structure_0704,arc_0125,#127,146.2777266980171,69.47835959372416,27.593098754015372,55.186197508030745,1,arc_0125,27.593098754015372,27.593098754015372,0.5707894436863561,D_background,land,0.8826271858429209,0.1173728141570791,passive margin;shield,0.0,1,236.779850509016,NW Momsky Thrust,Reverse,0.0,0,2,8.581125759735832,no_mapped_active_fault_within_radius
705,structure_0705,arc_1265,#1262,-87.97083588700843,45.5282526395983,54.91794091698758,109.83588183397517,1,arc_1265,54.91794091698758,54.91794091698758,0.5705957463876774,D_background,land,1.0,0.0,,0.1475443066426909,1,1486.0639914065089,Cheraw fault,Normal,0.0,0,20,27.059717946322888,no_mapped_active_fault_within_radius
706,structure_0706,arc_0076,#071,3.6364199222081197,-9.298020021180806,56.73510779245048,113.47021558490096,1,arc_0076,56.73510779245048,56.73510779245048,0.5704594909559823,D_background,ocean,1.0,0.0,,0.1919700080946599,1,1547.0889925789304,,,0.0,0,20,27.26863581961495,no_mapped_active_fault_within_radius
707,structure_0707,arc_0819,#812,140.9686632134651,-34.38034516232425,73.15161700038553,146.30323400077106,1,arc_0819,73.15161700038553,73.15161700038553,0.5699814493340138,D_background,land,0.9528516096119484,0.0471483903880517,orogenic belt,0.0478290986664891,1,65.86389062739754,Hamley Fault,Reverse,107.10676906900152,1,2,0.9003750474449583,intersects_active_fault
708,structure_0708,arc_0997,#996,-68.43849537923627,-47.52314909805883,10.144964821544129,20.289929643088257,1,arc_0997,10.144964821544129,10.144964821544129,0.569889497385795,D_background,land,1.0,0.0,,0.0,1,571.0952708916175,,Subduction_Thrust,0.0,0,2,56.29346980867038,no_mapped_active_fault_within_radius
709,structure_0709,arc_1286,#1283,-56.6404013401998,51.82882467780498,17.274737120456688,34.549474240913376,1,arc_1286,17.274737120456688,17.274737120456688,0.5693289301988088,D_background,land,1.0,0.0,,0.2330492664113075,1,2438.9940059644027,,Spreading_Ridge,0.0,0,20,141.18848749809072,no_mapped_active_fault_within_radius
710,structure_0710,arc_0939,#938,122.79939237131947,43.20627648965845,56.0915652761192,112.1831305522384,1,arc_0939,56.0915652761192,56.0915652761192,0.5692584502511574,D_background,land,0.9429992686013212,0.0570007313986786,accretionary complex;orogenic belt,0.0,1,795.1224677572435,,Sinistral,0.0,0,10,14.175437320087845,no_mapped_active_fault_within_radius
711,structure_0711,arc_1230,#1230,-66.22150199845909,4.9113733543307685,183.22041235918988,366.44082471837976,1,arc_1230,183.22041235918988,183.22041235918988,0.5690196455283723,D_background,land,0.9506001899652182,0.0493998100347818,shield;volcanic arc,0.0,1,309.7927524593847,GUAYAQUIL ALGECIRAS FAULT SYSTEM,Dextral,0.0,0,5,1.6908200809637914,no_mapped_active_fault_within_radius
712,structure_0712,arc_0226,#227,29.517918726495424,-30.146068324581304,12.507828268026811,25.015656536053623,1,arc_0226,12.507828268026811,12.507828268026811,0.5689497644771466,D_background,land,1.0,0.0,,0.0,1,205.12699438254666,,Sinistral_Transform,0.0,0,2,16.399888932509842,no_mapped_active_fault_within_radius
713,structure_0713,arc_0727,#710,56.46230907780563,43.07746457368219,212.11915288876867,424.23830577753733,1,arc_0727,212.11915288876867,212.11915288876867,0.5689291479770756,D_background,land,1.0,0.0,,0.1269371552411872,1,426.8444185360997,,Dextral-Reverse,0.0,0,5,2.012286079418434,no_mapped_active_fault_within_radius
714,structure_0714,arc_1159,#1157,-24.14621114973164,-48.22369686909296,81.29133287572739,162.58266575145478,1,arc_1159,81.29133287572739,81.29133287572739,0.5687330457013269,D_background,ocean,1.0,0.0,,0.204318454891735,1,719.7042112514355,,Dextral_Transform,0.0,0,10,8.85339415398281,no_mapped_active_fault_within_radius
715,structure_0715,arc_0882,#881,48.16261737932092,69.6446213778227,189.48124019192468,378.96248038384937,1,arc_0882,189.48124019192468,189.48124019192468,0.5686169121848903,D_background,ocean,0.95124513358019,0.0487548664198101,orogenic belt;shield,0.3064431986477989,1,1835.9869149278547,,Spreading_Ridge,0.0,0,20,9.689544532578486,no_mapped_active_fault_within_radius
716,structure_0716,arc_0233,#234,-114.32713257838802,35.87104679164663,172.14478433826292,344.28956867652585,1,arc_0233,172.14478433826292,172.14478433826292,0.5685806617013811,D_background,land,0.8133394988787725,0.1866605011212274,shield;wide rift,0.0037037037037037,1,54.25142783714625,Black Hills fault,Normal,625.7631743100528,1,2,0.31514999449848385,intersects_active_fault
717,structure_0717,arc_0722,#705,54.31288532582681,47.76630566641968,69.33315973753221,138.66631947506443,1,arc_0722,69.33315973753221,69.33315973753221,0.5679576634386283,D_background,mixed,0.9518974384403712,0.0481025615596289,orogenic belt,0.1900486318508354,1,854.9322442898804,,Reverse,0.0,0,10,12.33078439705206,no_mapped_active_fault_within_radius
718,structure_0718,arc_0837,#834,107.89447746793564,68.65821082590203,85.01775391355932,170.03550782711864,1,arc_0837,85.01775391355932,85.01775391355932,0.5677438167812243,D_background,land,0.9327198757515048,0.0672801242484952,craton;shield,0.0,1,1188.4208727604869,,Spreading_Ridge,0.0,0,20,13.978502348683525,no_mapped_active_fault_within_radius
719,structure_0719,arc_0552,#546,-172.9874351179663,66.75980488482496,35.28883814156267,70.57767628312534,1,arc_0552,35.28883814156267,35.28883814156267,0.5671918711207781,D_background,mixed,1.0,0.0,,0.1185366078244619,1,382.5267393617825,,Normal,0.0,0,10,10.839879109288333,no_mapped_active_fault_within_radius
720,structure_0720,arc_1087,#1085,102.45128030718223,57.04044794375775,16.66124389140626,33.32248778281252,1,arc_1087,16.66124389140626,16.66124389140626,0.5671579070121809,D_background,land,1.0,0.0,,0.0,1,452.22270398592786,Central Sayan Fault,Sinistral,0.0,0,5,27.142193400048647,no_mapped_active_fault_within_radius
721,structure_0721,arc_0410,#405,-74.320125513698,-35.02987632283707,112.5444548128516,225.0889096257032,1,arc_0410,112.5444548128516,112.5444548128516,0.5670256554597837,D_background,ocean,0.9479641973086506,0.0520358026913493,accretionary complex;oceanic crust,0.1234704803015215,1,59.34375626006566,,Subduction_Thrust,185.70280476388976,1,2,0.5272916942798067,intersects_active_fault
722,structure_0722,arc_1032,#1031,-65.25719769313255,-37.569952460795236,14.50941394842124,29.01882789684248,1,arc_1032,14.50941394842124,14.50941394842124,0.5667947174454193,D_background,land,1.0,0.0,,0.0,1,786.172409456017,,Subduction_Thrust,0.0,0,2,54.18360881085483,no_mapped_active_fault_within_radius
723,structure_0723,arc_0430,#424,19.717683125373583,42.885807004405926,37.876760180210795,75.75352036042159,1,arc_0430,37.876760180210795,37.876760180210795,0.566737149664123,D_background,land,1.0,0.0,,0.0,1,0.44382079137359753,,Dextral,99.33922002034906,1,2,0.011717496144389812,intersects_active_fault
