structure_review_rank,structure_id,representative_candidate_id,representative_name,lon,lat,radius_km,diameter_km,member_count,member_candidate_ids,radius_min_km,radius_max_km,followup_score,review_tier,domain,geology_independence,geology_boundary_coincidence,geology_nearby_types,tid_artifact_risk,active_fault_coverage,nearest_active_fault_km,nearest_active_fault_name,nearest_active_fault_slip_type,fault_length_within_radius_km,fault_intersects_candidate,fault_search_degrees,active_fault_proximity_ratio,fault_control_flag
295,structure_0295,arc_0606,#593,-144.26306001967936,64.96464627553105,33.615857541418094,67.23171508283619,1,arc_0606,33.615857541418094,33.615857541418094,0.6830211309835631,D_background,land,0.939027279739373,0.060972720260627,oceanic back-arc basin;passive margin,0.0,1,47.76930001557962,,Strike-Slip,0.0,0,2,1.4210346993743375,no_mapped_active_fault_within_radius
296,structure_0296,arc_1193,#1192,-26.65536658918481,-33.97642190736937,109.43920243703352,218.87840487406703,1,arc_1193,109.43920243703352,109.43920243703352,0.6830027238173995,D_background,ocean,1.0,0.0,,0.2540839559867662,1,839.7974238479278,,Spreading_Ridge,0.0,0,10,7.673643494716714,no_mapped_active_fault_within_radius
297,structure_0297,arc_0407,#401,-42.27183343066764,-17.04058203057508,46.86979232201429,93.73958464402858,1,arc_0407,46.86979232201429,46.86979232201429,0.6824507548151124,D_background,land,1.0,0.0,,0.0,1,2393.656856045633,,Spreading_Ridge,0.0,0,20,51.070353365345625,no_mapped_active_fault_within_radius
298,structure_0298,arc_0353,#371,-6.8737318291436225,52.296735077841184,8.694805619275481,17.389611238550962,1,arc_0353,8.694805619275481,8.694805619275481,0.682304533079228,D_background,land,1.0,0.0,,0.3524613331239695,1,1022.4278370682125,,Sinistral,0.0,0,10,117.59064915742293,no_mapped_active_fault_within_radius
299,structure_0299,arc_0542,#537,-175.43548376006862,66.27372510118249,14.424476015155683,28.848952030311366,1,arc_0542,14.424476015155683,14.424476015155683,0.6822441534576738,D_background,land,0.6119571648494747,0.3880428351505253,orogenic belt;volcanic arc,0.0,1,466.16709206333303,,Normal,0.0,0,10,32.31778343792419,no_mapped_active_fault_within_radius
300,structure_0300,arc_1205,#1205,145.62037711341236,-35.039930772747,302.45597403785837,604.9119480757167,1,arc_1205,302.45597403785837,302.45597403785837,0.6819638220194273,D_background,land,0.8114739177600265,0.1885260822399735,narrow rift;orogenic belt;volcanic arc,0.0142789541527223,1,89.87305869788194,Cadell Fault,Reverse,759.3357935350382,1,2,0.2971442669756377,intersects_active_fault
301,structure_0301,arc_1181,#1180,-33.21933466092136,-57.96262701141788,104.00812229367048,208.01624458734096,1,arc_1181,104.00812229367048,104.00812229367048,0.6817480562811329,D_background,ocean,1.0,0.0,,0.1817863605388167,1,191.73160540563845,,Dextral_Transform,0.0,0,5,1.843429158967775,no_mapped_active_fault_within_radius
302,structure_0302,arc_0551,#545,-172.75160456076594,65.7811338190723,28.920115671645547,57.840231343291094,1,arc_0551,28.920115671645547,28.920115671645547,0.6813512001658024,D_background,land,0.8041347628513906,0.1958652371486093,orogenic belt;volcanic arc,0.1744401233431517,1,335.3386144783175,,Normal,0.0,0,10,11.595341397859519,no_mapped_active_fault_within_radius
303,structure_0303,arc_0845,#842,89.9807002325125,67.03735197582111,73.3361917253975,146.672383450795,1,arc_0845,73.3361917253975,73.3361917253975,0.68127446380035,D_background,land,1.0,0.0,craton;orogenic belt,0.0,1,1537.9452491023299,West Sayan Fault,Sinistral,0.0,0,20,20.971163254032383,no_mapped_active_fault_within_radius
304,structure_0304,arc_0889,#888,19.439245510826936,44.9239632433755,546.7094660765182,1093.4189321530364,1,arc_0889,546.7094660765182,546.7094660765182,0.6810844693208431,D_background,mixed,0.6398764267988012,0.3601235732011988,accretionary complex;continental back-arc basin;foredeep basin;magmatic province;oceanic back-arc basin;orogenic belt;shield;volcanic arc;wide rift,0.0961917822622682,1,68.33608303839839,,Dextral-Reverse,2192.9234842584947,1,2,0.12499524387023139,intersects_active_fault
305,structure_0305,arc_0737,#721,-113.22096817108476,56.5763404099474,120.29272093985082,240.58544187970165,1,arc_0737,120.29272093985082,120.29272093985082,0.6806901511850434,D_background,land,0.9673997200633412,0.0326002799366587,shield;volcanic arc,0.0,1,949.6272441890852,Mission fault,Normal,0.0,0,10,7.894303468818542,no_mapped_active_fault_within_radius
306,structure_0306,arc_1132,#1128,159.8564400877127,-49.69228097795135,161.05934855587822,322.11869711175643,1,arc_1132,161.05934855587822,161.05934855587822,0.6805714435144918,D_background,ocean,0.9099729313901296,0.0900270686098703,oceanic crust;ophiolite complex,0.2623104392371715,1,210.49612121465242,,Dextral_Transform,0.0,0,2,1.3069475513346096,no_mapped_active_fault_within_radius
307,structure_0307,arc_0979,#978,126.33465797741059,37.49695125523753,23.075132759785376,46.15026551957075,1,arc_0979,23.075132759785376,23.075132759785376,0.6805494332674253,D_background,mixed,1.0,0.0,,0.5256605884609817,1,526.2494326962682,Kandamisaki,Sinistral,0.0,0,5,22.80591137544393,no_mapped_active_fault_within_radius
308,structure_0308,arc_0255,#254,-107.39888114971721,41.65309877796424,158.68826671796896,317.3765334359379,1,arc_0255,158.68826671796896,158.68826671796896,0.6802837008271749,D_background,land,0.8719287566048024,0.1280712433951976,craton;orogenic belt;shield,0.0,1,208.22617340543195,Williams Fork Mountains fault,Normal,0.0,0,2,1.3121712002532926,no_mapped_active_fault_within_radius
309,structure_0309,arc_0174,#176,30.338138024460164,-29.490627872631254,16.09654889392409,32.19309778784818,2,arc_0173;arc_0174,13.687697469390733,18.50540031845745,0.6801468806810198,D_background,land,1.0,0.0,,0.0,1,259.7518008074032,,Sinistral_Transform,0.0,0,5,16.137111285106016,no_mapped_active_fault_within_radius
310,structure_0310,arc_0594,#580,-162.07713443160821,65.43023057098988,45.308672242762945,90.61734448552589,1,arc_0594,45.308672242762945,45.308672242762945,0.6799586996805256,D_background,land,0.9264300416167172,0.0735699583832827,accretionary complex;volcanic arc,0.0,1,26.71173176588369,,Normal,13.737303629337935,1,2,0.5895500892801002,intersects_active_fault
311,structure_0311,arc_0699,#682,102.1288406063228,73.3484564051354,39.927811061582865,79.85562212316573,1,arc_0699,39.927811061582865,39.927811061582865,0.6799344766440986,D_background,land,1.0,0.0,,0.0,1,916.3913407090333,,Spreading_Ridge,0.0,0,20,22.951204094199714,no_mapped_active_fault_within_radius
312,structure_0312,arc_0780,#774,175.8073513909619,12.138391965313213,699.5330171468242,1399.0660342936485,1,arc_0780,699.5330171468242,699.5330171468242,0.6795381255593211,D_background,ocean,0.9558998954037232,0.0441001045962767,oceanic crust,0.2812194498219986,1,3112.160201834611,,Subduction_Thrust,0.0,0,20,4.4489110957594775,no_mapped_active_fault_within_radius
313,structure_0313,arc_0426,#420,17.619895461615698,37.04188985034784,221.2850244057795,442.570048811559,1,arc_0426,221.2850244057795,221.2850244057795,0.6791367248791951,D_background,ocean,0.6730249797288659,0.3269750202711342,accretionary complex;continental back-arc basin;oceanic crust;orogenic belt;passive margin;volcanic arc,0.2807998628669983,1,26.189846980568205,,Reverse,1298.8837699853937,1,2,0.11835345410696568,intersects_active_fault
314,structure_0314,arc_0107,#108,-2.9712736897916443,-50.32968379329155,111.18972373341585,222.3794474668317,1,arc_0107,111.18972373341585,111.18972373341585,0.6790024967122853,D_background,ocean,1.0,0.0,,0.1704665495445758,1,144.86839297483104,,Spreading_Ridge,0.0,0,2,1.3028937217450225,no_mapped_active_fault_within_radius
315,structure_0315,arc_0990,#989,-74.06516912704399,-46.85568945492234,116.37433903724676,232.7486780744935,1,arc_0990,116.37433903724676,116.37433903724676,0.6789605512724075,D_background,mixed,0.9485461435798532,0.0514538564201467,accretionary complex;volcanic arc,0.5409225733438292,1,9.164654424615577,Falla San Rafael 006yy,Dextral,355.97144943497005,1,2,0.07875150570507077,intersects_active_fault
316,structure_0316,arc_0607,#595,-135.19303434676686,69.59270181983642,169.6965655577824,339.3931311155648,1,arc_0607,169.6965655577824,169.6965655577824,0.6784181508618435,D_background,mixed,0.8299352616095934,0.1700647383904065,oceanic crust;orogenic belt;passive margin;shield;volcanic arc,0.2070266927994773,1,311.62245924717257,,Normal,0.0,0,10,1.8363510081826835,no_mapped_active_fault_within_radius
317,structure_0317,arc_0099,#099,76.4210613397903,-28.954948994811392,61.152335641670696,122.30467128334139,1,arc_0099,61.152335641670696,61.152335641670696,0.6771029055628186,D_background,ocean,1.0,0.0,,0.2065086245653215,1,129.04837757207486,,Spreading_Ridge,0.0,0,2,2.1102771663252406,no_mapped_active_fault_within_radius
318,structure_0318,arc_0884,#883,37.85582652476924,70.82302078673284,109.34505248551687,218.69010497103375,1,arc_0884,109.34505248551687,109.34505248551687,0.6769983395227812,D_background,ocean,1.0,0.0,orogenic belt,0.5733079014251439,1,1679.880725606593,,Spreading_Ridge,0.0,0,20,15.363116002245267,no_mapped_active_fault_within_radius
319,structure_0319,arc_1185,@1184,-58.49165613517812,-56.443405961108816,46.544036336841366,93.08807267368273,1,arc_1185,46.544036336841366,46.544036336841366,0.6769889709657144,D_background,ocean,1.0,0.0,,0.232607490321029,1,323.7149858484199,,Subduction_Thrust,0.0,0,5,6.955026064041361,no_mapped_active_fault_within_radius
320,structure_0320,arc_1248,#1245,-78.8267368792579,13.51059748603297,74.06968199707994,148.13936399415988,1,arc_1248,74.06968199707994,74.06968199707994,0.6759930131761314,D_background,ocean,0.9550105268112044,0.0449894731887955,oceanic back-arc basin;ophiolite complex,0.188501772718653,1,732.258757221184,Middle America Trench megathrust,Subduction_Thrust,0.0,0,2,9.886079398181458,no_mapped_active_fault_within_radius
321,structure_0321,arc_0435,#429,176.92616054075825,-2.894769452220968,206.79030259315,413.5806051863,1,arc_0435,206.79030259315,206.79030259315,0.6750126442178211,D_background,ocean,1.0,0.0,,0.2545859779578236,1,1158.287688771172,,Spreading_Ridge,0.0,0,20,5.601266956168867,no_mapped_active_fault_within_radius
322,structure_0322,arc_0574,#568,-177.35206166419675,65.86024742029574,14.789513825164883,29.579027650329767,1,arc_0574,14.789513825164883,14.789513825164883,0.6750061832203017,D_background,land,1.0,0.0,,0.0,1,544.757250241741,,Normal,0.0,0,20,36.83402014979134,no_mapped_active_fault_within_radius
323,structure_0323,arc_1078,#1076,19.68885153296094,-31.669223637877945,31.22948124718535,62.4589624943707,1,arc_1078,31.22948124718535,31.22948124718535,0.6748741298070458,D_background,land,0.7732272472661004,0.2267727527338995,orogenic belt,0.0,1,1370.1308299255102,,Normal,0.0,0,10,43.872993569145414,no_mapped_active_fault_within_radius
324,structure_0324,arc_0103,#103,81.38040547729156,-52.55521208817221,725.9999389596893,1451.9998779193786,1,arc_0103,725.9999389596893,725.9999389596893,0.6747932071468921,D_background,ocean,0.876275686972937,0.123724313027063,oceanic crust;passive margin,0.5188470139436991,1,1085.5436766497467,,Dextral_Transform,0.0,0,10,1.4952393497515442,no_mapped_active_fault_within_radius
325,structure_0325,arc_0726,#709,58.82056237543594,42.655892056950286,43.16296401686817,86.32592803373635,1,arc_0726,43.16296401686817,43.16296401686817,0.6746292944073038,D_background,land,1.0,0.0,,0.0,1,414.84939986900986,,Dextral,0.0,0,5,9.61123521792632,no_mapped_active_fault_within_radius
326,structure_0326,arc_1148,#1146,80.90898427345678,-24.528797973747302,364.90899358605446,729.8179871721089,1,arc_1148,364.90899358605446,364.90899358605446,0.6746189607665657,D_background,ocean,1.0,0.0,,0.1712047456230183,1,772.4208438369219,,Sinistral_Transform,0.0,0,10,2.116749264648546,no_mapped_active_fault_within_radius
327,structure_0327,arc_1037,#1036,-38.20660487429012,-38.66015387633402,161.20791407976725,322.4158281595345,1,arc_1037,161.20791407976725,161.20791407976725,0.674439349556844,D_background,ocean,1.0,0.0,,0.2352580323654542,1,1674.5775467432145,,Subduction_Thrust,0.0,0,20,10.38768819944297,no_mapped_active_fault_within_radius
328,structure_0328,arc_0748,#733,143.11312663143963,63.61176405851723,216.21154026943677,432.42308053887353,1,arc_0748,216.21154026943677,216.21154026943677,0.6742529508835332,D_background,land,0.8132092769905562,0.1867907230094437,accretionary complex;continental back-arc basin;ophiolite complex;orogenic belt;shield,0.0,1,75.65465540335248,Ketanda Fault,Dextral,469.82954858985914,1,2,0.34991034849052816,intersects_active_fault
329,structure_0329,arc_0434,#428,176.13598621859649,10.296043681491794,98.69095359862445,197.3819071972489,1,arc_0434,98.69095359862445,98.69095359862445,0.6741834650963024,D_background,ocean,1.0,0.0,,0.2262492747607506,1,2907.6474089181625,,Subduction_Thrust,0.0,0,20,29.46214726775818,no_mapped_active_fault_within_radius
330,structure_0330,arc_0921,#920,40.591674124041305,34.81963595223696,438.70678499989856,877.4135699997971,1,arc_0921,438.70678499989856,438.70678499989856,0.6740304868830678,D_background,land,0.5011649130020963,0.4988350869979036,accretionary complex;basin;foredeep basin;magmatic province;narrow rift;orogenic belt;passive margin;volcanic arc,0.1679793151749949,1,104.06021310499483,,Sinistral,323.1600020341354,1,2,0.23719763783689576,intersects_active_fault
331,structure_0331,arc_0106,#107,3.14933821455611,-48.22533181508837,318.2088095576871,636.4176191153742,1,arc_0106,318.2088095576871,318.2088095576871,0.6738629762136883,D_background,ocean,1.0,0.0,,0.3723051327819924,1,603.6519213051938,,Dextral_Transform,0.0,0,10,1.8970308274754397,no_mapped_active_fault_within_radius
332,structure_0332,arc_1124,#1120,112.41000285863151,-38.47563807998649,90.26800823266414,180.5360164653283,1,arc_1124,90.26800823266414,90.26800823266414,0.6737832033243054,D_background,ocean,1.0,0.0,,0.0859346966281105,1,624.1330246163873,,,0.0,0,5,6.914221736317653,no_mapped_active_fault_within_radius
333,structure_0333,arc_0058,#085,14.29937056922401,39.47219500867888,192.27807525637044,384.5561505127409,1,arc_0058,192.27807525637044,192.27807525637044,0.673511317998535,D_background,mixed,0.8469158060531865,0.1530841939468135,accretionary complex;continental back-arc basin;oceanic back-arc basin;volcanic arc,0.1642065763298248,1,82.01011592173361,,Reverse,1081.7138510799102,1,2,0.4265182903063021,intersects_active_fault
334,structure_0334,arc_0818,#811,137.88296205228556,-31.316130930885627,63.81899564846626,127.63799129693253,1,arc_0818,63.81899564846626,63.81899564846626,0.6732567227320128,D_background,land,0.939147496256286,0.0608525037437139,orogenic belt;shield,0.0,1,37.880548735223414,Ediacara Scarp,Reverse,53.71563966194476,1,2,0.5935622826764712,intersects_active_fault
335,structure_0335,arc_0389,#383,-11.39063777229245,-16.485028063590633,189.0595120023263,378.1190240046526,1,arc_0389,189.0595120023263,189.0595120023263,0.6727369782368862,D_background,ocean,0.9932509150785784,0.0067490849214215,oceanic crust,0.2098350183638986,1,199.7886591999628,,Sinistral_Transform,0.0,0,2,1.0567501052129262,no_mapped_active_fault_within_radius
336,structure_0336,arc_0645,#628,-38.56998886685804,-45.30475188055719,434.94323985268215,869.8864797053643,1,arc_0645,434.94323985268215,434.94323985268215,0.6725972508032579,D_background,ocean,1.0,0.0,,0.2464149087148374,1,974.6050617667626,,Subduction_Thrust,0.0,0,10,2.240763788159731,no_mapped_active_fault_within_radius
337,structure_0337,arc_0515,#509,62.073061134658985,77.7961284287772,109.60585370526478,219.21170741052956,1,arc_0515,109.60585370526478,109.60585370526478,0.6725255826984,D_background,ocean,1.0,0.0,orogenic belt,0.2295145409155581,1,939.3848974485787,,Spreading_Ridge,0.0,0,10,8.570572334344735,no_mapped_active_fault_within_radius
338,structure_0338,arc_0683,#666,16.792476763020005,29.059275746600175,79.7808376175707,159.5616752351414,1,arc_0683,79.7808376175707,79.7808376175707,0.6717055704350591,D_background,land,1.0,0.0,,0.0,1,32.78084009834368,Eastern Fault Zone,Normal,63.89380390582775,1,2,0.4108861360353044,intersects_active_fault
339,structure_0339,arc_0062,#057,-123.48040581715436,-12.535737460544006,200.00495998169387,400.00991996338774,1,arc_0062,200.00495998169387,200.00495998169387,0.6704581158220261,D_background,ocean,1.0,0.0,,0.1357537332394685,1,1264.8453052158786,,Spreading_Ridge,0.0,0,10,6.324069689729934,no_mapped_active_fault_within_radius
340,structure_0340,arc_0695,#678,104.9699268670937,74.73306922550822,58.91633091287592,117.83266182575184,1,arc_0695,58.91633091287592,58.91633091287592,0.6701192333670589,D_background,land,0.945890553419505,0.0541094465804949,foredeep basin;orogenic belt,0.0,1,961.6879343447881,,Spreading_Ridge,0.0,0,10,16.32294339182305,no_mapped_active_fault_within_radius
341,structure_0341,arc_1240,#1238,-82.56468575820563,20.378178877313033,292.8506714537536,585.7013429075072,1,arc_1240,292.8506714537536,292.8506714537536,0.6688050181343247,D_background,ocean,0.8063628594316632,0.1936371405683367,accretionary complex;oceanic back-arc basin;ophiolite complex;passive margin;volcanic arc,0.2751867694194471,1,196.4125399795296,Cayman Spreading Center,Spreading_Ridge,429.30787221279076,1,2,0.6706917863787336,intersects_active_fault
342,structure_0342,arc_1036,#1035,-65.29436549798432,-44.82090325503376,34.31949221988604,68.63898443977207,1,arc_1036,34.31949221988604,34.31949221988604,0.66853065685367,D_background,mixed,1.0,0.0,,0.4367860163123659,1,835.0135047089793,,Subduction_Thrust,0.0,0,2,24.330590305911937,no_mapped_active_fault_within_radius
343,structure_0343,arc_1187,#1186,-60.170671597701414,-57.69262804634255,52.71268509626901,105.42537019253803,1,arc_1187,52.71268509626901,52.71268509626901,0.668257511207894,D_background,ocean,1.0,0.0,,0.2165290206461232,1,154.23941789545296,,Subduction_Thrust,0.0,0,2,2.9260398633415465,no_mapped_active_fault_within_radius
344,structure_0344,arc_0518,#513,149.33306134272726,69.06549921896884,74.17536601654261,148.35073203308522,1,arc_0518,74.17536601654261,74.17536601654261,0.6682406716821296,D_background,land,0.8286748843086362,0.1713251156913638,accretionary complex;passive margin;shield;volcanic arc,0.0,1,269.0150452826575,NW Momsky Thrust,Reverse,0.0,0,5,3.626743752402404,no_mapped_active_fault_within_radius
345,structure_0345,arc_1052,#1050,103.00956168052687,73.98226686112758,36.75526218803811,73.51052437607622,1,arc_1052,36.75526218803811,36.75526218803811,0.6682179250997587,D_background,land,1.0,0.0,,0.0,1,1084.7898609130639,,Spreading_Ridge,0.0,0,10,29.51386539873753,no_mapped_active_fault_within_radius
346,structure_0346,arc_1006,#1005,-68.99044291406221,-43.0452578963305,14.972649483174852,29.945298966349704,1,arc_1006,14.972649483174852,14.972649483174852,0.6681660862390179,D_background,land,1.0,0.0,,0.0,1,533.1375600089495,,Subduction_Thrust,0.0,0,2,35.60742944046408,no_mapped_active_fault_within_radius
347,structure_0347,arc_0095,#096,120.29268910742132,-53.02765968554839,164.3263255080337,328.6526510160674,1,arc_0095,164.3263255080337,164.3263255080337,0.6675751159958077,D_background,ocean,0.8800707772517694,0.1199292227482306,oceanic crust,0.2055113856833163,1,332.8500262098002,,Spreading_Ridge,0.0,0,5,2.0255429261304063,no_mapped_active_fault_within_radius
348,structure_0348,arc_0315,#318,17.810479923960088,22.18841640630474,8.495965516978833,16.991931033957666,1,arc_0315,8.495965516978833,8.495965516978833,0.6674210217855713,D_background,land,1.0,0.0,,0.0,1,774.3707246186946,Eastern Fault Zone,Normal,0.0,0,10,91.14570004682186,no_mapped_active_fault_within_radius
349,structure_0349,arc_0707,#690,58.51852308830982,34.02231424505807,124.89279672079712,249.78559344159424,1,arc_0707,124.89279672079712,124.89279672079712,0.6673966381926991,D_background,land,0.6714397295616351,0.3285602704383649,magmatic province;ophiolite complex;orogenic belt;volcanic arc,0.0,1,5.155990137651936,,Sinistral,574.1280339255313,1,2,0.04128332676526061,intersects_active_fault
350,structure_0350,arc_0208,#208,29.139018023084702,-28.753752893086524,20.20884704940005,40.4176940988001,1,arc_0208,20.20884704940005,20.20884704940005,0.666957125786779,D_background,land,0.9069619881035568,0.0930380118964431,craton;orogenic belt,0.0,1,362.26153311652894,,Sinistral_Transform,0.0,0,5,17.925888212770833,no_mapped_active_fault_within_radius
351,structure_0351,arc_0796,#780,131.01366778226668,-29.52891384912709,25.171701227923048,50.343402455846096,1,arc_0796,25.171701227923048,25.171701227923048,0.6664692618995476,D_background,land,0.7830820316512863,0.2169179683487136,shield,0.0,1,16.917120554477535,Irish Well Scarp,Reverse,14.383829150314662,1,2,0.6720690191456475,intersects_active_fault
352,structure_0352,arc_0415,#409,7.763384861584484,-80.12944279188096,613.0921244586978,1226.1842489173955,1,arc_0415,613.0921244586978,613.0921244586978,0.6662208156589362,D_background,ocean,0.7088866986610383,0.2911133013389618,craton;narrow rift;oceanic crust;orogenic belt;shield;volcanic arc;wide rift,0.2837140517397988,1,2329.184229266051,,Sinistral_Transform,0.0,0,40,3.7990770658202466,no_mapped_active_fault_within_radius
353,structure_0353,arc_0505,#499,48.02938898179232,-32.61874919158702,224.7394453864757,449.4788907729514,1,arc_0505,224.7394453864757,224.7394453864757,0.6657546049423715,D_background,ocean,0.9674769891647124,0.0325230108352875,oceanic crust,0.2019093055125092,1,557.9745266525773,,Dextral_Transform,0.0,0,5,2.482761874280904,no_mapped_active_fault_within_radius
354,structure_0354,arc_0461,#455,60.88592083659404,49.5613132142932,100.37485043485869,200.74970086971737,1,arc_0461,100.37485043485869,100.37485043485869,0.6648941022526701,D_background,land,0.9039019516245748,0.0960980483754252,basin;volcanic arc,0.0,1,713.8535592122123,,Dextral,0.0,0,10,7.11187669141773,no_mapped_active_fault_within_radius
355,structure_0355,arc_0416,#410,-45.184163758558725,23.045861484032056,8.79048280416622,17.58096560833244,1,arc_0416,8.79048280416622,8.79048280416622,0.6644124722551573,D_background,ocean,1.0,0.0,oceanic crust,0.0,1,14.55499569800137,,Spreading_Ridge,0.0,0,2,1.6557674956264152,no_mapped_active_fault_within_radius
356,structure_0356,arc_0754,#739,162.31965150629503,20.964089579735063,150.793878305457,301.587756610914,1,arc_0754,150.793878305457,150.793878305457,0.6643361801588628,D_background,ocean,1.0,0.0,,0.2019849086903169,1,1540.1231427316702,,Subduction_Thrust,0.0,0,20,10.213432800049784,no_mapped_active_fault_within_radius
357,structure_0357,arc_0158,#160,47.96123424946873,60.77017311035015,19.046011253843226,38.09202250768645,1,arc_0158,19.046011253843226,19.046011253843226,0.663894149063255,D_background,land,1.0,0.0,,0.0,1,1978.9183029671456,,Reverse,0.0,0,20,103.9019811861041,no_mapped_active_fault_within_radius
358,structure_0358,arc_0022,#028,17.372068867347764,-21.272384559344957,85.85951960405066,171.71903920810132,1,arc_0022,85.85951960405066,85.85951960405066,0.6637753011073696,D_background,land,1.0,0.0,,0.0,1,1059.3632149605912,,Normal,0.0,0,10,12.33833149598257,no_mapped_active_fault_within_radius
359,structure_0359,arc_0533,#527,-171.94753164682749,65.82340505391679,18.14360688334908,36.28721376669816,1,arc_0533,18.14360688334908,18.14360688334908,0.6636749651230467,D_background,land,1.0,0.0,,0.0053313732393641,1,300.63561603684497,,Normal,0.0,0,10,16.569782291345117,no_mapped_active_fault_within_radius
360,structure_0360,arc_1056,#1054,96.86483964081191,44.157801380758585,61.41756394570025,122.8351278914005,1,arc_1056,61.41756394570025,61.41756394570025,0.6636201129329996,D_background,land,1.0,0.0,,0.0,1,23.647248102094533,,Reverse,136.8920271292783,1,2,0.38502419475642585,intersects_active_fault
361,structure_0361,arc_0031,#019,15.241268865147134,-20.46910061359757,9.20342352200129,18.40684704400258,1,arc_0031,9.20342352200129,9.20342352200129,0.6630411965767498,D_background,land,1.0,0.0,,0.0,1,1249.731010967956,,Normal,0.0,0,20,135.78979691420324,no_mapped_active_fault_within_radius
362,structure_0362,arc_1284,#1281,-57.430423031906656,51.52899613633342,20.90681804221306,41.81363608442612,1,arc_1284,20.90681804221306,20.90681804221306,0.6626096105971968,D_background,mixed,1.0,0.0,,0.1811821116803323,1,2451.1915569296384,,Spreading_Ridge,0.0,0,20,117.24364520609618,no_mapped_active_fault_within_radius
363,structure_0363,arc_0071,#066,-16.180313478427138,-13.817289234825708,45.15150309249987,90.30300618499975,1,arc_0071,45.15150309249987,45.15150309249987,0.662342750648861,D_background,ocean,1.0,0.0,,0.2468326347301845,1,177.23775121929415,,Spreading_Ridge,0.0,0,2,3.9254009076108733,no_mapped_active_fault_within_radius
364,structure_0364,arc_0162,#164,-124.88875950999189,50.41928398599888,14.486397036934823,28.972794073869647,1,arc_0162,14.486397036934823,14.486397036934823,0.6622227096280412,D_background,mixed,1.0,0.0,,0.4435687238106593,1,257.5178771070737,,Subduction_Thrust,0.0,0,2,17.776530385747446,no_mapped_active_fault_within_radius
365,structure_0365,arc_1168,#1174,-62.10370007193674,-47.73217347034471,36.43750583302569,72.87501166605138,1,arc_1168,36.43750583302569,36.43750583302569,0.6621627539118308,D_background,ocean,1.0,0.0,,0.2493852483347847,1,910.1195779221262,,Subduction_Thrust,0.0,0,5,24.977548740375784,no_mapped_active_fault_within_radius
366,structure_0366,arc_0651,#634,-41.23280750219584,-57.537988757971526,421.0267319201563,842.0534638403126,1,arc_0651,421.0267319201563,421.0267319201563,0.6618281798864244,D_background,ocean,0.732370278944319,0.2676297210556809,accretionary complex;oceanic back-arc basin;oceanic crust;volcanic arc,0.4598379934215948,1,332.68512370688313,,Sinistral_Transform,909.0536503848793,1,5,0.7901757738508007,intersects_active_fault
367,structure_0367,arc_1273,#1270,-62.86850553904438,51.974998229922434,43.04317565792198,86.08635131584396,1,arc_1273,43.04317565792198,43.04317565792198,0.6611786799515609,D_background,land,1.0,0.0,,0.0,1,1838.486076689168,,Dextral_Transform,0.0,0,40,42.71260306860746,no_mapped_active_fault_within_radius
368,structure_0368,arc_0067,#061,164.1904359133959,-42.87343203823222,240.4086358210776,480.8172716421552,1,arc_0067,240.4086358210776,240.4086358210776,0.661012690895117,D_background,ocean,0.6955572248792106,0.3044427751207895,oceanic crust;volcanic arc;wide rift,0.2987069803614003,1,269.37281967731207,Caswell High 8,Normal,0.0,0,5,1.1204789659793704,no_mapped_active_fault_within_radius
369,structure_0369,arc_1225,#1226,-52.07479052712975,-3.4548571571875732,329.64466429961305,659.2893285992261,1,arc_1225,329.64466429961305,329.64466429961305,0.660552791610763,D_background,land,0.8429178268931878,0.1570821731068122,narrow rift;orogenic belt;shield;volcanic arc,0.3537289233926812,1,1648.028214869167,Antilles Thrust,Reverse,0.0,0,20,4.9994081304810045,no_mapped_active_fault_within_radius
370,structure_0370,arc_0768,#762,140.80498823939894,18.096859173107795,799.19059593367,1598.38119186734,1,arc_0768,799.19059593367,799.19059593367,0.6599312428873984,D_background,ocean,0.579093964902798,0.420906035097202,accretionary complex;oceanic back-arc basin;oceanic crust;volcanic arc,0.2596284268443233,1,386.8132366737831,,Dextral_Transform,1427.5910582617676,1,5,0.48400624161734657,intersects_active_fault
371,structure_0371,arc_0745,#730,-55.7986722626066,67.17333512682919,468.0231139012521,936.0462278025042,1,arc_0745,468.0231139012521,468.0231139012521,0.6593507829528296,D_background,mixed,0.6791537237610665,0.3208462762389334,accretionary complex;craton;oceanic crust;passive margin;shield;volcanic arc,0.4932264187721139,1,1498.6752484372607,,Spreading_Ridge,0.0,0,40,3.2021393899649695,no_mapped_active_fault_within_radius
372,structure_0372,arc_0559,#553,-174.274528013981,65.43808406349848,10.06258331786042,20.12516663572084,1,arc_0559,10.06258331786042,10.06258331786042,0.658859150581358,D_background,land,1.0,0.0,,0.0,1,400.0814109331043,,Normal,0.0,0,10,39.75931411399955,no_mapped_active_fault_within_radius
373,structure_0373,arc_0806,#795,121.04342344499707,-24.558174642048225,34.866702807520284,69.73340561504057,1,arc_0806,34.866702807520284,34.866702807520284,0.6582443351156521,D_background,land,1.0,0.0,,0.0,1,195.60536685566248,Balfour Downs Lineament,Reverse,0.0,0,2,5.61009074862889,no_mapped_active_fault_within_radius
