replicate,fault_intersection_fraction,median_log1p_fault_proximity_ratio
5219,0.09375,1.921658863268521
5220,0.15625,1.3710525646684726
5221,0.34375,1.256236074466339
5222,0.03125,2.097415408087349
5223,0.25,1.6248636962094682
5224,0.125,1.9761578101011956
5225,0.03125,2.514061260650947
5226,0.15625,2.1650320694905316
5227,0.0625,2.267529818087266
5228,0.25,1.9112286661851003
5229,0.1875,1.976436511656173
5230,0.1875,1.219550507532341
5231,0.21875,1.7911784839128295
5232,0.21875,1.3966645726029712
5233,0.1875,1.857077110010084
5234,0.15625,2.038892049375353
5235,0.21875,1.8880090192337198
5236,0.28125,1.4386493704687684
5237,0.1875,1.6889554045006325
5238,0.125,2.153512661505104
5239,0.21875,2.262769390833788
5240,0.125,1.8355795245246416
5241,0.15625,2.414118940967996
5242,0.1875,2.1338831265175306
5243,0.21875,1.6357305023331457
5244,0.125,2.0088654131737584
5245,0.15625,2.029694183157077
5246,0.1875,2.174494173372458
5247,0.03125,2.235652049840423
5248,0.25,2.259772690906732
5249,0.21875,1.4270852019797082
5250,0.15625,2.1829340392241683
5251,0.1875,1.8771814128601816
5252,0.15625,1.795753793978827
5253,0.21875,2.068082488197225
5254,0.15625,2.297852459166009
5255,0.09375,1.7066993464350988
5256,0.21875,1.9425066119132537
5257,0.1875,2.216467448759725
5258,0.25,1.8695100407103489
5259,0.3125,1.7200249432834187
5260,0.125,1.9485263973546179
5261,0.28125,1.468749268045707
5262,0.21875,1.8836880843647577
5263,0.15625,1.886576164016803
5264,0.0625,1.92086654440413
5265,0.25,1.9948581744898073
5266,0.1875,1.6759614254640234
5267,0.1875,2.139243605657879
5268,0.125,2.1393307370907966
5269,0.1875,2.046693301553967
5270,0.09375,1.9236727127603495
5271,0.21875,2.044403823597867
5272,0.1875,1.5148998716233832
5273,0.1875,1.9044674117546987
5274,0.125,1.9303378729747371
5275,0.25,1.3524974317136371
5276,0.21875,1.8872615936657189
5277,0.25,1.9004178375145018
5278,0.1875,2.204479346433686
5279,0.1875,1.7152586516380977
5280,0.15625,1.7653974198146662
5281,0.15625,1.9783746712544548
5282,0.15625,2.0799756421902686
5283,0.28125,1.3371631366185415
5284,0.09375,1.9066893676365662
5285,0.0625,2.092980605238485
5286,0.15625,2.055236968106831
5287,0.15625,1.9119140958340162
5288,0.09375,2.0388629157100207
5289,0.25,1.511144231182458
5290,0.15625,2.172716846625315
5291,0.21875,1.7337901136489036
5292,0.125,2.174337341911259
5293,0.15625,2.202846590068978
5294,0.125,2.041582544235352
5295,0.21875,1.748934636593927
5296,0.25,1.703668860318177
5297,0.1875,2.126016525269247
5298,0.25,1.067689698602921
5299,0.125,1.8843735140136735
5300,0.1875,1.9357770470044708
5301,0.15625,2.2204396818238603
5302,0.1875,1.8804067474399055
5303,0.125,2.0901856119327533
5304,0.15625,2.1735917252173635
5305,0.28125,1.4806288478674001
5306,0.28125,1.2007089050455013
5307,0.15625,2.0993507924372388
5308,0.1875,2.17015926779702
5309,0.125,2.2588674174197196
5310,0.09375,1.9221417717987659
5311,0.15625,1.864941564140557
5312,0.125,1.956432152186093
5313,0.1875,1.9735590253969333
5314,0.03125,2.3167781754488486
5315,0.15625,1.9579630931476766
5316,0.0625,2.1307216854295294
5317,0.125,1.783212127450211
5318,0.125,2.055236968106831
5319,0.1875,2.3477398977565187
5320,0.0625,2.114475152463653
5321,0.15625,2.4746997704205596
5322,0.0625,2.069004813680037
5323,0.1875,1.6584522060411193
5324,0.1875,1.7906532620686784
5325,0.1875,2.1283993005399275
5326,0.1875,2.207373261942021
5327,0.15625,1.5677501807341656
5328,0.0625,2.320434010515407
5329,0.0625,2.421934894520154
5330,0.125,1.9561587133221954
5331,0.15625,1.7539079193844516
5332,0.28125,2.151333466079652
5333,0.15625,1.885765209195306
5334,0.15625,2.0345400373066287
5335,0.1875,1.9414468160021752
5336,0.15625,1.7845155127085928
5337,0.1875,2.092980605238485
5338,0.15625,2.249753555699391
5339,0.15625,1.761488575460135
5340,0.25,1.4541018822998226
5341,0.15625,1.937125881133213
5342,0.1875,2.074726558572909
5343,0.15625,1.8880090192337198
5344,0.1875,1.7440495714537372
5345,0.0625,1.509117103446724
5346,0.09375,2.1581772135108404
5347,0.09375,2.2624073875710917
5348,0.15625,1.8439137170494493
5349,0.21875,1.7166777627099807
5350,0.15625,2.255328586156201
5351,0.21875,1.427515943970993
5352,0.15625,2.043047786937989
5353,0.15625,2.133464837121278
5354,0.09375,1.9107457576548552
5355,0.1875,1.7166777627099807
5356,0.21875,2.214137238567737
5357,0.09375,2.3631450478853546
5358,0.09375,2.220328533519114
5359,0.25,1.8392870437529458
5360,0.21875,2.231966550878697
5361,0.15625,2.185583796237924
5362,0.15625,2.233795753697347
5363,0.15625,1.9615670818675852
5364,0.1875,1.984748301120165
5365,0.15625,1.783212127450211
5366,0.125,2.06866136080647
5367,0.21875,2.1749548392894873
5368,0.1875,1.931506211153898
5369,0.0625,2.2039841486859255
5370,0.25,2.0608351895539236
5371,0.15625,1.825976218180183
5372,0.21875,2.0388629157100207
5373,0.15625,2.51440305593724
5374,0.125,2.363161694074701
5375,0.25,1.4625940628790373
5376,0.09375,2.2201070800549587
5377,0.1875,1.8461163670525784
5378,0.09375,1.9237851034751228
5379,0.1875,1.5410862840503239
5380,0.125,1.9777281747193518
5381,0.25,1.7417107314475768
5382,0.125,2.1960609973355214
5383,0.1875,1.9050474204957815
5384,0.21875,1.952856608301817
5385,0.28125,1.807397392203628
5386,0.25,1.864458655610312
5387,0.0625,1.9863916327965219
5388,0.25,1.4231642137722322
5389,0.21875,1.5873305309788988
5390,0.25,2.36556267367026
5391,0.09375,2.088288577075724
5392,0.1875,2.193811243439206
5393,0.1875,1.925541557573549
5394,0.125,2.0572570921040274
5395,0.125,1.253548981519458
5396,0.125,2.174886392777469
5397,0.25,1.8177427988874308
5398,0.0625,2.590735986117833
5399,0.1875,2.2273847168092273
5400,0.1875,1.9862792420817486
5401,0.125,2.33395710954016
5402,0.15625,2.341025427604487
5403,0.15625,2.097215776551188
5404,0.15625,1.9491230352923363
5405,0.21875,1.8229864947655194
5406,0.09375,1.6721946079229477
5407,0.0625,2.358671262965468
5408,0.125,2.4053231120675482
5409,0.09375,1.893811055971208
5410,0.09375,2.019739215521686
5411,0.125,2.0964004781987455
5412,0.1875,1.9236727127603495
5413,0.15625,2.1560605910601014
5414,0.15625,1.5000086977204508
5415,0.21875,2.2776974250463646
5416,0.09375,2.138750343382185
5417,0.09375,2.744604489620489
5418,0.15625,2.2241469669591125
5419,0.0625,2.098257402569911
5420,0.21875,1.3720562996182601
5421,0.15625,2.2617444638496096
5422,0.21875,2.2683339376644476
5423,0.09375,2.27463364187296
5424,0.1875,1.4941324561375615
5425,0.125,1.8836880843647577
5426,0.21875,1.95813605939947
5427,0.1875,1.8065294129906722
5428,0.09375,2.329230541499423
5429,0.09375,2.070024474878594
5430,0.21875,2.204479346433686
5431,0.125,2.0548124118436153
5432,0.1875,1.8981503240122433
5433,0.09375,1.886576164016803
5434,0.03125,1.9335743970013417
5435,0.21875,2.3698133344569206
5436,0.1875,1.7440495714537372
5437,0.15625,2.2881872743971328
5438,0.125,2.283570138295052
5439,0.1875,1.8771814128601816
5440,0.125,2.38781096965381
5441,0.1875,2.2007900099882107
5442,0.21875,2.2536571165445762
5443,0.21875,1.5220848087448517
5444,0.1875,1.993166277066729
5445,0.21875,2.19481222793787
5446,0.1875,1.956432152186093
5447,0.1875,2.307265873535246
5448,0.15625,2.322330475659813
5449,0.21875,1.3696440643198668
5450,0.25,1.5799046521618632
5451,0.125,2.229296149866352
5452,0.1875,1.840846249888286
5453,0.125,1.925541557573549
5454,0.1875,2.25346835102547
5455,0.09375,2.126809095046008
5456,0.09375,1.8710207026597838
5457,0.15625,1.732577930072639
5458,0.15625,1.9934273108263811
5459,0.28125,1.7375328276201296
5460,0.25,1.6954157897694697
5461,0.125,2.044403823597867
5462,0.1875,1.885890734367887
5463,0.09375,2.12447599232008
5464,0.125,2.4678681108378937
5465,0.25,2.2899774975289082
5466,0.1875,2.2772574595951927
5467,0.28125,0.9818408335714448
5468,0.28125,1.8242898800239014
5469,0.1875,1.507397821806809
5470,0.25,1.313926773538033
5471,0.21875,1.5411417090132327
5472,0.1875,2.19481222793787
5473,0.09375,2.3935870883542183
5474,0.1875,1.857077110010084
5475,0.15625,1.6554192586985534
5476,0.21875,1.7143704612140733
5477,0.25,2.2398048768907337
5478,0.28125,2.0525173395814997
5479,0.09375,1.768957695678493
5480,0.15625,2.109560457635121
5481,0.125,2.159287959622171
5482,0.0625,1.857077110010084
5483,0.125,1.822087230020772
5484,0.21875,1.5422401418568867
5485,0.09375,2.253178955871146
5486,0.28125,1.8879678591984352
5487,0.25,1.626732516025982
5488,0.1875,1.7779420102859187
5489,0.03125,2.1875469744412577
5490,0.25,1.759233650768908
5491,0.25,1.0799725846117627
5492,0.03125,1.92086654440413
5493,0.15625,2.4328757027312813
5494,0.125,2.358671262965468
5495,0.1875,1.6935445135048157
5496,0.125,2.469443597327511
5497,0.15625,1.9221417717987659
5498,0.125,2.1184574494289508
5499,0.125,2.1268497638903217
5500,0.125,2.215819348949146
5501,0.15625,2.0964004781987455
5502,0.21875,1.6779383906333574
5503,0.21875,1.948497263689286
5504,0.1875,2.0388629157100207
5505,0.21875,1.8879678591984352
5506,0.15625,1.9262269872224649
5507,0.15625,1.8392870437529458
5508,0.09375,2.310738292247111
5509,0.125,1.8207838447623903
5510,0.21875,1.948497263689286
5511,0.15625,2.366310921666823
5512,0.15625,2.3098778400630122
5513,0.21875,1.8710207026597838
5514,0.1875,2.01401736968799
5515,0.21875,1.380903134444116
5516,0.1875,2.2848725145693165
5517,0.125,2.3274461779553053
5518,0.15625,2.3163976571101044
5519,0.125,2.019694514515096
5520,0.25,1.998412709991202
5521,0.1875,2.166073695509255
5522,0.21875,1.5964765651293753
5523,0.125,2.3098778400630122
5524,0.25,1.886576164016803
5525,0.1875,2.0038311868991356
5526,0.09375,1.9651111618923092
5527,0.25,2.057380219631688
5528,0.21875,2.4533586279483814
5529,0.1875,1.982816777741945
5530,0.09375,1.2869256162396912
5531,0.1875,2.1108702004226663
5532,0.1875,2.1875469744412577
5533,0.03125,2.4024092064140743
5534,0.125,2.412543454478379
5535,0.28125,1.877097287319165
5536,0.15625,2.3960705753637264
5537,0.0625,1.885765209195306
5538,0.15625,1.7754880482673188
5539,0.125,2.142440967973152
5540,0.28125,1.668948968746085
5541,0.1875,1.931506211153898
5542,0.1875,2.19481222793787
5543,0.15625,2.19481222793787
5544,0.09375,2.111816414498403
5545,0.125,2.268671476763389
5546,0.21875,1.7539079193844516
5547,0.09375,2.38781096965381
5548,0.125,2.221528126039576
5549,0.21875,1.7509604834967087
5550,0.15625,1.5922688596401022
5551,0.28125,1.8832051758345125
5552,0.21875,1.9747399584614307
5553,0.125,2.0018025107664266
5554,0.28125,1.8461163670525784
5555,0.15625,1.8461163670525784
5556,0.1875,1.9763104165875611
5557,0.15625,2.548055074761522
5558,0.09375,2.1202487860481267
5559,0.15625,1.6696736904702716
5560,0.25,1.8010290302353877
5561,0.1875,1.7876166412845635
5562,0.21875,1.7432156006727517
5563,0.09375,2.1297020242309728
5564,0.09375,1.768870121060363
5565,0.1875,1.8392870437529458
5566,0.125,2.3501308327900414
5567,0.09375,1.760269152934808
5568,0.125,2.2880317345002226
5569,0.28125,2.068391716986233
5570,0.125,2.197103204223352
5571,0.25,1.472532330283371
5572,0.15625,1.840846249888286
5573,0.15625,2.118539092110483
5574,0.03125,2.0019641941230732
5575,0.125,2.3224453767696644
5576,0.0625,2.267221509464731
5577,0.15625,1.9615670818675852
5578,0.28125,1.8043254987207555
5579,0.125,2.180613950968311
5580,0.1875,1.633423200837238
5581,0.09375,1.921691804103364
5582,0.25,1.886576164016803
5583,0.125,2.1965603842803514
5584,0.21875,1.9505743885198343
5585,0.375,1.4171032023143948
5586,0.21875,2.3947405674534186
5587,0.1875,1.9066893676365662
5588,0.15625,1.3662800048309123
5589,0.28125,1.8386435998851567
5590,0.21875,1.7292987658705026
5591,0.125,2.0805776370044504
5592,0.1875,1.840363341358041
5593,0.21875,1.9237851034751228
5594,0.09375,2.2853719015141465
5595,0.09375,1.8804067474399055
5596,0.15625,1.7499755985201157
5597,0.25,1.864941564140557
5598,0.125,1.9385284381950987
5599,0.25,2.453513322647221
5600,0.1875,1.8120155243672076
5601,0.21875,1.6945818189884845
5602,0.09375,2.005770620771348
5603,0.21875,2.0907667180366385
5604,0.125,2.132421652756304
5605,0.0625,2.7367483124452123
5606,0.125,2.1208042554574895
5607,0.21875,1.784472660371003
5608,0.25,1.7417107314475768
5609,0.125,1.9882352546498787
5610,0.15625,2.0341263386995436
5611,0.15625,1.7715557274029832
5612,0.25,1.915789660616723
5613,0.21875,1.7765755398580285
5614,0.125,2.4067893082775633
5615,0.15625,1.685229020500375
5616,0.1875,1.6296285091498257
5617,0.15625,1.6305273317404652
5618,0.21875,2.127964240148465
5619,0.09375,2.1718083521062628
5620,0.21875,1.8575600185403291
5621,0.1875,1.92147006275722
5622,0.125,2.4917127738013827
5623,0.03125,1.976436511656173
5624,0.1875,1.9627977335648517
5625,0.0625,2.2853719015141465
5626,0.125,2.422790866097711
5627,0.125,1.884924917307397
5628,0.125,1.88274563888888
5629,0.21875,2.244130636719934
5630,0.28125,1.731573391619716
5631,0.1875,2.0143130237470244
5632,0.34375,0.9237538660140129
5633,0.25,1.802766292585415
5634,0.1875,1.6922066052738554
5635,0.1875,2.170069073430479
5636,0.125,1.4941324561375615
5637,0.125,1.8461163670525784
5638,0.125,1.885890734367887
5639,0.09375,2.199244310822354
5640,0.125,2.2853719015141465
5641,0.125,2.069997232458731
5642,0.09375,1.8680914916384874
5643,0.15625,2.2063316359232976
5644,0.1875,1.948497263689286
5645,0.15625,2.1681325499598256
5646,0.125,2.0799756421902686
5647,0.28125,1.3720562996182601
5648,0.15625,2.142541188539884
5649,0.21875,1.8062991473996801
5650,0.21875,2.2247222350384828
5651,0.1875,1.8225035862352745
5652,0.0625,1.9243581424092655
5653,0.09375,2.2659634998326954
5654,0.1875,1.439401403586905
5655,0.28125,1.8152624155826274
5656,0.0625,2.343896731673401
5657,0.1875,1.9539448742625516
5658,0.125,1.8412290209671278
5659,0.34375,1.732577930072639
5660,0.21875,1.886576164016803
5661,0.125,2.1642282286699945
5662,0.09375,2.2819468324726255
5663,0.15625,2.300438228696353
5664,0.125,1.7258794981577688
5665,0.1875,1.392210736697649
5666,0.21875,2.174337341911259
5667,0.15625,2.1307216854295294
5668,0.1875,1.471020760927492
5669,0.125,2.069004813680037
5670,0.1875,1.7994698241000475
5671,0.21875,2.108490338620518
5672,0.125,2.1134741679649887
5673,0.21875,1.6296285091498257
5674,0.15625,1.8251671968252485
5675,0.125,1.8695214379805751
5676,0.15625,2.1720026882186625
5677,0.1875,1.8152624155826274
5678,0.125,2.121761610950405
5679,0.15625,2.046693301553967
5680,0.125,2.0535370007800564
5681,0.25,2.1088095918543064
5682,0.25,1.5562798373354236
5683,0.0625,2.0320769584277576
5684,0.21875,1.8344999514922535
5685,0.25,1.9500800410040502
5686,0.25,1.8238366015904437
5687,0.0625,2.2204878068239857
5688,0.28125,1.4238469514272691
5689,0.09375,1.9345111690548538
5690,0.25,1.7956513109175933
5691,0.21875,1.6564879681737976
5692,0.0625,2.0181189814764724
5693,0.1875,1.9385284381950987
5694,0.0625,2.3651926242300636
5695,0.15625,1.7661455151752334
5696,0.25,1.5207435679532515
5697,0.15625,1.8229121428196677
5698,0.125,2.1429049913686455
5699,0.125,2.264913960380654
5700,0.125,1.925541557573549
5701,0.25,1.2617643012447703
5702,0.0625,2.2446590130381257
5703,0.1875,2.011103793010685
5704,0.5,0.8451863535725728
5705,0.125,1.915789660616723
5706,0.15625,1.5487095632883057
5707,0.15625,2.055731135322445
5708,0.15625,1.925541557573549
5709,0.21875,1.8146914989942151
5710,0.28125,1.6006741074092847
5711,0.125,2.204479346433686
5712,0.125,1.637672795537186
5713,0.125,2.1848067070470876
5714,0.15625,1.9201811147552141
5715,0.125,2.3695078188770706
5716,0.0625,1.885407825837642
5717,0.09375,1.9949778948267527
5718,0.21875,1.895454387647565
5719,0.125,2.0881823656312317
5720,0.1875,2.0219990141572164
5721,0.1875,1.964228812391313
5722,0.21875,1.9607343585475214
5723,0.09375,2.18808179740084
5724,0.15625,1.5000086977204508
5725,0.09375,2.075727543071573
5726,0.1875,2.418585230416908
5727,0.15625,2.189567134300566
5728,0.15625,1.9710244355598978
5729,0.125,2.1158382665357767
5730,0.09375,2.139370129050159
5731,0.21875,1.9156223782851733
5732,0.125,1.812515534060728
5733,0.0625,2.0247582168821636
5734,0.21875,2.0011641011818297
5735,0.21875,2.0548124118436153
5736,0.0625,2.1518635771958605
5737,0.21875,1.7367060517249908
5738,0.125,1.8879678591984352
5739,0.125,2.2358635415881123
5740,0.15625,2.18458281173926
5741,0.28125,2.197301855854313
5742,0.3125,1.319108522964916
5743,0.21875,2.188000816045995
5744,0.21875,2.037644197071651
5745,0.1875,1.9920506138096008
5746,0.21875,1.7779420102859187
5747,0.1875,1.99838357632587
5748,0.125,2.1436234087012087
5749,0.21875,1.9455190465724272
5750,0.21875,1.9385284381950987
5751,0.09375,2.3157630839380525
5752,0.15625,1.909026016181971
5753,0.15625,1.9988965876795712
5754,0.09375,1.7398135855090078
5755,0.21875,1.836610848312999
5756,0.09375,2.242590930559514
5757,0.125,2.1774461279680057
5758,0.25,1.8886532888473513
5759,0.15625,2.044403823597867
5760,0.125,2.0855294769506743
5761,0.09375,1.701466210315048
5762,0.3125,1.5008943034162736
5763,0.25,1.178094329984777
5764,0.21875,2.165108910211313
5765,0.28125,1.5852887328001257
5766,0.25,2.114475152463653
5767,0.125,2.3098778400630122
5768,0.28125,1.369343447707482
5769,0.15625,1.8429233747188345
5770,0.125,1.6921492935589006
5771,0.15625,2.0608351895539236
5772,0.09375,1.8482346519184114
5773,0.09375,2.1411331186528653
5774,0.15625,1.7523581759802598
5775,0.1875,2.267529818087266
5776,0.21875,1.8251671968252485
5777,0.0625,2.178645243055354
5778,0.125,1.807397392203628
5779,0.15625,1.886576164016803
5780,0.21875,2.01100565638268
5781,0.15625,2.0608351895539236
5782,0.0625,2.3470390078695442
5783,0.21875,1.4270852019797082
5784,0.15625,2.1718083521062628
5785,0.15625,1.8087320629938015
5786,0.09375,1.9961451964889434
5787,0.15625,2.058579232690642
5788,0.28125,2.2029201028436516
5789,0.21875,2.0452039165391103
5790,0.21875,1.7946557789379616
5791,0.09375,1.9257909976261822
5792,0.15625,2.031276865486514
5793,0.125,2.024787350547496
5794,0.1875,2.164752480099222
5795,0.21875,1.4752091685434956
5796,0.15625,1.8532597913900775
5797,0.21875,1.5128841044629189
5798,0.375,1.5614427415449867
5799,0.125,2.0535370007800564
5800,0.21875,2.1682040787141967
5801,0.125,1.9670885079695837
5802,0.125,1.6079930405219747
5803,0.125,1.9046122428060177
5804,0.25,1.79273769004817
5805,0.1875,2.026142699025206
5806,0.21875,2.2932407922351237
5807,0.15625,2.2523000256979593
5808,0.0625,2.139814058094224
5809,0.25,1.7093211216674562
5810,0.15625,1.4621811675297511
5811,0.25,1.9133057910156488
5812,0.09375,1.9789793543420044
5813,0.15625,1.9043003187661478
5814,0.1875,1.6695198853344975
5815,0.1875,1.7911784839128295
5816,0.21875,1.8710207026597838
5817,0.09375,2.199075601734642
5818,0.15625,2.1347549775629595
5819,0.25,1.4253522391252464
5820,0.15625,1.6759614254640234
5821,0.125,2.19481222793787
5822,0.1875,2.0358045678408523
5823,0.0625,2.272377365762091
5824,0.25,1.9221417717987659
5825,0.15625,2.323112127262136
5826,0.09375,2.0251669640749093
5827,0.15625,2.4854585971525474
5828,0.1875,1.47285353062518
5829,0.125,2.1347549775629595
5830,0.09375,2.0141507554958578
5831,0.21875,1.8388041352227007
5832,0.21875,1.9046122428060177
5833,0.21875,1.7522262251779177
5834,0.1875,2.111816414498403
5835,0.1875,2.363161694074701
5836,0.09375,1.5275932312805558
5837,0.1875,1.8996551932374182
5838,0.03125,2.408411795495401
5839,0.125,1.9825099212832384
5840,0.1875,1.6445752113769179
5841,0.15625,2.227922743212988
5842,0.15625,2.073626752597565
5843,0.15625,2.182819849460808
5844,0.125,2.6698240151839405
5845,0.0625,2.291939293235907
5846,0.0625,2.2865584994035113
5847,0.0625,2.0911296202930267
5848,0.125,2.236905167606836
5849,0.15625,1.9764228073023347
5850,0.1875,2.0000460566680003
5851,0.15625,1.6999708586101387
5852,0.15625,2.267898785958697
5853,0.125,2.058579232690642
5854,0.09375,2.223105340940389
5855,0.25,1.9772760475871785
5856,0.15625,1.626732516025982
5857,0.125,2.3316338577407083
5858,0.28125,2.4773774248751512
5859,0.09375,2.2036325087644557
5860,0.25,1.9286181315018527
5861,0.09375,2.3800639893294653
5862,0.1875,1.8461163670525784
5863,0.21875,2.0165805372492827
5864,0.21875,2.0235178797656665
5865,0.125,1.931211901909021
5866,0.125,2.216467448759725
5867,0.21875,1.4641710976001878
5868,0.15625,2.040509322324986
5869,0.0625,2.310738292247111
5870,0.21875,1.0690233493420387
5871,0.28125,1.4951112293977942
5872,0.15625,2.1560605910601014
5873,0.09375,1.9807162864898507
5874,0.1875,2.3157074424746695
5875,0.25,1.599930904544405
5876,0.125,2.2135276655848974
5877,0.21875,1.8880090192337198
5878,0.09375,2.332646064101581
5879,0.1875,1.885890734367887
5880,0.28125,2.04838469136145
5881,0.21875,2.1297020242309728
5882,0.21875,1.2898982842232547
5883,0.125,2.026142699025206
5884,0.0625,2.0841663628785505
5885,0.25,2.0799756421902686
5886,0.21875,1.7473775667956257
5887,0.15625,1.9237851034751228
5888,0.1875,1.970067427391798
5889,0.1875,1.9959975560253094
5890,0.125,2.5049665006769404
5891,0.09375,1.9233021949448779
5892,0.09375,2.430200719706367
5893,0.1875,2.1815709251520445
5894,0.09375,2.3708136868460103
5895,0.15625,1.9066893676365662
5896,0.15625,2.233714966224266
5897,0.28125,1.7896736146876546
5898,0.21875,1.893811055971208
5899,0.25,1.850942536425094
5900,0.1875,1.9178667854472713
5901,0.15625,2.1059155688216635
5902,0.125,2.098257402569911
5903,0.09375,2.2944439697425
5904,0.0625,1.842964534754119
5905,0.125,1.9046122428060177
5906,0.21875,1.8814854343616283
5907,0.1875,1.9044674117546987
5908,0.09375,2.159287959622171
5909,0.25,2.036905333605077
5910,0.21875,2.267898785958697
5911,0.28125,1.7898192912876931
5912,0.125,2.233714966224266
5913,0.09375,2.2682257944308697
5914,0.25,1.7434922636205432
5915,0.15625,1.7166777627099807
5916,0.125,2.085866330205325
5917,0.21875,1.885890734367887
5918,0.125,1.9233021949448779
5919,0.34375,1.4905865460321608
5920,0.125,1.978179261400761
5921,0.1875,2.027391968561996
5922,0.09375,2.101972035196969
5923,0.1875,1.9859396645391745
5924,0.0625,1.8631201063449843
5925,0.1875,1.9740537363854926
5926,0.0625,2.08569636856576
5927,0.1875,2.1023728685845517
5928,0.125,1.8152624155826274
5929,0.21875,2.0002761315213338
5930,0.15625,2.122188942031398
5931,0.1875,2.174886392777469
5932,0.375,1.200641787171191
5933,0.0625,2.06753262852843
5934,0.21875,2.1960609973355214
5935,0.15625,1.9221417717987659
5936,0.125,2.2777363860217243
5937,0.125,1.9178667854472713
5938,0.1875,1.80634199973727
5939,0.1875,1.5223900606878753
5940,0.125,2.0845145470620707
5941,0.1875,2.180608590717582
5942,0.1875,1.776181320183785
5943,0.125,1.3941847493098471
5944,0.15625,1.948497263689286
5945,0.1875,1.732577930072639
5946,0.15625,1.9954337905689878
5947,0.09375,2.080932634840171
5948,0.21875,1.9874896193779779
5949,0.09375,2.3042454413871525
5950,0.09375,2.2694516836654
5951,0.125,2.4332949746417607
5952,0.09375,2.374182734350903
5953,0.21875,2.06866136080647
5954,0.1875,1.8152624155826274
5955,0.1875,1.9834584853321937
5956,0.15625,2.204479346433686
5957,0.15625,2.362261130125677
5958,0.21875,1.8461163670525784
5959,0.125,1.9242188966293141
5960,0.09375,2.1297020242309728
5961,0.28125,2.2571488731844993
5962,0.21875,2.33395710954016
5963,0.125,2.3499070340331887
5964,0.1875,2.1246456445543274
5965,0.21875,1.7680878083792737
5966,0.28125,1.7152586516380977
5967,0.09375,2.191741690836999
5968,0.09375,2.287820980025607
5969,0.15625,1.8710207026597838
5970,0.0625,1.8082491544635566
5971,0.125,2.0925745098215076
5972,0.125,2.3963190008211175
5973,0.09375,2.424032677473139
5974,0.28125,1.579265125777391
5975,0.15625,2.2227567489236684
5976,0.09375,2.1790211865065774
5977,0.1875,1.9201811147552141
5978,0.21875,2.1283993005399275
5979,0.25,2.4381086177700357
5980,0.15625,2.0352946768787046
5981,0.28125,1.6033332377542733
5982,0.15625,2.062740662450023
5983,0.25,1.668948968746085
5984,0.21875,1.5411417090132327
5985,0.1875,2.053131622117376
5986,0.25,1.9462588838523596
5987,0.09375,2.514061260650947
5988,0.125,1.7911784839128295
5989,0.25,1.9727466336461448
5990,0.125,1.9201811147552141
5991,0.15625,1.9599237501912283
5992,0.125,1.9380455296648538
5993,0.21875,2.030675418766495
5994,0.21875,1.3306171359455552
5995,0.21875,1.886576164016803
5996,0.1875,1.7194540266950065
5997,0.15625,2.0576641300641985
5998,0.125,1.92019568152706
5999,0.25,1.1451639899361623
6000,0.15625,2.4298578062692036
6001,0.21875,1.5214469862684674
6002,0.25,1.9535716390091855
6003,0.125,2.0846953840670963
6004,0.15625,1.8372992659975258
6005,0.1875,1.6017936905376757
6006,0.15625,1.92019568152706
6007,0.09375,2.1161751197904275
6008,0.125,2.366310921666823
6009,0.0625,2.1650320694905316
6010,0.03125,2.1749548392894873
6011,0.03125,2.318535313221978
6012,0.15625,1.857077110010084
6013,0.03125,2.3708136868460103
6014,0.375,0.9587750125993236
6015,0.0625,1.8903362457904649
6016,0.1875,1.6142853193372724
6017,0.1875,1.8886944488826358
6018,0.15625,2.204976793195722
6019,0.15625,2.068652779473899
6020,0.15625,1.5117040128640606
6021,0.15625,2.2476205400487625
6022,0.1875,2.022088854745697
6023,0.15625,2.086279060468686
6024,0.0625,2.4325327892941178
6025,0.1875,1.788450612065549
6026,0.0625,2.090142994640362
6027,0.15625,1.8461163670525784
6028,0.125,1.8058381860682875
6029,0.15625,1.8575600185403291
6030,0.15625,1.6499808624074168
6031,0.15625,1.8713385923152006
6032,0.0625,1.8836880843647577
6033,0.125,2.037644197071651
6034,0.1875,1.9236727127603495
6035,0.125,1.6980573691855199
6036,0.15625,1.9034819128750171
6037,0.1875,1.9852542348902587
6038,0.09375,2.269073730715051
6039,0.25,1.748934636593927
6040,0.09375,2.1814565308520777
6041,0.15625,1.7527280919244173
6042,0.15625,2.0088654131737584
6043,0.21875,1.8728728074021035
6044,0.1875,1.6103436462010032
6045,0.15625,1.9621516875607647
6046,0.15625,1.8836880843647577
6047,0.1875,1.8710207026597838
6048,0.28125,1.5766779783954046
6049,0.1875,2.1590840737938373
6050,0.21875,1.936511674993156
6051,0.125,2.299698635834608
6052,0.1875,1.5194609604207414
6053,0.25,1.7962055223421531
6054,0.15625,2.0453301874818433
6055,0.1875,1.886576164016803
6056,0.15625,1.9901959116934305
6057,0.1875,1.9425066119132537
6058,0.25,2.374287914097307
6059,0.15625,1.9762563863886218
6060,0.21875,2.1179688008338085
6061,0.0625,2.182819849460808
6062,0.15625,1.8312596620377186
6063,0.125,2.272377365762091
6064,0.21875,1.4652653790929415
6065,0.21875,2.127964240148465
6066,0.0625,2.329230541499423
6067,0.09375,1.8152624155826274
6068,0.1875,2.054095535021092
6069,0.125,2.076681706113102
6070,0.0625,2.2039841486859255
6071,0.03125,2.2819468324726255
6072,0.15625,1.9067305276718507
