replicate,fault_intersection_fraction,median_log1p_fault_proximity_ratio
2157,0.15625,1.973980294905581
2158,0.15625,2.1134741679649887
2159,0.125,2.5371467429797256
2160,0.0625,2.114189182226533
2161,0.15625,1.9257498375908977
2162,0.1875,1.7005705789779724
2163,0.125,1.7623333444541511
2164,0.3125,1.081785540820054
2165,0.21875,1.4129388911534506
2166,0.15625,2.154478126088347
2167,0.1875,2.0845145470620707
2168,0.15625,1.5411417090132327
2169,0.125,1.7959591641963435
2170,0.15625,2.1802622134812557
2171,0.1875,2.3451233184399287
2172,0.09375,1.885890734367887
2173,0.1875,1.919698206224969
2174,0.125,2.2429989858896406
2175,0.1875,2.3385339235803184
2176,0.1875,2.0453301874818433
2177,0.09375,1.783212127450211
2178,0.21875,1.2634477345127135
2179,0.21875,1.4545662022307568
2180,0.21875,2.043162796623189
2181,0.03125,2.497256314426944
2182,0.1875,1.7847618708544029
2183,0.125,1.745827823391434
2184,0.1875,1.885407825837642
2185,0.0625,1.8168330043004408
2186,0.125,1.2817438668128083
2187,0.21875,2.1289652246471293
2188,0.09375,1.8461163670525784
2189,0.09375,1.886576164016803
2190,0.1875,2.1244669886196412
2191,0.21875,1.8836880843647577
2192,0.25,1.8392870437529458
2193,0.1875,1.9728450158980162
2194,0.0625,2.246109216771996
2195,0.21875,1.7686587249676862
2196,0.15625,1.5035254523913857
2197,0.28125,1.9506035221851663
2198,0.15625,2.2201070800549587
2199,0.09375,1.9564080924336884
2200,0.1875,1.780415865414418
2201,0.09375,2.379512899613988
2202,0.125,2.1965952935924693
2203,0.15625,1.8436892003628906
2204,0.15625,2.0717244422053684
2205,0.09375,1.9918392433697876
2206,0.1875,2.26068492090834
2207,0.125,2.038865990648629
2208,0.0625,1.948014355159041
2209,0.15625,2.401516090620739
2210,0.125,2.0171040515878684
2211,0.1875,1.5186920589798367
2212,0.0,1.7702179311030264
2213,0.125,1.7926833531380044
2214,0.125,2.4543187024317037
2215,0.21875,1.6268293300324266
2216,0.15625,1.8894431662565492
2217,0.1875,1.893811055971208
2218,0.125,1.594887113829812
2219,0.1875,2.0388629157100207
2220,0.21875,1.704247214245081
2221,0.25,1.905311083047111
2222,0.3125,1.9303378729747371
2223,0.125,2.2931258911252717
2224,0.15625,1.795801765408685
2225,0.125,2.2400821989979676
2226,0.15625,2.419895059668405
2227,0.1875,2.031613718741165
2228,0.25,1.6084313880189685
2229,0.09375,1.8553573685371996
2230,0.15625,1.5560083173722083
2231,0.21875,1.8836880843647577
2232,0.0625,2.122188942031398
2233,0.15625,1.6712234338744634
2234,0.09375,1.4714249783294084
2235,0.125,2.3557964531458726
2236,0.15625,2.1307216854295294
2237,0.15625,2.2519917170754233
2238,0.25,1.915789660616723
2239,0.1875,1.4621811675297511
2240,0.15625,2.2153426196923904
2241,0.09375,2.0608718176368237
2242,0.09375,1.937125881133213
2243,0.1875,1.9560631591283846
2244,0.25,1.1445814218752726
2245,0.21875,1.6622480002682452
2246,0.1875,1.8388041352227007
2247,0.09375,1.9964420679480916
2248,0.1875,1.949182693338202
2249,0.09375,2.130881046003444
2250,0.15625,2.2633396821104625
2251,0.1875,1.852585868101451
2252,0.03125,2.231146736467462
2253,0.3125,1.8755380811838247
2254,0.1875,1.8900449840289837
2255,0.25,1.703668860318177
2256,0.03125,2.2834607063563954
2257,0.1875,2.126809095046008
2258,0.21875,1.4163652053086468
2259,0.125,1.987744921509647
2260,0.125,1.9927810496592588
2261,0.09375,2.237151174912934
2262,0.15625,1.4582642039387952
2263,0.15625,1.8553573685371996
2264,0.09375,2.0011641011818297
2265,0.1875,1.9215824534719936
2266,0.03125,2.299450210377217
2267,0.25,1.6922066052738554
2268,0.25,1.8439137170494493
2269,0.09375,1.7980078072124623
2270,0.15625,1.7911784839128295
2271,0.15625,1.9210740237832393
2272,0.15625,1.8843735140136735
2273,0.09375,1.8468017967014945
2274,0.125,1.9783746712544548
2275,0.09375,1.902970295665233
2276,0.0625,2.345982490437163
2277,0.1875,1.536262056482606
2278,0.21875,1.7995126764376372
2279,0.1875,2.0960190227329845
2280,0.21875,1.8502392266800995
2281,0.25,1.6743119488034184
2282,0.34375,1.6584522060411193
2283,0.25,1.4344691191709344
2284,0.15625,2.0219990141572164
2285,0.125,1.9242600566645987
2286,0.1875,2.0019641941230732
2287,0.125,1.6084313880189685
2288,0.09375,2.088288577075724
2289,0.1875,1.5846644842353488
2290,0.1875,1.8436892003628906
2291,0.125,2.15251167700644
2292,0.15625,1.8198970796609562
2293,0.15625,2.2042806085750346
2294,0.15625,2.0938641604922745
2295,0.1875,1.8834016893600936
2296,0.15625,1.9764228073023347
2297,0.15625,1.884924917307397
2298,0.1875,2.186814062827841
2299,0.1875,1.9891270816392888
2300,0.125,2.010546766775949
2301,0.21875,1.9046122428060177
2302,0.125,2.047030154808618
2303,0.21875,1.5036998200987703
2304,0.125,1.6075974172379832
2305,0.125,2.023775268893277
2306,0.1875,1.6321624502933707
2307,0.09375,1.9783335112191702
2308,0.15625,1.9882352546498787
2309,0.15625,1.9918392433697876
2310,0.1875,2.0821317717913903
2311,0.15625,1.7375328276201296
2312,0.09375,1.963435926680785
2313,0.1875,1.5216693133503576
2314,0.15625,1.948497263689286
2315,0.15625,1.8177856512250206
2316,0.21875,2.15251167700644
2317,0.21875,2.1397700045807415
2318,0.1875,1.8392870437529458
2319,0.1875,1.6963988882588485
2320,0.1875,2.0834579887288336
2321,0.1875,1.864624975570159
2322,0.125,1.717707898364536
2323,0.3125,1.326580684080015
2324,0.03125,2.355379556457874
2325,0.125,1.9927810496592588
2326,0.125,1.925541557573549
2327,0.28125,1.6430110803935993
2328,0.125,1.9276186824040975
2329,0.15625,2.069004813680037
2330,0.15625,1.9772760475871785
2331,0.125,2.0983498079385745
2332,0.1875,1.7014713384162046
2333,0.1875,1.9901959116934305
2334,0.25,1.9600361409060016
2335,0.1875,2.3565386608895578
2336,0.1875,1.9772760475871785
2337,0.15625,2.1202284602101122
2338,0.15625,2.0443105262832866
2339,0.03125,1.7683554224353513
2340,0.21875,1.6773760241639337
2341,0.0625,2.2287882392354694
2342,0.15625,2.0271623602237625
2343,0.125,2.2293355117549045
2344,0.15625,2.3274461779553053
2345,0.21875,2.3546940372750944
2346,0.21875,1.9467216352910541
2347,0.15625,1.991726852655014
2348,0.125,2.2834005918899223
2349,0.0625,2.369161195965287
2350,0.1875,2.27348149992825
2351,0.0625,2.237151174912934
2352,0.0625,2.080890744816712
2353,0.125,2.083151432989947
2354,0.15625,2.0753016964541744
2355,0.03125,2.182819849460808
2356,0.21875,1.9973606700974331
2357,0.28125,1.3566491368925955
2358,0.21875,1.2851336715331483
2359,0.15625,1.9133469510509333
2360,0.09375,2.2819468324726255
2361,0.15625,2.2329829556312113
2362,0.125,1.520022820615734
2363,0.25,1.5186920589798367
2364,0.09375,2.217834104846186
2365,0.21875,1.5401595953057527
2366,0.125,2.541194630896962
2367,0.15625,2.1448129413194708
2368,0.21875,1.8146914989942151
2369,0.15625,1.8823674044834573
2370,0.0625,2.4466313524687036
2371,0.15625,1.5410063709018993
2372,0.21875,1.8670186889711053
2373,0.09375,1.9159507497968788
2374,0.15625,1.9041293342757728
2375,0.125,1.8461163670525784
2376,0.21875,1.630827502308497
2377,0.09375,2.155199168620875
2378,0.21875,1.9462588838523596
2379,0.09375,2.041582544235352
2380,0.125,2.2110587609037466
2381,0.1875,2.1026633871244536
2382,0.21875,2.069004813680037
2383,0.15625,2.019694514515096
2384,0.125,2.045622384374731
2385,0.15625,2.1765354770867122
2386,0.15625,2.041582544235352
2387,0.15625,2.3021556583010696
2388,0.125,1.886576164016803
2389,0.125,2.1852119954325406
2390,0.1875,1.9779614772360945
2391,0.125,2.116496792385399
2392,0.15625,2.2539248799300253
2393,0.09375,2.3300850354710194
2394,0.15625,1.8596371433708774
2395,0.15625,2.0504618161919983
2396,0.1875,1.864941564140557
2397,0.1875,1.5847489761236169
2398,0.1875,1.8388041352227007
2399,0.1875,1.9884147508316827
2400,0.125,2.0964004781987455
2401,0.15625,1.5581486571519374
2402,0.21875,1.6844693702325229
2403,0.09375,1.922827201447682
2404,0.1875,1.8897422110979147
2405,0.25,2.0813725565261576
2406,0.125,1.8167686238247636
2407,0.15625,2.0390073111437745
2408,0.125,1.8960026796891625
2409,0.125,1.760082255163152
2410,0.1875,2.4262538693775637
2411,0.125,2.2582752861779634
2412,0.1875,2.1023728685845517
2413,0.09375,2.51440305593724
2414,0.125,2.217834104846186
2415,0.1875,2.2643981658274095
2416,0.21875,1.9935956974682139
2417,0.21875,1.8784624892804627
2418,0.15625,2.0352946768787046
2419,0.09375,1.767247597724316
2420,0.15625,2.014890199090181
2421,0.0625,2.023775268893277
2422,0.28125,1.5872890150831989
2423,0.1875,2.3547076468302
2424,0.21875,1.4079167015193703
2425,0.1875,1.935294138474226
2426,0.125,2.419895059668405
2427,0.15625,1.8158413930655777
2428,0.1875,1.741563229425413
2429,0.15625,1.885890734367887
2430,0.1875,1.6696736904702716
2431,0.28125,1.9633235359660115
2432,0.15625,2.281831931362774
2433,0.09375,2.1720026882186625
2434,0.21875,1.6539828128188463
2435,0.15625,1.852441876683229
2436,0.1875,2.240705567678414
2437,0.21875,1.6629895327456716
2438,0.25,1.2621350639265112
2439,0.34375,1.3433013704839383
2440,0.0625,2.410080146127682
2441,0.15625,2.2168010010591264
2442,0.21875,1.9237851034751228
2443,0.09375,2.3236399750618464
2444,0.09375,1.8976099056615907
2445,0.28125,1.7194895637924041
2446,0.1875,1.8109563279253877
2447,0.0625,2.0575638030342427
2448,0.1875,1.8244170120448426
2449,0.09375,2.0490701210103657
2450,0.125,2.139814058094224
2451,0.125,1.8910035618520837
2452,0.09375,2.3330107175677104
2453,0.40625,1.3562095923799304
2454,0.125,1.6940402263891465
2455,0.21875,1.731573391619716
2456,0.1875,1.704611934737585
2457,0.125,2.1800083571274778
2458,0.09375,2.0993507924372388
2459,0.09375,2.388999358100182
2460,0.1875,1.5332360748918004
2461,0.0625,2.1158382665357767
2462,0.1875,1.227701059921864
2463,0.09375,2.27348149992825
2464,0.15625,2.3501495324868955
2465,0.09375,2.346979751238922
2466,0.21875,1.6763543301872712
2467,0.09375,1.9859097070580214
2468,0.0625,2.276947105109909
2469,0.0625,2.2368807850720502
2470,0.25,1.1592669488963465
2471,0.1875,2.1148372820371124
2472,0.1875,1.9670885079695837
2473,0.09375,1.9050474204957815
2474,0.09375,1.8879678591984352
2475,0.09375,1.8519589681529838
2476,0.25,1.6093744624383763
2477,0.15625,2.18458281173926
2478,0.28125,1.9772760475871785
2479,0.15625,2.230417014229091
2480,0.15625,1.9257498375908977
2481,0.1875,1.6648375674222766
2482,0.21875,2.075619886910993
2483,0.21875,1.5402523132693386
2484,0.125,1.8167686238247636
2485,0.15625,1.9621516875607647
2486,0.15625,1.73092575654274
2487,0.15625,1.885890734367887
2488,0.03125,1.8461163670525784
2489,0.21875,1.8493699832003565
2490,0.15625,1.7623225462411205
2491,0.28125,1.7375328276201296
2492,0.15625,2.05934087667524
2493,0.28125,1.6580082441226436
2494,0.15625,1.95807548386245
2495,0.3125,1.158641741830059
2496,0.1875,2.0412748246460333
2497,0.125,2.1164388312561146
2498,0.1875,1.8688180526566547
2499,0.0625,1.95807548386245
2500,0.25,1.5861359079188428
2501,0.03125,2.40740416075524
2502,0.15625,1.930820781504982
2503,0.21875,1.4621811675297511
2504,0.25,1.4029307333687107
2505,0.1875,1.693747848207499
2506,0.125,2.0352946768787046
2507,0.21875,1.8043254987207555
2508,0.125,1.94426306601168
2509,0.1875,2.25240290405951
2510,0.09375,2.0906845317969966
2511,0.21875,1.7998214672861121
2512,0.28125,1.7398043459760162
2513,0.09375,1.6715266805523263
2514,0.125,1.8492244638255275
2515,0.0625,2.015058025979641
2516,0.15625,2.116496792385399
2517,0.21875,1.2988877479721297
2518,0.125,2.1765354770867122
2519,0.1875,1.885890734367887
2520,0.21875,1.925541557573549
2521,0.15625,1.7508788947533698
2522,0.28125,2.0484277710615744
2523,0.1875,1.8575600185403291
2524,0.125,1.8229121428196677
2525,0.125,1.886576164016803
2526,0.1875,2.016533530766538
2527,0.125,1.886576164016803
2528,0.25,1.885890734367887
2529,0.21875,1.925541557573549
2530,0.21875,2.1087528408459226
2531,0.09375,2.13881307359556
2532,0.1875,1.4013972374926735
2533,0.15625,1.92147006275722
2534,0.21875,1.8836880843647577
2535,0.15625,2.0799756421902686
2536,0.03125,2.158239751827418
2537,0.15625,2.3809109038142
2538,0.1875,1.8125190291248157
2539,0.1875,1.643464434709333
2540,0.125,1.8836880843647577
2541,0.1875,1.9485263973546179
2542,0.125,2.150361550352811
2543,0.21875,1.9462588838523596
2544,0.28125,1.9763104165875611
2545,0.15625,2.2188744240617764
2546,0.15625,1.9253097136250295
2547,0.09375,2.00889454683909
2548,0.15625,2.0836103733420432
2549,0.1875,1.9506155485551189
2550,0.28125,1.9221417717987659
2551,0.1875,1.311220231810151
2552,0.15625,2.15301904978954
2553,0.21875,1.3609459355029134
2554,0.0625,2.3639012869364464
2555,0.1875,1.922299399621047
2556,0.09375,1.956432152186093
2557,0.1875,2.1256672629560605
2558,0.21875,1.4806288478674001
2559,0.15625,2.109061983920045
2560,0.1875,2.1148372820371124
2561,0.1875,1.738902315124912
2562,0.21875,1.8804067474399055
2563,0.25,2.19481222793787
2564,0.125,1.812515534060728
2565,0.1875,2.097415408087349
2566,0.09375,1.8872615936657189
2567,0.09375,1.8710207026597838
2568,0.21875,1.7696470145146141
2569,0.21875,2.2210580981006602
2570,0.15625,2.158970550408725
2571,0.125,1.8483362734015032
2572,0.1875,1.8392870437529458
2573,0.125,2.0288940902158337
2574,0.09375,2.3655355376672267
2575,0.09375,2.14139936061207
2576,0.125,2.2708276063645103
2577,0.0625,2.106334209019397
2578,0.28125,1.9519917524553467
2579,0.28125,2.0676416996079134
2580,0.15625,2.1498955928227934
2581,0.1875,1.5388938009786073
2582,0.15625,1.7896736146876546
2583,0.125,2.171304171622193
2584,0.125,1.8710207026597838
2585,0.21875,1.8429233747188345
2586,0.25,1.959831937960876
2587,0.0625,1.9789793543420044
2588,0.125,2.258982318529571
2589,0.09375,2.3399976692916065
2590,0.1875,1.8461163670525784
2591,0.21875,2.187117853036369
2592,0.09375,2.336601587961357
2593,0.125,2.362261130125677
2594,0.09375,2.0219990141572164
2595,0.0625,2.046693301553967
2596,0.28125,1.7764276783295951
2597,0.21875,2.0453301874818433
2598,0.0625,2.0169268707928407
2599,0.03125,2.159287959622171
2600,0.15625,2.0125074238195007
2601,0.125,1.8094514587002128
2602,0.09375,1.963435926680785
2603,0.1875,2.306462044129734
2604,0.15625,1.886576164016803
2605,0.09375,1.9961451964889434
2606,0.1875,1.8392870437529458
2607,0.21875,1.8879678591984352
2608,0.3125,1.7109491557414063
2609,0.25,1.7475376646918999
2610,0.125,1.7566990223881234
2611,0.25,2.121770523015784
2612,0.0625,1.9539448742625516
2613,0.1875,1.766582939154099
2614,0.125,2.478866586460126
2615,0.25,2.0390073111437745
2616,0.1875,2.396806843494981
2617,0.15625,2.320434010515407
2618,0.125,2.2042806085750346
2619,0.125,2.170807367607599
2620,0.25,2.1985053104579677
2621,0.15625,2.259772690906732
2622,0.09375,2.302429273206167
2623,0.15625,2.235535283610272
2624,0.15625,1.7688289675035178
2625,0.25,1.626732516025982
2626,0.09375,2.325031517633029
2627,0.125,1.5464640750257255
2628,0.1875,1.987744921509647
2629,0.0625,2.0925745098215076
2630,0.03125,2.228987841243817
2631,0.21875,1.7752832053091434
2632,0.1875,1.5557560838085776
2633,0.03125,2.030675418766495
2634,0.25,1.9720280844353497
2635,0.09375,1.9793943324530114
2636,0.0625,1.9560219990931
2637,0.28125,1.5615001953715848
2638,0.15625,2.1076988698479213
2639,0.125,1.9747794756259776
2640,0.15625,2.0393363722102382
2641,0.15625,1.885890734367887
2642,0.25,1.7417107314475768
2643,0.25,2.194262629684686
2644,0.09375,2.1749548392894873
2645,0.1875,2.0834579887288336
2646,0.125,2.1650320694905316
2647,0.09375,1.7375328276201296
2648,0.21875,1.9423942211984802
2649,0.125,1.5588694044894549
2650,0.21875,2.386975076025938
2651,0.21875,1.9335743970013417
2652,0.1875,2.386687022514608
2653,0.09375,2.1224533397667327
2654,0.0625,2.3935870883542183
2655,0.0625,2.2840547810466907
2656,0.1875,1.9276186824040975
2657,0.125,2.259807380233453
2658,0.21875,2.070024474878594
2659,0.21875,1.885890734367887
2660,0.09375,1.9762563863886218
2661,0.125,1.978425323603454
2662,0.09375,2.2161766828147824
2663,0.1875,2.0846953840670963
2664,0.15625,1.6580082441226436
2665,0.15625,1.8843735140136735
2666,0.1875,2.1437343497781205
2667,0.125,2.3809479349103153
2668,0.15625,1.3754876634124584
2669,0.125,1.8519589681529838
2670,0.25,2.3325036971259148
2671,0.21875,2.2593584491873875
2672,0.21875,1.6373404577734303
2673,0.21875,1.458028904309415
2674,0.1875,2.157776196419193
2675,0.15625,1.725278172411654
2676,0.09375,2.068027072963533
2677,0.125,2.1765354770867122
2678,0.21875,1.965576824986632
2679,0.21875,2.107390512104903
2680,0.125,1.5722825441107984
2681,0.15625,2.394947030002124
2682,0.15625,2.159018431494634
2683,0.15625,1.8778980785693582
2684,0.21875,2.175495157871122
2685,0.25,2.0288940902158337
2686,0.15625,1.8836880843647577
2687,0.15625,2.170063144647515
2688,0.125,1.9560219990931
2689,0.1875,1.4924859634029377
2690,0.1875,1.9483360086829078
2691,0.15625,1.2702894813369578
2692,0.28125,1.6293023656714878
2693,0.09375,2.031898686595777
2694,0.15625,2.0320769584277576
2695,0.1875,2.0169268707928407
2696,0.21875,1.8003923838745242
2697,0.0625,2.237151174912934
2698,0.34375,2.100680972400997
2699,0.15625,1.9600361409060016
2700,0.25,2.1875469744412577
2701,0.09375,2.138155742598835
2702,0.21875,1.9201811147552141
2703,0.21875,2.6111638547594653
2704,0.25,1.342485192635074
2705,0.125,2.2177767418809244
2706,0.1875,2.1086772084658145
2707,0.21875,1.8183378735256157
2708,0.125,2.292870795907156
2709,0.25,2.281923577258408
2710,0.21875,2.1259945604490804
2711,0.09375,2.0341013365989062
2712,0.21875,1.9052976724549338
2713,0.1875,2.280521321034426
2714,0.125,1.9863916327965219
2715,0.1875,2.0453301874818433
2716,0.15625,2.0452039165391103
2717,0.21875,1.7375328276201296
2718,0.125,1.7706246846413691
2719,0.25,1.885407825837642
2720,0.125,1.7662856102386906
2721,0.34375,1.7991276244135346
2722,0.09375,2.1960609973355214
2723,0.09375,1.7134945906945929
2724,0.25,1.216132744707449
2725,0.15625,1.5177489845604288
2726,0.1875,1.9201811147552141
2727,0.1875,1.8930237602669484
2728,0.15625,2.338056989447206
2729,0.09375,2.0703613281332447
2730,0.0625,2.308028362384305
2731,0.21875,2.237151174912934
2732,0.15625,1.9327981275822568
2733,0.1875,2.0572570921040274
2734,0.1875,1.8010718825729777
2735,0.125,2.1299801545357333
2736,0.1875,2.0393363722102382
2737,0.125,1.9357770470044708
2738,0.25,1.8832051758345125
2739,0.0625,2.036624535873094
2740,0.21875,1.7779420102859187
2741,0.15625,2.164752480099222
2742,0.125,2.01401736968799
2743,0.15625,1.8589834368518119
2744,0.1875,1.8773271619809462
2745,0.125,2.0818089044195904
2746,0.125,1.6874316705035044
2747,0.28125,1.353693548033121
2748,0.25,1.7113982464980046
2749,0.09375,1.9934564444917129
2750,0.21875,1.9201811147552141
2751,0.0625,1.9390748425544486
2752,0.15625,2.2624610822112525
2753,0.25,1.948497263689286
2754,0.15625,2.0736989369480883
2755,0.1875,1.9393285311363422
2756,0.21875,1.5226123877697653
2757,0.09375,1.7752832053091434
2758,0.125,1.67825070704362
2759,0.0625,2.334696702401905
2760,0.15625,1.991726852655014
2761,0.125,1.852441876683229
2762,0.15625,1.956432152186093
2763,0.0625,2.18805488507214
2764,0.125,1.7258794981577688
2765,0.09375,2.404874815517723
2766,0.125,1.9221417717987659
2767,0.21875,1.9112286661851003
2768,0.28125,2.0461820413583207
2769,0.09375,2.4645171451919046
2770,0.21875,1.5411417090132327
2771,0.09375,2.374287914097307
2772,0.125,2.332271124705965
2773,0.15625,1.9485263973546179
2774,0.09375,1.9408632802368966
2775,0.125,1.9164750902656391
2776,0.09375,2.0521342692551277
2777,0.125,1.79273769004817
2778,0.125,1.6268293300324266
2779,0.21875,1.5588694044894549
2780,0.1875,1.4670113273152408
2781,0.15625,1.8386435998851567
2782,0.125,2.333789369800268
2783,0.15625,2.003300382866666
2784,0.125,2.0088654131737584
2785,0.21875,1.79273769004817
2786,0.15625,1.8874849506681903
2787,0.15625,2.0443105262832866
2788,0.1875,2.082358417460949
2789,0.09375,1.8575600185403291
2790,0.15625,2.221528126039576
2791,0.21875,1.8113300947182918
2792,0.25,1.6282294705840068
2793,0.125,1.9455190465724272
2794,0.125,2.0846953840670963
2795,0.28125,1.886576164016803
2796,0.15625,1.5604165250936037
2797,0.15625,2.412543454478379
2798,0.1875,2.189096511090863
2799,0.28125,1.925541557573549
2800,0.15625,2.2601596038580536
2801,0.1875,1.9491230352923363
2802,0.1875,1.8814854343616283
2803,0.28125,1.58992009813293
2804,0.1875,1.7847618708544029
2805,0.125,2.217371292335801
2806,0.125,1.8575600185403291
2807,0.25,2.396316053943036
2808,0.0625,1.954471495142541
2809,0.15625,1.4395865433451907
2810,0.15625,1.7426654877254042
2811,0.21875,1.8146914989942151
2812,0.125,1.886576164016803
2813,0.125,1.8109563279253877
2814,0.21875,1.4635460974530266
2815,0.15625,2.2042806085750346
2816,0.1875,2.0846953840670963
2817,0.15625,2.1058644665896873
2818,0.09375,1.95813605939947
2819,0.125,2.0399117105739095
2820,0.125,2.0940002664370416
2821,0.125,1.4267873521689167
2822,0.1875,2.333693329410344
2823,0.15625,1.948497263689286
2824,0.09375,1.956432152186093
2825,0.25,1.8575600185403291
2826,0.125,1.822087230020772
2827,0.0625,2.1576388753129283
2828,0.125,2.102155476493571
2829,0.09375,2.329970134361168
2830,0.15625,2.1287361537945784
2831,0.21875,1.8065294129906722
2832,0.25,1.5647122700636804
2833,0.1875,1.5216693133503576
2834,0.125,1.6435821743330163
2835,0.1875,2.0799756421902686
2836,0.15625,1.8886929141141078
2837,0.21875,1.6859742394576978
2838,0.0625,1.5223900606878753
2839,0.125,1.7401308593446196
2840,0.09375,2.054372649092054
2841,0.21875,2.0841663628785505
2842,0.25,1.7401308593446196
2843,0.125,1.885407825837642
2844,0.125,2.1960609973355214
2845,0.1875,1.9783335112191702
2846,0.125,2.1255251716805788
2847,0.1875,1.9912832112404102
2848,0.125,1.7914852947224102
2849,0.125,1.7355905344160893
2850,0.125,2.453513322647221
2851,0.15625,2.040373177825196
2852,0.1875,2.0788759064106275
2853,0.09375,2.3095722750120893
2854,0.21875,1.963435926680785
2855,0.15625,1.7960635490530192
2856,0.125,2.35368438947608
2857,0.1875,1.7962055223421531
2858,0.25,1.9101977223675408
2859,0.21875,1.8963586344769974
2860,0.09375,1.8210392673727984
2861,0.1875,1.8996551932374182
2862,0.09375,1.7729748384748665
2863,0.125,1.993166277066729
2864,0.125,2.3651926242300636
2865,0.21875,1.9054976330815903
2866,0.25,2.1268497638903217
2867,0.15625,2.243071593998013
2868,0.21875,2.159287959622171
2869,0.15625,1.9363257881919695
2870,0.125,2.14622668750161
2871,0.1875,1.9611149788216844
2872,0.09375,1.7088720309108578
2873,0.125,1.8152624155826274
2874,0.1875,1.9949778948267527
2875,0.15625,1.659543085973795
2876,0.25,1.9327981275822568
2877,0.15625,1.840846249888286
2878,0.0625,2.2370200687166877
2879,0.25,1.5889770237135221
2880,0.21875,1.2139367647462609
2881,0.15625,2.2201070800549587
2882,0.125,1.7998214672861121
2883,0.09375,2.0346092472297888
2884,0.15625,1.8461163670525784
2885,0.21875,1.949211827003534
2886,0.21875,1.6656137746427837
2887,0.21875,2.2462085496877315
2888,0.125,2.036624535873094
2889,0.1875,2.0953633805091654
2890,0.09375,2.4124234946268204
2891,0.125,1.9222582395857624
2892,0.125,2.016533530766538
2893,0.09375,1.9847774347854967
2894,0.15625,2.025883408128323
2895,0.125,2.356295840090702
2896,0.1875,2.138750343382185
2897,0.21875,1.8242898800239014
2898,0.125,1.976773364910824
2899,0.09375,1.8388041352227007
2900,0.1875,2.0799756421902686
2901,0.21875,1.5920502326953931
2902,0.15625,2.229070701643422
2903,0.15625,2.036686372060337
2904,0.125,1.915789660616723
2905,0.0625,1.718620055914021
2906,0.15625,1.6556858541063249
2907,0.15625,2.0088654131737584
2908,0.09375,2.216467448759725
2909,0.1875,1.6588467029204663
2910,0.21875,1.5216693133503576
2911,0.21875,1.8804067474399055
2912,0.125,1.767153855742511
2913,0.0625,1.9357770470044708
2914,0.15625,1.2818456821272008
2915,0.125,1.8229864947655194
2916,0.15625,2.343514468249147
2917,0.125,2.0572570921040274
2918,0.15625,1.8094174926427176
2919,0.1875,1.9119765125217554
2920,0.09375,2.281349075267455
2921,0.15625,1.9179079454825558
2922,0.21875,2.112554450822917
2923,0.1875,2.0139882360226578
2924,0.09375,2.1560605910601014
2925,0.09375,2.0452039165391103
2926,0.09375,2.358528365612772
2927,0.09375,1.886576164016803
2928,0.03125,2.452358930586263
2929,0.21875,2.2090980744675863
2930,0.21875,1.3809333306536922
2931,0.125,2.127357674521204
2932,0.1875,2.386687022514608
2933,0.09375,1.8232229386658054
2934,0.15625,1.8901273040995528
2935,0.21875,2.234866562432471
2936,0.15625,1.893483953715498
2937,0.25,1.2421879392232462
2938,0.25,1.2684429676974407
2939,0.15625,1.7877691288563708
2940,0.28125,1.6247603457250517
2941,0.125,1.885890734367887
2942,0.1875,2.068027072963533
2943,0.125,1.8461163670525784
2944,0.15625,2.111401858075807
2945,0.1875,1.8152624155826274
2946,0.09375,2.2565785819078252
2947,0.125,2.258982318529571
2948,0.28125,1.2938464410536004
2949,0.1875,2.0443105262832866
2950,0.15625,2.1164388312561146
2951,0.21875,2.0953633805091654
2952,0.15625,1.8177856512250206
2953,0.125,1.9882352546498787
2954,0.09375,2.014890199090181
2955,0.21875,1.6758168180285933
2956,0.0625,2.127357674521204
2957,0.03125,2.244130636719934
2958,0.1875,2.2063316359232976
2959,0.1875,1.9999336659532272
2960,0.25,1.6468258389852566
2961,0.1875,1.5229521551531096
2962,0.1875,2.276893314634635
2963,0.25,1.6944510899593532
2964,0.25,1.9917661197706553
2965,0.125,1.9539448742625516
2966,0.15625,2.2233431491040205
2967,0.125,2.288514224194386
2968,0.1875,1.885407825837642
2969,0.1875,1.7396785223454194
2970,0.1875,2.2009475420643003
2971,0.125,2.3056775698612038
2972,0.125,2.0111329266760167
2973,0.25,1.949182693338202
2974,0.125,2.302429273206167
2975,0.15625,2.3131628231927617
2976,0.21875,2.0231486039974946
2977,0.0625,2.2201070800549587
2978,0.09375,2.0911296202930267
2979,0.21875,1.9651111618923092
2980,0.15625,1.6323383306163066
2981,0.28125,1.4088852280227648
2982,0.21875,1.885890734367887
2983,0.1875,1.9221417717987659
2984,0.28125,1.38024925264663
2985,0.09375,2.156909093994103
2986,0.125,2.207373261942021
2987,0.21875,2.210878648355013
2988,0.1875,2.0598202596653197
2989,0.125,2.275891134658627
2990,0.21875,1.2611051822183699
2991,0.25,1.8710207026597838
2992,0.15625,1.5107454379256677
2993,0.15625,1.8880090192337198
2994,0.15625,1.9964420679480916
2995,0.15625,2.127694527775855
2996,0.125,2.1023728685845517
2997,0.1875,2.058579232690642
2998,0.25,1.9539448742625516
2999,0.09375,2.1102508268886075
3000,0.1875,1.475987771739954
3001,0.28125,1.68644219470818
3002,0.125,2.254038642302144
3003,0.09375,2.1224533397667327
3004,0.0625,2.2633396821104625
3005,0.28125,2.011566427974506
3006,0.125,2.3917222257396906
3007,0.15625,1.6408664029848428
