candidate_id,structure_id,is_representative
arc_0628,structure_0974,1
arc_0831,structure_0975,1
arc_0704,structure_0976,1
arc_0074,structure_0977,1
arc_0030,structure_0978,1
arc_0302,structure_0979,1
arc_0904,structure_0980,1
arc_0792,structure_0981,1
arc_1045,structure_0982,1
arc_0775,structure_0983,1
arc_0738,structure_0984,1
arc_0588,structure_0985,1
arc_0793,structure_0986,1
arc_1034,structure_0987,1
arc_1150,structure_0988,1
arc_0555,structure_0989,1
arc_0629,structure_0990,1
arc_0633,structure_0991,1
arc_0935,structure_0992,1
arc_1295,structure_0993,1
arc_0833,structure_0994,1
arc_0587,structure_0995,1
arc_0527,structure_0995,0
arc_0774,structure_0996,1
arc_0913,structure_0997,1
arc_0985,structure_0998,1
arc_1169,structure_0999,1
arc_1309,structure_1000,1
arc_1060,structure_1001,1
arc_0082,structure_1002,1
arc_1259,structure_1003,1
arc_1300,structure_1004,1
arc_0243,structure_1005,1
arc_0739,structure_1006,1
arc_0261,structure_1007,1
arc_0679,structure_1008,1
arc_0514,structure_1009,1
arc_1008,structure_1010,1
arc_0300,structure_1011,1
arc_0303,structure_1011,0
arc_0959,structure_1012,1
arc_0931,structure_1013,1
arc_0874,structure_1014,1
arc_0546,structure_1015,1
arc_0880,structure_1016,1
arc_1201,structure_1017,1
arc_0054,structure_1018,1
arc_1072,structure_1019,1
arc_0585,structure_1020,1
arc_0287,structure_1021,1
arc_1178,structure_1022,1
arc_0597,structure_1023,1
arc_1018,structure_1024,1
arc_1231,structure_1025,1
arc_0316,structure_1026,1
arc_0805,structure_1027,1
arc_0907,structure_1028,1
arc_0589,structure_1029,1
arc_0151,structure_1030,1
arc_0271,structure_1031,1
arc_0672,structure_1032,1
arc_0273,structure_1033,1
arc_0121,structure_1034,1
arc_1094,structure_1035,1
arc_0195,structure_1036,1
arc_1276,structure_1037,1
arc_0532,structure_1038,1
arc_0403,structure_1039,1
arc_0861,structure_1040,1
arc_0286,structure_1041,1
arc_1208,structure_1042,1
arc_0603,structure_1043,1
arc_0823,structure_1044,1
arc_1055,structure_1045,1
arc_0830,structure_1046,1
arc_1227,structure_1047,1
arc_0613,structure_1048,1
arc_0113,structure_1049,1
arc_0507,structure_1050,1
arc_1272,structure_1051,1
arc_0954,structure_1052,1
arc_1142,structure_1053,1
arc_1164,structure_1054,1
arc_0128,structure_1055,1
arc_0895,structure_1056,1
arc_0866,structure_1057,1
arc_0634,structure_1058,1
arc_0916,structure_1059,1
arc_1042,structure_1060,1
arc_1244,structure_1061,1
arc_0914,structure_1062,1
arc_0540,structure_1063,1
arc_0602,structure_1064,1
arc_1260,structure_1065,1
arc_0567,structure_1066,1
arc_0395,structure_1067,1
arc_0429,structure_1068,1
arc_0487,structure_1069,1
arc_0526,structure_1070,1
arc_0516,structure_1071,1
arc_1099,structure_1072,1
arc_0019,structure_1073,1
arc_0611,structure_1074,1
arc_1269,structure_1075,1
arc_0797,structure_1076,1
arc_0873,structure_1077,1
arc_0204,structure_1078,1
arc_0528,structure_1079,1
arc_0333,structure_1080,1
arc_0741,structure_1081,1
arc_0986,structure_1082,1
arc_1140,structure_1083,1
arc_0270,structure_1084,1
arc_0766,structure_1085,1
arc_0717,structure_1086,1
arc_0816,structure_1087,1
arc_0000,structure_1088,1
arc_0048,structure_1088,0
arc_0840,structure_1089,1
arc_0486,structure_1090,1
arc_0953,structure_1091,1
arc_0595,structure_1092,1
arc_0521,structure_1093,1
arc_0091,structure_1094,1
arc_1204,structure_1095,1
arc_0639,structure_1096,1
arc_0411,structure_1097,1
arc_0149,structure_1098,1
arc_0631,structure_1099,1
arc_1053,structure_1100,1
arc_0701,structure_1101,1
arc_0632,structure_1102,1
arc_0568,structure_1103,1
arc_0288,structure_1104,1
arc_0510,structure_1105,1
arc_0495,structure_1106,1
arc_1256,structure_1107,1
arc_1075,structure_1108,1
arc_0744,structure_1109,1
arc_0947,structure_1110,1
arc_0148,structure_1111,1
arc_0911,structure_1112,1
arc_0746,structure_1113,1
arc_0206,structure_1114,1
arc_0960,structure_1115,1
arc_1261,structure_1116,1
arc_1270,structure_1117,1
arc_0558,structure_1118,1
arc_0598,structure_1119,1
arc_0118,structure_1120,1
arc_0789,structure_1121,1
arc_0740,structure_1122,1
arc_0582,structure_1123,1
arc_0906,structure_1124,1
arc_1292,structure_1125,1
arc_0020,structure_1126,1
arc_1066,structure_1127,1
arc_0301,structure_1128,1
arc_0670,structure_1129,1
arc_1262,structure_1130,1
arc_1255,structure_1131,1
arc_0262,structure_1132,1
arc_0405,structure_1133,1
arc_1057,structure_1134,1
arc_0962,structure_1135,1
arc_0085,structure_1136,1
arc_1257,structure_1137,1
arc_0856,structure_1138,1
arc_0912,structure_1139,1
arc_0127,structure_1140,1
arc_0969,structure_1141,1
arc_0724,structure_1142,1
arc_0040,structure_1143,1
arc_0223,structure_1144,1
arc_0601,structure_1145,1
arc_0207,structure_1146,1
arc_0888,structure_1147,1
arc_0493,structure_1148,1
arc_0269,structure_1149,1
arc_0729,structure_1150,1
arc_0055,structure_1151,1
arc_1238,structure_1152,1
arc_0706,structure_1153,1
arc_0677,structure_1154,1
arc_0684,structure_1155,1
arc_1266,structure_1156,1
arc_0511,structure_1157,1
arc_0077,structure_1158,1
arc_1111,structure_1159,1
arc_0562,structure_1160,1
arc_0743,structure_1161,1
arc_1069,structure_1162,1
arc_0147,structure_1163,1
arc_1143,structure_1164,1
arc_0709,structure_1165,1
arc_0272,structure_1166,1
arc_0550,structure_1167,1
arc_0817,structure_1168,1
arc_0537,structure_1169,1
arc_0668,structure_1170,1
arc_0869,structure_1171,1
arc_0626,structure_1172,1
arc_0703,structure_1173,1
arc_1074,structure_1174,1
arc_0693,structure_1175,1
arc_0938,structure_1176,1
arc_0610,structure_1177,1
arc_1237,structure_1178,1
arc_0635,structure_1179,1
arc_0046,structure_1180,1
arc_0623,structure_1181,1
arc_1239,structure_1182,1
arc_0257,structure_1183,1
arc_0622,structure_1184,1
arc_0554,structure_1185,1
arc_0667,structure_1186,1
arc_0481,structure_1187,1
arc_1054,structure_1188,1
arc_0803,structure_1189,1
arc_0252,structure_1190,1
arc_1073,structure_1191,1
arc_0001,structure_1192,1
arc_0049,structure_1192,0
arc_0498,structure_1193,1
arc_0716,structure_1194,1
arc_0462,structure_1195,1
arc_0120,structure_1196,1
arc_0402,structure_1197,1
arc_0277,structure_1198,1
arc_1297,structure_1199,1
arc_0705,structure_1200,1
arc_0119,structure_1201,1
arc_0490,structure_1202,1
arc_0946,structure_1203,1
arc_0156,structure_1204,1
arc_0050,structure_1205,1
arc_0983,structure_1206,1
arc_1047,structure_1207,1
arc_0802,structure_1208,1
arc_1303,structure_1209,1
arc_0901,structure_1210,1
arc_1016,structure_1211,1
arc_0875,structure_1212,1
arc_0488,structure_1213,1
arc_0920,structure_1214,1
arc_0314,structure_1215,1
arc_0586,structure_1216,1
arc_1228,structure_1217,1
arc_0322,structure_1218,1
arc_1313,structure_1219,1
arc_0397,structure_1220,1
arc_0354,structure_1221,1
arc_0447,structure_1222,1
arc_0318,structure_1223,1
arc_0878,structure_1224,1
arc_0321,structure_1225,1
arc_0319,structure_1226,1
arc_0825,structure_1227,1
arc_0188,structure_1228,1
arc_0565,structure_1229,1
arc_1241,structure_1230,1
arc_0910,structure_1231,1
arc_0781,structure_1232,1
arc_0176,structure_1233,1
arc_0187,structure_1234,1
arc_0570,structure_1235,1
arc_0135,structure_1236,1
arc_0963,structure_1237,1
arc_0536,structure_1238,1
arc_0239,structure_1239,1
arc_0171,structure_1240,1
arc_0029,structure_1241,1
arc_0238,structure_1242,1
arc_0320,structure_1243,1
arc_0170,structure_1244,1
arc_0023,structure_1245,1
arc_0142,structure_1246,1
arc_0134,structure_1247,1
arc_1315,structure_1248,1
arc_0563,structure_1249,1
arc_0141,structure_1250,1
arc_0977,structure_1251,1
arc_1065,structure_1252,1
arc_1063,structure_1253,1
arc_0225,structure_1254,1
arc_0307,structure_1255,1
arc_0285,structure_1256,1
arc_0978,structure_1257,1
arc_0317,structure_1258,1
arc_1003,structure_1259,1
arc_0172,structure_1260,1
arc_1013,structure_1261,1
arc_0329,structure_1262,1
arc_1079,structure_1263,1
arc_0138,structure_1264,1
arc_0179,structure_1265,1
arc_0026,structure_1266,1
arc_0325,structure_1267,1
arc_0182,structure_1268,1
arc_0177,structure_1269,1
arc_0980,structure_1270,1
arc_0028,structure_1271,1
arc_0178,structure_1272,1
arc_0140,structure_1273,1
arc_0328,structure_1274,1
arc_0324,structure_1275,1
arc_0310,structure_1276,1
arc_0139,structure_1277,1
arc_0327,structure_1278,1
arc_1005,structure_1279,1
arc_1011,structure_1280,1
arc_0185,structure_1281,1
arc_1004,structure_1282,1
arc_1012,structure_1283,1
arc_0326,structure_1284,1
arc_0183,structure_1285,1
arc_0184,structure_1286,1
arc_0186,structure_1287,1
arc_0309,structure_1288,1
arc_0311,structure_1289,1
arc_0312,structure_1290,1
arc_0323,structure_1291,1
arc_1014,structure_1292,1
