record_id,source_index,name,source,old_display_name,repaired_display_name,old_diameter_km,rendered_diameter_raw,repaired_diameter_km,diameter_changed,diameter_source_verified,coordinate_status,coordinate_source_distance_km,analytical_include,duplicate_of_record_id,duplicate_resolution_note
astro_0072,72,Nastapoka (Hudson Bay) arc,Wikipedia possible impact structures,Nastapoka (Hudson Bay) arc: Hudson Bay,Nastapoka (Hudson Bay) arc,450.0,450,450.0,False,True,verified_within_5_km,0.020187060398726114,True,,
astro_0073,73,New Quebec/Pingualuit,Wikipedia confirmed impact structures,New Quebec/Pingualuit,New Quebec/Pingualuit,3.4,3.4,3.4,False,True,verified_within_5_km,1.605581206364909e-12,True,,
astro_0074,74,Presqu'île,Wikipedia confirmed impact structures,Presqu'île: Presqu'ile,Presqu'île,240.0,24,24.0,True,True,verified_within_5_km,0.03706502674441435,True,,
astro_0075,75,Saint Martin,Wikipedia confirmed impact structures,Saint Martin,Saint Martin,400.0,40,40.0,True,True,verified_within_5_km,0.043584350656794425,True,,
astro_0076,76,Slate Islands,Wikipedia confirmed impact structures,Slate Islands,Slate Islands,300.0,30,30.0,True,True,verified_within_5_km,0.037065026745121674,True,,
astro_0077,77,Steen River,Wikipedia confirmed impact structures,Steen River,Steen River,250.0,25,25.0,True,True,verified_within_5_km,0.018811922997608612,True,,
astro_0078,78,Sudbury,Wikipedia confirmed impact structures,Sudbury,Sudbury,1300.0,130,130.0,True,True,verified_within_5_km,0.02546691696352614,True,,
astro_0079,79,Tunnunik,Wikipedia confirmed impact structures,Tunnunik: Tunuunik,Tunnunik,250.0,25,25.0,True,True,verified_within_5_km,0.038710446289038775,True,,
astro_0080,80,Bangui,"Reimold & Koeberl (2014), Impact structures in Africa: A review, Journal of African Earth Sciences 93, Tables 2a–2b",Bangui,Bangui,600.0,≥600,600.0,False,False,pdf_source_preserved,,True,,
astro_0081,81,Faya Basin,"Reimold & Koeberl (2014), Impact structures in Africa: A review, Journal of African Earth Sciences 93, Tables 2a–2b",Faya Basin,Faya Basin,2.0,2,2.0,False,False,pdf_source_preserved,,True,,
astro_0082,82,Lac Iro,"Reimold & Koeberl (2014), Impact structures in Africa: A review, Journal of African Earth Sciences 93, Tables 2a–2b",Lac Iro,Lac Iro,13.0,13,13.0,False,False,pdf_source_preserved,,True,,
astro_0083,83,Mousso,"Reimold & Koeberl (2014), Impact structures in Africa: A review, Journal of African Earth Sciences 93, Tables 2a–2b",Mousso,Mousso,3.8,3.8,3.8,False,False,pdf_source_preserved,,True,,
astro_0084,84,Monturaqui,Wikipedia confirmed impact structures,Monturaqui,Monturaqui,0.455,0.455,0.455,False,True,verified_within_5_km,0.0002716838358015209,True,,
astro_0085,85,Duolun,Wikipedia possible impact structures,Duolun,Duolun,120.0,120 ± 50,120.0,False,False,verified_within_5_km,0.0,True,,
astro_0086,86,Lake Tai (Tai Hu),Wikipedia possible impact structures,Lake Tai (Tai Hu): Tai,Lake Tai (Tai Hu),70.0,70 ± 5,70.0,False,False,verified_by_coordinate_alias_within_5_km,0.048767418827858754,True,,
astro_0087,87,Shanghewan,Wikipedia possible impact structures,Shanghewan: Shangewan,Shanghewan,30.0,30,30.0,False,True,verified_within_5_km,0.04553148438642413,True,,
astro_0088,88,Xiuyan,Wikipedia confirmed impact structures,Xiuyan,Xiuyan,1.8,1.8,1.8,False,True,verified_within_5_km,0.0005283787501723433,True,,
astro_0089,89,Yilan,Wikipedia confirmed impact structures,Yilan,Yilan,1.85,1.85,1.85,False,True,verified_within_5_km,0.0004942003570543097,True,,
astro_0090,90,Vichada,Wikipedia possible impact structures,Vichada,Vichada,50.0,50,50.0,False,True,verified_within_5_km,0.0,True,,
astro_0091,91,Krk,Wikipedia possible impact structures,Krk,Krk,12.0,12,12.0,False,True,verified_within_5_km,0.0,True,,
astro_0092,92,Bohemian,Wikipedia possible impact structures,Bohemian,Bohemian,280.0,260-300,280.0,False,False,verified_within_5_km,0.0,True,,
astro_0093,93,Wembo-Nyama Ring Structure,Wikipedia possible impact structures,Wembo-Nyama Ring Structure,Wembo-Nyama Ring Structure,41.0,36-46,41.0,False,False,verified_within_5_km,0.00017455091724729075,True,,
astro_0094,94,Hiawatha,Wikipedia confirmed impact structures,Hiawatha,Hiawatha,310.0,31,31.0,True,True,verified_within_5_km,0.03706502674441435,True,,
astro_0095,95,El-Baz,Wikipedia possible impact structures,El-Baz,El-Baz,4.0,4,4.0,False,True,verified_within_5_km,0.0,True,,
astro_0096,96,Kebira,Wikipedia possible impact structures,Kebira,Kebira,31.0,31,31.0,False,True,verified_within_5_km,0.05008342951025632,True,,
astro_0097,97,Tarek,Wikipedia possible impact structures,Tarek,Tarek,2.1,2.1,2.1,False,True,verified_within_5_km,0.0,True,,
astro_0098,98,Ilumetsa,Wikipedia possible impact structures,Ilumetsa,Ilumetsa,0.08,0.08,0.08,False,True,verified_within_5_km,0.0,True,,
astro_0099,99,Keurusselkä,Wikipedia confirmed impact structures,Keurusselkä,Keurusselkä,300.0,30,30.0,True,True,verified_within_5_km,0.03706502674441435,True,,
astro_0100,100,Lappajärvi,Wikipedia confirmed impact structures,Lappajärvi,Lappajärvi,230.0,23,23.0,True,True,verified_within_5_km,0.0,True,,
astro_0101,101,Rochechouart,Wikipedia confirmed impact structures,Rochechouart,Rochechouart,230.0,23,23.0,True,True,verified_within_5_km,0.045178991234051474,True,,
astro_0102,102,Rochechouart impact structure,Wikipedia possible impact structures,Rochechouart impact structure: Rochechouart,Rochechouart impact structure,23.0,23,23.0,False,True,verified_within_5_km,0.00045177045599469333,False,astro_0101,Possible-list Rochechouart record duplicates the confirmed-list record.
astro_0103,103,Bateke Plateau,"Reimold & Koeberl (2014), Impact structures in Africa: A review, Journal of African Earth Sciences 93, Tables 2a–2b",Bateke Plateau,Bateke Plateau,7.1,≥7.1,7.1,False,False,pdf_source_preserved,,True,,
astro_0104,104,Nördlinger Ries,Wikipedia confirmed impact structures,Nördlinger Ries,Nördlinger Ries,240.0,24,24.0,True,True,verified_within_5_km,0.04436101993489206,True,,
astro_0105,105,Bosumtwi,"Reimold & Koeberl (2014), Impact structures in Africa: A review, Journal of African Earth Sciences 93, Tables 2a–2b",Bosumtwi,Bosumtwi,10.5,10.5,10.5,False,False,pdf_source_preserved,,True,,
astro_0106,106,Zerelia West,Wikipedia possible impact structures,Zerelia West,Zerelia West,20.0,20,20.0,False,True,verified_within_5_km,0.00038282919323942533,True,,
astro_0107,107,Maniitsoq,Wikipedia possible impact structures,Maniitsoq,Maniitsoq,100.0,100,100.0,False,True,verified_within_5_km,0.015517634368841023,True,,
astro_0108,108,Magyarmecske anomaly,Wikipedia possible impact structures,Magyarmecske anomaly: Magyarmecske,Magyarmecske anomaly,7.0,7,7.0,False,True,verified_within_5_km,0.0,True,,
astro_0109,109,Lonar,Wikipedia confirmed impact structures,Lonar,Lonar,1.8,1.8,1.8,False,True,verified_within_5_km,0.0005076582920103846,True,,
astro_0110,110,Ramgarh,Wikipedia possible impact structures,Ramgarh,Ramgarh,3.0,3,3.0,False,True,verified_within_5_km,0.00033306826023794947,True,,
astro_0111,111,Sirente,Wikipedia possible impact structures,Sirente,Sirente,10.0,10,10.0,False,True,verified_within_5_km,0.00036946814810719585,True,,
astro_0112,112,Mt. Oikeyama,Wikipedia possible impact structures,Mt. Oikeyama: Oikeyama,Mt. Oikeyama,90.0,90,90.0,False,True,verified_within_5_km,0.0,True,,
astro_0113,113,Takamatsu,Wikipedia possible impact structures,Takamatsu,Takamatsu,6.0,4-8,6.0,False,False,verified_within_5_km,0.0,True,,
astro_0114,114,Arganaty,Wikipedia possible impact structures,Arganaty,Arganaty,300.0,300,300.0,False,True,verified_within_5_km,0.0,True,,
astro_0115,115,Bigach,Wikipedia confirmed impact structures,Bigach,Bigach,8.0,8,8.0,False,True,verified_within_5_km,0.044445707799508224,True,,
astro_0116,116,Chiyli,Wikipedia confirmed impact structures,Chiyli: Rochechouart,Chiyli,5.5,5.5,5.5,False,True,verified_within_5_km,0.04428504813905538,True,,
astro_0117,117,Ishim,Wikipedia possible impact structures,Ishim: Ishim Akmola,Ishim,300.0,300,300.0,False,True,verified_within_5_km,0.0,True,,
astro_0118,118,Shiyli,Wikipedia possible impact structures,Shiyli,Shiyli,5.5,5.5,5.5,False,True,verified_within_5_km,0.037065026745121674,False,astro_0116,Possible-list Shiyli record duplicates the confirmed-list Chiyli record.
astro_0119,119,Zhamanshin,Wikipedia confirmed impact structures,Zhamanshin,Zhamanshin,14.0,14.0,14.0,False,True,verified_within_5_km,0.00024608442818662915,True,,
astro_0120,120,BP,"Reimold & Koeberl (2014), Impact structures in Africa: A review, Journal of African Earth Sciences 93, Tables 2a–2b",BP,BP,2.0,2,2.0,False,False,pdf_source_preserved,,True,,
astro_0121,121,Garet El Lefet,Wikipedia possible impact structures,Garet El Lefet,Garet El Lefet,3.0,3,3.0,False,True,verified_within_5_km,0.0,True,,
astro_0122,122,Ibn-Batutah,"Reimold & Koeberl (2014), Impact structures in Africa: A review, Journal of African Earth Sciences 93, Tables 2a–2b",Ibn-Batutah,Ibn-Batutah,2.5,2.5,2.5,False,False,pdf_source_preserved,,True,,
astro_0123,123,Jebel Hadid,"Reimold & Koeberl (2014), Impact structures in Africa: A review, Journal of African Earth Sciences 93, Tables 2a–2b",Jebel Hadid,Jebel Hadid,4.7,4.7,4.7,False,False,pdf_source_preserved,,True,,
astro_0124,124,Madagascar 3,Wikipedia possible impact structures,Madagascar 3: Madagascar,Madagascar 3,12.0,12,12.0,False,True,verified_within_5_km,0.0,True,,
astro_0125,125,Bukit Bunuh,Wikipedia possible impact structures,Bukit Bunuh,Bukit Bunuh,5.5,5–6,5.5,False,False,verified_within_5_km,0.0,True,,
astro_0126,126,Anefis,"Reimold & Koeberl (2014), Impact structures in Africa: A review, Journal of African Earth Sciences 93, Tables 2a–2b",Anefis,Anefis,3.0,3,3.0,False,False,pdf_source_preserved,,True,,
astro_0127,127,Ouro Ndia,"Reimold & Koeberl (2014), Impact structures in Africa: A review, Journal of African Earth Sciences 93, Tables 2a–2b",Ouro Ndia,Ouro Ndia,3.0,3,3.0,False,False,pdf_source_preserved,,True,,
astro_0128,128,El Mrayer,"Reimold & Koeberl (2014), Impact structures in Africa: A review, Journal of African Earth Sciences 93, Tables 2a–2b",El Mrayer,El Mrayer,2.0,2,2.0,False,False,pdf_source_preserved,,True,,
astro_0129,129,Temimichat,Wikipedia possible impact structures,Temimichat,Temimichat,0.7,0.7,0.7,False,True,verified_within_5_km,0.0,False,astro_0240,Wikipedia Temimichat duplicates the more explicit Reimold & Koeberl Temimichat Ghallaman record.
astro_0130,130,Tenoumer,"Reimold & Koeberl (2014), Impact structures in Africa: A review, Journal of African Earth Sciences 93, Tables 2a–2b",Tenoumer,Tenoumer,1.9,1.9,1.9,False,False,pdf_source_preserved,,True,,
astro_0131,131,Chicxulub,Wikipedia confirmed impact structures,Chicxulub,Chicxulub,1500.0,150,150.0,True,True,verified_within_5_km,0.03706502674476801,True,,
astro_0132,132,Jalapasquillo,Wikipedia possible impact structures,Jalapasquillo,Jalapasquillo,1.2,1.2,1.2,False,True,verified_within_5_km,0.0,True,,
astro_0133,133,Tsenkher,Wikipedia possible impact structures,Tsenkher,Tsenkher — Mongolia,3.6,3.6,3.6,False,True,verified_within_5_km,0.0003646885415886853,True,,
astro_0134,134,Tsenkher,Wikipedia confirmed impact structures,Tsenkher,Tsenkher — Gobi-Altai,3.7,3.7,3.7,False,True,verified_within_5_km,0.0005541450112173208,True,,
astro_0135,135,Agoudal,"Reimold & Koeberl (2014), Impact structures in Africa: A review, Journal of African Earth Sciences 93, Tables 2a–2b",Agoudal,Agoudal,1.0,unknown; placeholder 1 km,1.0,False,False,pdf_source_preserved,,True,,
astro_0136,136,Roter Kamm,"Reimold & Koeberl (2014), Impact structures in Africa: A review, Journal of African Earth Sciences 93, Tables 2a–2b",Roter Kamm,Roter Kamm,2.5,2.5,2.5,False,False,pdf_source_preserved,,True,,
astro_0137,137,Mahuika,Wikipedia possible impact structures,Mahuika,Mahuika,20.0,20?,20.0,False,False,verified_within_5_km,0.0,True,,
astro_0138,138,Pantasma,Wikipedia possible impact structures,Pantasma,Pantasma,10.0,10,10.0,False,True,source_has_no_coordinate,,True,,
astro_0139,139,Arlit,Wikipedia possible impact structures,Arlit,Arlit,10.0,10,10.0,False,True,verified_within_5_km,0.0,True,,
astro_0140,140,Mjølnir,Wikipedia confirmed impact structures,Mjølnir,Mjølnir,400.0,40,40.0,True,True,verified_within_5_km,0.010340812806823918,True,,
astro_0141,141,Gatun,Wikipedia possible impact structures,Gatun: Gatun structure,Gatun,3.0,3,3.0,False,True,verified_within_5_km,0.0006945210326606558,True,,
astro_0142,142,Guarda Structure,Wikipedia possible impact structures,Guarda Structure: Guarda,Guarda Structure,30.0,30,30.0,False,True,verified_within_5_km,0.03706502674441435,True,,
astro_0143,143,Chukcha,Wikipedia confirmed impact structures,Chukcha: Rochechouart,Chukcha,6.0,6,6.0,False,True,verified_within_5_km,0.038188996278231115,True,,
astro_0144,144,El'gygytgyn,Wikipedia confirmed impact structures,El'gygytgyn,El'gygytgyn,18.0,18,18.0,False,True,verified_within_5_km,0.0,True,,
astro_0145,145,Kamensk,Wikipedia confirmed impact structures,Kamensk,Kamensk,250.0,25,25.0,True,True,verified_within_5_km,0.0,True,,
astro_0146,146,Kara,Wikipedia confirmed impact structures,Kara,Kara,650.0,65,65.0,True,True,verified_within_5_km,0.0,True,,
astro_0147,147,Karla,Wikipedia confirmed impact structures,Karla,Karla,10.0,10,10.0,False,True,verified_within_5_km,0.042751172706567774,True,,
astro_0148,148,Kurai Basin,Wikipedia possible impact structures,Kurai Basin: Kurai,Kurai Basin,20.0,20,20.0,False,True,verified_within_5_km,0.0,True,,
astro_0149,149,Labynkyr,Wikipedia possible impact structures,Labynkyr,Labynkyr,67.0,67,67.0,False,True,verified_within_5_km,0.0,True,,
astro_0150,150,Lake Cheko,Wikipedia possible impact structures,Lake Cheko: Cheko,Lake Cheko,50.0,50,50.0,False,True,verified_within_5_km,0.0,True,,
astro_0151,151,Logancha,Wikipedia confirmed impact structures,Logancha,Logancha,200.0,20,20.0,True,True,verified_within_5_km,0.04012190806990462,True,,
astro_0152,152,Middle-Urals Ring,Wikipedia possible impact structures,Middle-Urals Ring: Urals Ring,Middle-Urals Ring,475.0,400–550,475.0,False,False,verified_within_5_km,0.0,True,,
astro_0153,153,Popigai,Wikipedia confirmed impact structures,Popigai,Popigai,1000.0,100,100.0,True,True,verified_within_5_km,0.011668843830206173,True,,
astro_0154,154,Puchezh-Katunki,Wikipedia confirmed impact structures,Puchezh-Katunki,Puchezh-Katunki,400.0,40,40.0,True,True,verified_within_5_km,0.04221445612755146,True,,
astro_0155,155,Smerdyacheye Lake,Wikipedia possible impact structures,Smerdyacheye Lake: Smerdyacheye,Smerdyacheye Lake,20.0,20,20.0,False,True,verified_within_5_km,0.0,True,,
astro_0156,156,Svetloyar Lake,Wikipedia possible impact structures,Svetloyar Lake: Svetloyar,Svetloyar Lake,40.0,40,40.0,False,True,verified_within_5_km,0.0,True,,
astro_0157,157,Al Madafi,Wikipedia possible impact structures,Al Madafi,Al Madafi,6.0,6,6.0,False,True,verified_within_5_km,0.0,True,,
astro_0158,158,Velingara,"Reimold & Koeberl (2014), Impact structures in Africa: A review, Journal of African Earth Sciences 93, Tables 2a–2b",Velingara,Velingara,48.0,48,48.0,False,False,pdf_source_preserved,,True,,
astro_0159,159,Morokweng,"Reimold & Koeberl (2014), Impact structures in Africa: A review, Journal of African Earth Sciences 93, Tables 2a–2b",Morokweng,Morokweng,75.0,75,75.0,False,False,pdf_source_preserved,,True,,
astro_0160,160,Tswaing,"Reimold & Koeberl (2014), Impact structures in Africa: A review, Journal of African Earth Sciences 93, Tables 2a–2b",Tswaing,Tswaing,1.13,1.13,1.13,False,False,pdf_source_preserved,,True,,
astro_0161,161,Vredefort,"Reimold & Koeberl (2014), Impact structures in Africa: A review, Journal of African Earth Sciences 93, Tables 2a–2b",Vredefort,Vredefort,250.0,≥250,250.0,False,False,pdf_source_preserved,,True,,
astro_0162,162,Jeokjung-Chogye Basin,Wikipedia confirmed impact structures,Jeokjung-Chogye Basin,Jeokjung-Chogye Basin,8.0,8,8.0,False,True,verified_within_5_km,0.0005335333162166696,True,,
astro_0163,163,Alhama de Almería,Wikipedia confirmed impact structures,Alhama de Almería: Kara-Kul,Alhama de Almería,22.0,22,22.0,False,True,verified_within_5_km,0.0474428726819681,True,,
astro_0164,164,Azuara,Wikipedia possible impact structures,Azuara,Azuara,37.5,35-40,37.5,False,False,verified_within_5_km,0.04640634151672915,True,,
astro_0165,165,Rubielos de la Cérida,Wikipedia possible impact structures,Rubielos de la Cérida: Rubielos,Rubielos de la Cérida,80.0,80x40,80.0,False,False,verified_within_5_km,0.0,True,,
astro_0166,166,Sudan 1 ( Red Sea Hills ),Wikipedia possible impact structures,Sudan 1 ( Red Sea Hills ): Red Sea,Sudan 1 ( Red Sea Hills ),6.0,6,6.0,False,True,verified_by_coordinate_alias_within_5_km,0.003706502674017041,True,,
astro_0167,167,Sudan 2 (Bayuda),Wikipedia possible impact structures,Sudan 2 (Bayuda): Bayuda,Sudan 2 (Bayuda),10.0,10,10.0,False,True,verified_within_5_km,0.005114314805371477,True,,
astro_0168,168,Sudan 3 (Mahas),Wikipedia possible impact structures,Sudan 3 (Mahas): Mahas,Sudan 3 (Mahas),2.8,2.8,2.8,False,True,verified_within_5_km,0.005085703300108446,True,,
astro_0169,169,Björkö,Wikipedia possible impact structures,Björkö,Björkö,10.0,10,10.0,False,True,verified_within_5_km,0.0,True,,
astro_0170,170,Lycksele 2,Wikipedia possible impact structures,Lycksele 2: Lycksele,Lycksele 2,130.0,130,130.0,False,True,verified_by_coordinate_alias_within_5_km,0.0,True,,
astro_0171,171,Siljan Ring,Wikipedia confirmed impact structures,Siljan Ring: Siljan,Siljan Ring,70.0,65–75,70.0,False,False,verified_within_5_km,0.041183058431704805,True,,
astro_0172,172,Ak-Bura ( Murgab ),Wikipedia possible impact structures,Ak-Bura ( Murgab ): Ak-Bura,Ak-Bura ( Murgab ),0.08,0.080,0.08,False,True,verified_by_coordinate_alias_within_5_km,0.00019603127753170762,True,,
astro_0173,173,Karakul,Wikipedia confirmed impact structures,Karakul,Karakul,520.0,52,52.0,True,True,verified_within_5_km,0.037065026745121674,True,,
astro_0174,174,Boltysh,Wikipedia confirmed impact structures,Boltysh,Boltysh,240.0,24,24.0,True,True,verified_within_5_km,0.0,True,,
astro_0175,175,Obolon',Wikipedia confirmed impact structures,Obolon',Obolon',200.0,20,20.0,True,True,verified_within_5_km,0.044173511044263425,True,,
astro_0176,176,Lairg Gravity Low,Wikipedia possible impact structures,Lairg Gravity Low,Lairg Gravity Low,40.0,40,40.0,False,True,verified_within_5_km,1.4146481319698977e-12,True,,
astro_0177,177,Loch Leven,Wikipedia possible impact structures,Loch Leven,Loch Leven,18.0,18x8,18.0,False,False,verified_within_5_km,0.020619111866350636,True,,
astro_0178,178,38th Parallel structures,Wikipedia possible impact structures,38th Parallel structures: Avon crater,38th Parallel structures — Avon crater,9.5,2-17,9.5,False,False,verified_within_5_km,0.0,True,,
astro_0179,179,38th Parallel structures,Wikipedia possible impact structures,38th Parallel structures: Crooked Creek crater,38th Parallel structures — Crooked Creek crater,9.5,2-17,9.5,False,False,verified_within_5_km,0.0,True,,
astro_0180,180,38th Parallel structures,Wikipedia possible impact structures,38th Parallel structures: Decaturville crater,38th Parallel structures — Decaturville crater,9.5,2-17,9.5,False,False,verified_within_5_km,0.0,True,,
astro_0181,181,38th Parallel structures,Wikipedia possible impact structures,38th Parallel structures: Hazelgreen crater,38th Parallel structures — Hazelgreen crater,9.5,2-17,9.5,False,False,verified_within_5_km,0.0,True,,
astro_0182,182,38th Parallel structures,Wikipedia possible impact structures,38th Parallel structures: Hicks Dome,38th Parallel structures — Hicks Dome,9.5,2-17,9.5,False,False,verified_within_5_km,0.0,True,,
astro_0183,183,38th Parallel structures,Wikipedia possible impact structures,38th Parallel structures: Rose Dome,38th Parallel structures — Rose Dome,9.5,2-17,9.5,False,False,verified_within_5_km,0.0,True,,
astro_0184,184,38th Parallel structures,Wikipedia possible impact structures,38th Parallel structures: Weaubleau-Osceola structure,38th Parallel structures — Weaubleau-Osceola structure,9.5,2-17,9.5,False,False,verified_within_5_km,0.0,True,,
astro_0185,185,Alamo bolide impact,Wikipedia possible impact structures,Alamo bolide impact: Alamo,Alamo bolide impact,100.0,100 ± 40,100.0,False,False,verified_within_5_km,0.0,True,,
astro_0186,186,Ames,Wikipedia confirmed impact structures,Ames: Rochechouart,Ames,16.0,16,16.0,False,True,verified_within_5_km,0.04762002171906512,True,,
astro_0187,187,Beaverhead,Wikipedia confirmed impact structures,Beaverhead,Beaverhead,600.0,60,60.0,True,True,verified_within_5_km,0.0,True,,
astro_0188,188,Bee Bluff,Wikipedia possible impact structures,Bee Bluff,Bee Bluff,2.4,2.4,2.4,False,True,verified_within_5_km,0.0,True,,
astro_0189,189,Brushy Creek Feature,Wikipedia possible impact structures,Brushy Creek Feature,Brushy Creek Feature,2.0,2.0,2.0,False,True,source_has_no_coordinate,,True,,
astro_0190,190,Calvin,Wikipedia confirmed impact structures,Calvin: Rochechouart,Calvin,8.5,8.5,8.5,False,True,verified_within_5_km,0.046226530295839244,True,,
astro_0191,191,Chesapeake Bay,Wikipedia confirmed impact structures,Chesapeake Bay,Chesapeake Bay,400.0,40,40.0,True,True,verified_within_5_km,0.047365874426652334,True,,
astro_0192,192,Cloud Creek,Wikipedia confirmed impact structures,Cloud Creek: Rochechouart,Cloud Creek,7.0,7,7.0,False,True,verified_within_5_km,0.03706502674441435,True,,
